icsd,material_id,formula,space_group_number,curated,best,atomic,pass_sites,shells,doublet_kinds,chem_flag,lone_pair,jt_ions
633141,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
633245,53525,Fe1 Ru2 Si1,225,1,1,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633246,53525,Fe1 Ru2 Si1,225,1,1,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633467,53543,Fe1 Se1,123,1,0,0,Fe1|Se1,-|3d,"p{x,y}|{xz,yz}",0,,
633528,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633531,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633533,5257,Fe1 Si2,123,1,0,0,Fe1,3d,"p{x,y}|{xz,yz}",0,,
633534,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633535,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633537,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633544,5257,Fe1 Si2,123,1,0,0,Fe1,3d,"p{x,y}|{xz,yz}",0,,
633545,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633550,5257,Fe1 Si2,123,1,0,0,Fe1,3d,"p{x,y}|{xz,yz}",0,,
633552,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
633623,53555,Fe2 Si1 V1,225,1,1,0,Si1|V1,-|3d,"e_g{z2,x2-y2}",0,,
633740,103634,Fe1 Sn1,191,1,0,0,Sn1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
633747,103634,Fe1 Sn1,191,1,0,0,Sn1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
633766,103641,Fe2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
633925,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
633930,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
633937,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
633946,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
633950,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
634034,103681,Fe1 V1,221,1,0,0,Fe1|V1,3d,"e_g{z2,x2-y2}",0,,
634320,103734,Ga1 Hf1 Ni2,225,1,0,0,Ga1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
634707,33994,Ga1 Mo4 S8,216,1,0,0,Ga1,-,"e_g{z2,x2-y2}",0,,
634857,103856,Ga1 Ni3,221,1,1,0,Ga1,-,"e_g{z2,x2-y2}",0,,
634864,103856,Ga1 Ni3,221,1,1,0,Ga1,-,"e_g{z2,x2-y2}",0,,
635300,635300,Ga2 S4 Zn1,111,1,0,0,Zn1,3d,"p{x,y}|{xz,yz}",0,,
636847,55926,Ge2 La1 Rh2,139,1,1,0,La1,-,"p{x,y}|{xz,yz}",0,,
637001,42911,Ge1 Mn1 Nb1,189,1,0,0,Ge2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
637070,53706,Ge1 Mn1 Rh2,225,1,0,0,Ge1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
637071,53706,Ge1 Mn1 Rh2,225,1,0,0,Ge1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
637098,637098,Ge1 Mn1 Ta1,189,1,0,0,Ge2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
637356,53745,Ge1 Ni3,221,1,1,0,Ge1,-,"e_g{z2,x2-y2}",0,,
637358,53745,Ge1 Ni3,221,1,1,0,Ge1,-,"e_g{z2,x2-y2}",0,,
637362,53745,Ge1 Ni3,221,1,1,0,Ge1,-,"e_g{z2,x2-y2}",0,,
637364,53745,Ge1 Ni3,221,1,1,0,Ge1,-,"e_g{z2,x2-y2}",0,,
638409,638409,H6 Os1 Sr2,225,0,0,1,Os1,5d,"e_g{z2,x2-y2}",0,,
639065,104305,Hg1 La1,221,1,0,0,Hg1|La1,-|5d,"e_g{z2,x2-y2}",0,,
639119,104332,Hg1 Ni1,123,1,0,0,Hg1|Ni1,3d|5d,"p{x,y}|{xz,yz}",0,,
639954,51984,In1 Mn1 Ni2,225,1,0,0,In1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
639955,51984,In1 Mn1 Ni2,225,1,0,0,In1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
639956,51984,In1 Mn1 Ni2,225,1,0,0,Mn1|In1,-|3d,"e_g{z2,x2-y2}",0,,
639958,51984,In1 Mn1 Ni2,225,1,0,0,In1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
640117,59435,In1 Ni1,191,1,1,0,In1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640134,640134,In2 Ni3 S2,166,1,0,0,In1|In2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640213,5440,In1 Pb1 Rh3 S2,166,1,1,0,In1|Pb1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Pb,
640339,5439,In2 Rh3 S2,166,1,0,0,In1|In2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640489,17007,In2 Se3,166,1,0,0,Se1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640492,17007,In2 Se3,166,1,0,0,Se2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640498,17007,In2 Se3,166,1,0,0,Se2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640512,17007,In2 Se3,166,1,0,0,Se2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
640974,104557,Ir1 Sc1,221,1,0,0,Ir1|Sc1,3d|5d,"e_g{z2,x2-y2}",0,,
641030,44667,Ir2 Si2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
641273,431754,K1 Ni2 S2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
641276,424686,K1 Ni2 Se2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
641321,26735,K2 S1,225,1,1,0,S1,-,"e_g{z2,x2-y2}",0,,
641350,641350,K1 S2 Zr1,166,1,0,0,K1|Zr1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641376,60441,K2 Te1,225,1,1,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
641488,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641507,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641513,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641518,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641519,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641520,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641521,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641522,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641523,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641524,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641526,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641529,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641532,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641535,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641540,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641542,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641543,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641545,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641549,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
641747,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
641750,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
641752,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
642242,44824,Li1 P1 Zn1,216,1,0,0,Li1|P1|Zn1,-|3d,"e_g{z2,x2-y2}",0,,
642255,104769,Li1 Pd1,221,1,0,0,Li1|Pd1,-|4d,"e_g{z2,x2-y2}",0,,
642257,104769,Li1 Pd1,221,1,0,0,Li1|Pd1,-|4d,"e_g{z2,x2-y2}",0,,
642266,642266,Li1 Pd7,225,1,0,0,Pd1|Li1,-|4d,"e_g{z2,x2-y2}",0,,
642322,200709,Li1 S2 Ti1,164,1,0,0,Li1|Ti1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
642665,65838,Mg4 N12 P6 S1,217,1,0,0,S1,-,"e_g{z2,x2-y2}",0,,
642749,104847,Mg1 Pd1,221,1,0,0,Mg1|Pd1,-|4d,"e_g{z2,x2-y2}",0,,
643105,54255,Mn1 Ni1 Sb1,216,1,1,0,Mn1|Ni1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643107,76080,Mn1 Ni2 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643108,54255,Mn1 Ni1 Sb1,216,1,1,0,Mn1|Ni1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643109,643109,Mn1 Ni1 Sb1,216,1,0,0,Mn1|Ni1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643111,54255,Mn1 Ni1 Sb1,216,1,1,0,Mn1|Ni1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643114,76080,Mn1 Ni2 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643120,643109,Mn1 Ni1 Sb1,216,1,0,0,Mn1|Ni1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643121,54255,Mn1 Ni1 Sb1,216,1,1,0,Mn1|Ni1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643152,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643153,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643156,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643157,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643158,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643159,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643161,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643173,643173,Mn1 Ni4 Y1,216,1,0,0,Y1|Mn1,3d|4d,"e_g{z2,x2-y2}",0,,
643290,104936,Mn1 Pb1 Rh2,225,1,0,0,Mn1|Pb1,-|3d,"e_g{z2,x2-y2}",1,Pb,
643311,76100,Mn1 Pd2 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643312,76100,Mn1 Pd2 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643318,76100,Mn1 Pd2 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
643324,104945,Mn1 Pd2 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643325,104945,Mn1 Pd2 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643327,104945,Mn1 Pd2 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643377,643377,Mn1 Pt1 Sb1,216,1,0,0,Mn1|Pt1|Sb1,-|3d|5d,"e_g{z2,x2-y2}",1,Sb,
643383,104955,Mn1 Pt1 Sn1,216,1,1,0,Mn1|Pt1|Sn1,-|3d|5d,"e_g{z2,x2-y2}",1,Sn,
643387,104955,Mn1 Pt1 Sn1,216,1,1,0,Mn1|Pt1|Sn1,-|3d|5d,"e_g{z2,x2-y2}",1,Sn,
643391,104960,Mn1 Rh1,221,1,0,0,Mn1|Rh1,3d|4d,"e_g{z2,x2-y2}",0,,
643415,54343,Mn1 Rh1 Sb1,216,1,1,0,Mn1|Rh1|Sb1,-|3d|4d,"e_g{z2,x2-y2}",1,Sb,
643424,104964,Mn1 Rh2 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643427,104964,Mn1 Rh2 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643428,104964,Mn1 Rh2 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
643434,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643435,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643436,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643437,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643438,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643439,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643443,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643444,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643445,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643450,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643451,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643453,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643456,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
643616,76227,Mn3 Si1,225,1,1,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
643621,76227,Mn3 Si1,225,1,1,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
643647,76227,Mn3 Si1,225,1,1,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
643653,643653,Mn1 Si1 Ta1,189,1,0,0,Si2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
644500,130003,Mo1 Zn7,225,1,0,0,Zn1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
644701,69016,N1 Sr2,166,1,0,0,N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
644917,60435,Na2 O1,225,1,0,0,O1,-,"e_g{z2,x2-y2}",0,,
644994,644994,Na1 S2 V1,160,1,0,0,Na1|S1|S2|V1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
645037,645037,Na1 Se2 Y1,166,1,0,0,Y1|Na1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
645257,645257,Nb1 Re1 Si1,189,1,0,0,Si2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
645296,105222,Nb1 Ru1,123,1,0,0,Nb1|Ru1,4d,"p{x,y}|{xz,yz}",0,,
645435,108629,Nb3 Si1,221,1,0,0,Si1,-,"e_g{z2,x2-y2}",0,,
646096,9866,Ni1 O1,225,1,0,0,Ni1|O1,-|3d,"e_g{z2,x2-y2}",0,,
646098,9866,Ni1 O1,225,1,0,0,Ni1|O1,-|3d,"e_g{z2,x2-y2}",0,,
646099,9866,Ni1 O1,225,1,0,0,Ni1|O1,-|3d,"e_g{z2,x2-y2}",0,,
646379,646379,Ni3 S2 Sn2,166,1,0,0,Sn1|Sn2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
646398,646398,Ni3 S2 Tl2,166,1,0,0,Tl1|Tl2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Tl,
646468,105336,Ni5 Sc1,191,1,1,0,Sc1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
646572,76413,Ni3 Si1,221,1,1,0,Si1,-,"e_g{z2,x2-y2}",0,,
646573,76413,Ni3 Si1,221,1,1,0,Si1,-,"e_g{z2,x2-y2}",0,,
646579,76413,Ni3 Si1,221,1,1,0,Si1,-,"e_g{z2,x2-y2}",0,,
646584,76413,Ni3 Si1,221,1,1,0,Si1,-,"e_g{z2,x2-y2}",0,,
646810,105376,Ni2 Sn1 V1,225,1,0,0,Sn1|V1,-|3d,"e_g{z2,x2-y2}",1,Sn,
647051,108650,Ni7 Y2,166,1,0,0,Ni1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647059,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647060,108650,Ni7 Y2,166,1,0,0,Ni1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647075,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647076,108650,Ni7 Y2,166,1,0,0,Ni1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647084,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647089,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647093,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647101,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
647134,105469,Ni1 Zn1,123,1,0,0,Ni1|Zn1,3d,"p{x,y}|{xz,yz}",0,,
647135,105470,Ni1 Zn1,221,1,0,0,Ni1|Zn1,3d,"e_g{z2,x2-y2}",0,,
647137,105469,Ni1 Zn1,123,1,0,0,Ni1|Zn1,3d,"p{x,y}|{xz,yz}",0,,
647156,54985,Ni5 Zr1,216,1,1,0,Ni1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
647338,180564,O2 Rb1,139,1,0,0,Rb1,-,"p{x,y}|{xz,yz}",0,,
647350,16810,O3 Re1,221,1,0,0,Re1,5d,"e_g{z2,x2-y2}",0,,
647352,16810,O3 Re1,221,1,0,0,Re1,5d,"e_g{z2,x2-y2}",0,,
648357,42600,Pb1 Pd3,221,1,1,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
648427,5441,Pb2 Rh3 Se2,166,1,0,0,Pb1|Pb2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Pb,
648807,105673,Pd3 Sc1,221,1,0,0,Sc1,3d,"e_g{z2,x2-y2}",0,,
648912,105689,Pd3 Sn1,221,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
648916,105689,Pd3 Sn1,221,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
648921,105689,Pd3 Sn1,221,1,1,0,Sn1,-,"e_g{z2,x2-y2}",1,Sn,
648964,105707,Pd5 Sr1,191,1,1,0,Sr1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
650119,650119,Re1 Si1 Ta1,189,1,0,0,Si2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
650236,650236,Rh3 S2 Tl2,166,1,0,0,Tl1|Tl2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Tl,
650527,105972,Rh1 Y1,221,1,0,0,Rh1|Y1,4d,"e_g{z2,x2-y2}",0,,
650530,105972,Rh1 Y1,221,1,0,0,Rh1|Y1,4d,"e_g{z2,x2-y2}",0,,
650535,105972,Rh1 Y1,221,1,0,0,Rh1|Y1,4d,"e_g{z2,x2-y2}",0,,
650536,105972,Rh1 Y1,221,1,0,0,Rh1|Y1,4d,"e_g{z2,x2-y2}",0,,
650541,105972,Rh1 Y1,221,1,0,0,Rh1|Y1,4d,"e_g{z2,x2-y2}",0,,
650690,650690,Ru1 Ta1,221,1,0,0,Ru1|Ta1,4d|5d,"e_g{z2,x2-y2}",0,,
650691,105995,Ru1 Ta1,123,1,0,0,Ru1|Ta1,4d|5d,"p{x,y}|{xz,yz}",0,,
650692,105995,Ru1 Ta1,123,1,0,0,Ru1|Ta1,4d|5d,"p{x,y}|{xz,yz}",0,,
650737,106004,Ru1 Ti1,221,1,0,0,Ru1|Ti1,3d|4d,"e_g{z2,x2-y2}",0,,
650738,106004,Ru1 Ti1,221,1,0,0,Ru1|Ti1,3d|4d,"e_g{z2,x2-y2}",0,,
650789,106022,Ru1 Zr1,221,1,0,0,Ru1|Zr1,4d,"e_g{z2,x2-y2}",0,,
651178,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651186,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651201,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651203,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651207,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651212,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651214,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
651217,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
653197,31840,Te1 Zn1,225,1,0,0,Te1|Zn1,-|3d,"e_g{z2,x2-y2}",1,Te,
653404,106213,V4 Zn5,139,1,0,0,Zn1,3d,"p{x,y}|{xz,yz}",0,,
653454,106225,Y1 Zn1,221,1,0,0,Y1|Zn1,3d|4d,"e_g{z2,x2-y2}",0,,
653455,106225,Y1 Zn1,221,1,0,0,Y1|Zn1,3d|4d,"e_g{z2,x2-y2}",0,,
653460,106225,Y1 Zn1,221,1,0,0,Y1|Zn1,3d|4d,"e_g{z2,x2-y2}",0,,
653464,106225,Y1 Zn1,221,1,0,0,Y1|Zn1,3d|4d,"e_g{z2,x2-y2}",0,,
653468,106225,Y1 Zn1,221,1,0,0,Y1|Zn1,3d|4d,"e_g{z2,x2-y2}",0,,
654948,646379,Ni3 S2 Sn2,166,1,0,0,Sn1|Sn2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
656541,43853,C1 Al1 Fe3,221,1,0,0,Al1|C1,-,"e_g{z2,x2-y2}",0,,
656818,104859,Mg1 Rh1,221,1,1,0,Mg1|Rh1,-|4d,"e_g{z2,x2-y2}",0,,
656885,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
657254,105339,Ni2 Sc1 Sn1,225,1,1,0,Sc1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
657338,103948,Ga1 Rh1,221,1,0,0,Ga1|Rh1,-|4d,"e_g{z2,x2-y2}",0,,
657406,67346,N2 Na1 Ta1,166,1,0,0,Ta1|Na1,-|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
657407,72557,N2 Na1 Nb1,166,1,0,0,Nb1|Na1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
657415,23929,Co9 S8,225,1,0,0,Co1,3d,"e_g{z2,x2-y2}",0,,
657493,57596,Al1 Co1,221,1,0,0,Al1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
657494,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
657601,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
657998,104557,Ir1 Sc1,221,1,0,0,Ir1|Sc1,3d|5d,"e_g{z2,x2-y2}",0,,
658018,658018,Cr6 Ge6 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
658150,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
658488,55601,Al1 Fe1,221,1,0,0,Al1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
658523,53545,Fe3 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
659019,53555,Fe2 Si1 V1,225,1,1,0,Si1|V1,-|3d,"e_g{z2,x2-y2}",0,,
659021,53007,Co2 Mn1 Si1,225,1,0,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
659022,53086,Co2 Si1 V1,225,1,1,0,Si1|V1,-|3d,"e_g{z2,x2-y2}",0,,
659057,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
659656,102483,Co2 Hf1 Sn1,225,1,1,0,Hf1|Sn1,-|5d,"e_g{z2,x2-y2}",1,Sn,
659669,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
659829,10051,In2 Li3,166,1,0,0,Li1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
659856,104487,Ir1 Li1,187,1,0,0,Ir1|Li1,-|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
659883,104770,Li1 Pd1,187,1,0,0,Li1|Pd1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
659941,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
659956,105673,Pd3 Sc1,221,1,0,0,Sc1,3d,"e_g{z2,x2-y2}",0,,
660368,23929,Co9 S8,225,1,0,0,Co1,3d,"e_g{z2,x2-y2}",0,,
