icsd,source,formula,spg,spg_symbol,M,X,priority,dim,motif,n_M_sites,angles_raw,angles_grouped,angle_min,angle_max,spread,d_MX,d_MX_mean,regime
76056,ICSD (local cache),Mn3 N1 Ni1,221,Pm-3m,Ni,N,2,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: 4th neighbour at 3.37 A > cutoff 2.24 A (not bonded)
37137,ICSD (local cache),Ni1 O12 P4 Zn1,15,C2/c,Ni,P,2,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.18 A > cutoff 2.66 A (not bonded)
76681,ICSD (local cache),Ni4 P2 Zr1,136,P42/mnm,Ni,P,2,-1,EXCLUDED,8,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.66 A (not bonded)
163496,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,105.30 105.30 105.30 105.30 118.17 118.17,105.30 x4; 118.17 x2,105.3,118.17,12.87,2.339 2.339 2.339 2.339,2.339,SPLIT-A
166016,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,104.81 104.81 104.81 104.81 119.25 119.25,104.81 x4; 119.25 x2,104.81,119.25,14.44,2.309 2.309 2.309 2.309,2.309,SPLIT-A
182277,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,104.58 104.58 104.58 104.58 119.78 119.78,104.58 x4; 119.78 x2,104.58,119.78,15.2,2.123 2.123 2.123 2.123,2.123,SPLIT-A
162724,ICSD (local cache),Fe1 La1 O1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,104.53 104.53 104.53 104.53 119.87 119.87,104.53 x4; 119.87 x2,104.53,119.87,15.34,2.290 2.290 2.290 2.290,2.29,SPLIT-A
391428,ICSD (local cache),Fe1 La1 O1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,104.76 104.76 104.76 104.76 119.36 119.36,104.76 x4; 119.36 x2,104.76,119.36,14.6,2.294 2.294 2.294 2.294,2.294,SPLIT-A
420381,ICSD (local cache),Fe1 La1 O1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,104.64 104.64 104.64 104.64 119.64 119.64,104.64 x4; 119.64 x2,104.64,119.64,15.0,2.289 2.289 2.289 2.289,2.289,SPLIT-A
162056,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,96.45 96.45 116.35 116.35 116.35 116.35,96.45 x2; 116.35 x4,96.45,116.35,19.91,2.529 2.529 2.529 2.529,2.529,SPLIT-B
93237,ICSD (local cache),As1 Fe1 Mn1,129,P4/nmm,Fe,As,3,2,2D layer,2,101.73 101.73 113.47 113.47 113.47 113.47,101.73 x2; 113.47 x4,101.73,113.47,11.74,2.413 2.413 2.413 2.413,2.413,SPLIT-B
93238,ICSD (local cache),As1 Fe1 Mn1,129,P4/nmm,Fe,As,3,2,2D layer,2,100.97 100.97 113.88 113.88 113.88 113.88,100.97 x2; 113.88 x4,100.97,113.88,12.92,2.426 2.426 2.426 2.426,2.426,SPLIT-B
610492,ICSD (local cache),As1 Fe1 Mn1,129,P4/nmm,Fe,As,3,2,2D layer,2,100.93 100.93 113.90 113.90 113.90 113.90,100.93 x2; 113.90 x4,100.93,113.9,12.97,2.427 2.427 2.427 2.427,2.427,SPLIT-B
166456,ICSD (local cache),Fe1 Li1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,91.61 91.61 119.07 119.07 119.07 119.07,91.61 x2; 119.07 x4,91.61,119.07,27.46,2.575 2.575 2.575 2.575,2.575,SPLIT-B
169253,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,100.12 100.12 114.34 114.34 114.34 114.34,100.12 x2; 114.34 x4,100.12,114.34,14.22,2.456 2.456 2.456 2.456,2.456,SPLIT-B
169255,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,100.08 100.08 114.36 114.36 114.36 114.36,100.08 x2; 114.36 x4,100.08,114.36,14.28,2.448 2.448 2.448 2.448,2.448,SPLIT-B
169257,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,100.28 100.28 114.25 114.25 114.25 114.25,100.28 x2; 114.25 x4,100.28,114.25,13.97,2.436 2.436 2.436 2.436,2.436,SPLIT-B
169259,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,99.25 99.25 114.81 114.81 114.81 114.81,99.25 x2; 114.81 x4,99.25,114.81,15.56,2.443 2.443 2.443 2.443,2.443,SPLIT-B
169261,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,100.70 100.70 114.03 114.03 114.03 114.03,100.70 x2; 114.03 x4,100.7,114.03,13.33,2.410 2.410 2.410 2.410,2.41,SPLIT-B
169263,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,99.30 99.30 114.78 114.78 114.78 114.78,99.30 x2; 114.78 x4,99.3,114.78,15.48,2.423 2.423 2.423 2.423,2.423,SPLIT-B
169265,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,97.19 97.19 115.94 115.94 115.94 115.94,97.19 x2; 115.94 x4,97.19,115.94,18.75,2.449 2.449 2.449 2.449,2.449,SPLIT-B
169267,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,96.48 96.48 116.33 116.33 116.33 116.33,96.48 x2; 116.33 x4,96.48,116.33,19.85,2.449 2.449 2.449 2.449,2.449,SPLIT-B
169269,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,96.24 96.24 116.46 116.46 116.46 116.46,96.24 x2; 116.46 x4,96.24,116.46,20.22,2.441 2.441 2.441 2.441,2.441,SPLIT-B
169271,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,98.97 98.97 114.97 114.97 114.97 114.97,98.97 x2; 114.97 x4,98.97,114.97,16.0,2.375 2.375 2.375 2.375,2.375,SPLIT-B
169299,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,101.22 101.22 113.58 113.58 113.91 113.91,101.22 x2; 113.75 x4,101.22,113.91,12.7,2.363 2.363 2.363 2.363,2.363,SPLIT-B
169303,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,100.99 100.99 113.65 113.65 114.09 114.09,100.99 x2; 113.87 x4,100.99,114.09,13.1,2.343 2.343 2.343 2.343,2.343,SPLIT-B
169306,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,101.38 101.38 113.49 113.49 113.84 113.84,101.38 x2; 113.66 x4,101.38,113.84,12.46,2.319 2.319 2.319 2.319,2.319,SPLIT-B
169309,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,97.88 97.88 115.06 115.06 116.06 116.06,97.88 x2; 115.56 x4,97.88,116.06,18.18,2.309 2.309 2.309 2.309,2.309,SPLIT-B
169311,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,98.88 98.88 114.78 114.78 115.25 115.25,98.88 x2; 115.02 x4,98.88,115.25,16.38,2.285 2.285 2.285 2.285,2.285,SPLIT-B
169313,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,96.91 96.91 115.59 115.59 116.60 116.60,96.91 x2; 116.10 x4,96.91,116.6,19.69,2.315 2.315 2.315 2.315,2.315,SPLIT-B
169315,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,96.49 96.49 116.03 116.03 116.62 116.62,96.49 x2; 116.32 x4,96.49,116.62,20.13,2.313 2.313 2.313 2.313,2.313,SPLIT-B
290701,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,99.30 99.30 114.78 114.78 114.78 114.78,99.30 x2; 114.78 x4,99.3,114.78,15.48,2.472 2.472 2.472 2.472,2.472,SPLIT-B
610530,ICSD (local cache),As1 Fe1 Ti1,189,P-62m,Fe,As,3,3,3D network,3,97.29 98.22 115.63 115.63 115.63 115.63,97.75 x2; 115.63 x4,97.29,115.63,18.34,2.392 2.392 2.414 2.414,2.403,SPLIT-B
16844,ICSD (local cache),As1 Fe2,129,P4/nmm,Fe,As,3,3,3D network,4,97.77 97.77 115.62 115.62 115.62 115.62,97.77 x2; 115.62 x4,97.77,115.62,17.86,2.412 2.412 2.412 2.412,2.412,SPLIT-B
415628,ICSD (local cache),As1 Fe2,129,P4/nmm,Fe,As,3,3,3D network,4,96.57 96.57 116.28 116.28 116.28 116.28,96.57 x2; 116.28 x4,96.57,116.28,19.72,2.437 2.437 2.437 2.437,2.437,SPLIT-B
610464,ICSD (local cache),As1 Fe2,129,P4/nmm,Fe,As,3,3,3D network,4,97.77 97.77 115.62 115.62 115.62 115.62,97.77 x2; 115.62 x4,97.77,115.62,17.85,2.410 2.410 2.410 2.410,2.41,SPLIT-B
610470,ICSD (local cache),As1 Fe2,129,P4/nmm,Fe,As,3,3,3D network,4,97.69 97.69 115.66 115.66 115.66 115.66,97.69 x2; 115.66 x4,97.69,115.66,17.97,2.409 2.409 2.409 2.409,2.409,SPLIT-B
610472,ICSD (local cache),As1 Fe2,129,P4/nmm,Fe,As,3,3,3D network,4,97.75 97.75 115.63 115.63 115.63 115.63,97.75 x2; 115.63 x4,97.75,115.63,17.88,2.409 2.409 2.409 2.409,2.409,SPLIT-B
290889,ICSD (local cache),Fe1 P1 Ti1,189,P-62m,Fe,P,3,3,3D network,3,97.50 98.71 115.43 115.43 115.43 115.43,98.11 x2; 115.43 x4,97.5,115.43,17.94,2.312 2.312 2.342 2.342,2.327,SPLIT-B
COD-1524708,COD,,,,Fe,Se,3,1,1D chain/ladder,4,108.09 108.94 109.57 109.57 110.33 110.33,109.47 x6,108.09,110.33,2.25,2.344 2.344 2.355 2.355,2.349,REGULAR
COD-9011992,COD,,,,Fe,S,3,1,1D chain/ladder,4,107.21 107.21 108.60 109.67 112.10 112.10,107.68 x3; 109.67 x1; 112.10 x2,107.21,112.1,4.89,2.272 2.272 2.316 2.316,2.294,REGULAR
23081,ICSD (local cache),Ba1 Fe2 S4,87,I4/m,Fe,S,3,1,1D chain/ladder,4,106.76 106.76 110.85 110.85 110.85 110.85,106.76 x2; 110.85 x4,106.76,110.85,4.09,2.218 2.218 2.218 2.218,2.218,REGULAR
187535,ICSD (local cache),Cs1 Fe2 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,107.12 107.12 109.44 109.44 111.68 112.08,107.12 x2; 109.44 x2; 111.88 x2,107.12,112.08,4.96,2.342 2.342 2.452 2.452,2.397,REGULAR
30011,ICSD (local cache),Fe1 S2 Tl1,12,C2/m,Fe,S,3,1,1D chain/ladder,4,106.61 107.03 110.69 110.69 110.94 110.94,106.82 x2; 110.81 x4,106.61,110.94,4.33,2.221 2.221 2.232 2.232,2.227,REGULAR
63381,ICSD (local cache),Fe1 S2 Tl1,12,C2/m,Fe,S,3,1,1D chain/ladder,4,107.21 107.21 108.60 109.67 112.10 112.10,107.68 x3; 109.67 x1; 112.10 x2,107.21,112.1,4.89,2.272 2.272 2.316 2.316,2.294,REGULAR
600815,ICSD (local cache),Fe1 S2 Tl1,12,C2/m,Fe,S,3,1,1D chain/ladder,4,107.72 108.32 108.32 109.81 111.34 111.34,108.12 x3; 109.81 x1; 111.34 x2,107.72,111.34,3.62,2.262 2.262 2.302 2.302,2.282,REGULAR
659748,ICSD (local cache),Fe1 S2 Tl1,12,C2/m,Fe,S,3,1,1D chain/ladder,4,107.70 108.26 108.26 109.72 111.45 111.45,108.07 x3; 109.72 x1; 111.45 x2,107.7,111.45,3.75,2.257 2.257 2.295 2.295,2.276,REGULAR
424671,ICSD (local cache),Fe2 K1 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,107.75 107.75 108.60 108.60 111.36 112.83,108.17 x4; 112.09 x2,107.75,112.83,5.08,2.360 2.360 2.440 2.440,2.4,REGULAR
424672,ICSD (local cache),Fe2 K1 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,108.28 108.28 108.63 108.63 111.21 111.83,108.46 x4; 111.52 x2,108.28,111.83,3.55,2.352 2.352 2.450 2.450,2.401,REGULAR
COD-4123005,COD,,,,Fe,As,3,2,2D layer,4,108.63 108.63 108.63 108.63 111.18 111.18,108.63 x4; 111.18 x2,108.63,111.18,2.55,2.401 2.401 2.401 2.401,2.401,REGULAR
162808,ICSD (local cache),As1 F1 Fe1 Sr1,129,P4/nmm,Fe,As,3,2,2D layer,2,108.65 108.65 108.65 108.65 111.13 111.13,108.65 x4; 111.13 x2,108.65,111.13,2.48,2.425 2.425 2.425 2.425,2.425,REGULAR
163915,ICSD (local cache),As1 F1 Fe1 Sr1,129,P4/nmm,Fe,As,3,2,2D layer,2,108.62 108.62 108.62 108.62 111.19 111.19,108.62 x4; 111.19 x2,108.62,111.19,2.57,2.420 2.420 2.420 2.420,2.42,REGULAR
168775,ICSD (local cache),As1 F1 Fe1 Sr1,129,P4/nmm,Fe,As,3,2,2D layer,2,108.39 108.39 108.39 108.39 111.65 111.65,108.39 x4; 111.65 x2,108.39,111.65,3.26,2.417 2.417 2.417 2.417,2.417,REGULAR
602489,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,108.14 108.14 108.14 108.14 112.17 112.17,108.14 x4; 112.17 x2,108.14,112.17,4.03,2.429 2.429 2.429 2.429,2.429,REGULAR
166457,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,109.43 109.43 109.43 109.43 109.55 109.55,109.47 x6,109.43,109.55,0.12,2.320 2.320 2.320 2.320,2.32,REGULAR
290700,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,109.39 109.39 109.39 109.39 109.63 109.63,109.47 x6,109.39,109.63,0.23,2.319 2.319 2.319 2.319,2.319,REGULAR
163143,ICSD (local cache),As1 Fe1 Na1,129,P4/nmm,Fe,As,3,2,2D layer,2,108.27 108.27 110.07 110.07 110.07 110.07,108.27 x2; 110.07 x4,108.27,110.07,1.8,2.437 2.437 2.437 2.437,2.437,REGULAR
163144,ICSD (local cache),As1 Fe1 Na1,129,P4/nmm,Fe,As,3,2,2D layer,2,108.74 108.74 109.84 109.84 109.84 109.84,109.47 x6,108.74,109.84,1.1,2.428 2.428 2.428 2.428,2.428,REGULAR
182276,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,108.80 108.80 109.81 109.81 109.81 109.81,109.47 x6,108.8,109.81,1.01,2.401 2.401 2.401 2.401,2.401,REGULAR
192309,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,108.96 108.96 108.96 108.96 110.50 110.50,108.96 x4; 110.50 x2,108.96,110.5,1.54,2.372 2.372 2.372 2.372,2.372,REGULAR
192310,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,109.12 109.12 109.12 109.12 110.17 110.17,109.47 x6,109.12,110.17,1.05,2.373 2.373 2.373 2.373,2.373,REGULAR
192311,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,109.46 109.46 109.47 109.47 109.47 109.47,109.47 x6,109.46,109.47,0.01,2.383 2.383 2.383 2.383,2.383,REGULAR
74877,ICSD (local cache),As2 Cs1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,109.42 109.42 109.42 109.42 109.58 109.58,109.47 x6,109.42,109.58,0.16,2.383 2.383 2.383 2.383,2.383,REGULAR
247248,ICSD (local cache),Fe1 Li1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,108.59 108.59 109.91 109.91 109.91 109.91,109.47 x6,108.59,109.91,1.32,2.273 2.273 2.273 2.273,2.273,REGULAR
42977,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,108.62 108.62 108.62 108.62 111.19 111.19,108.62 x4; 111.19 x2,108.62,111.19,2.58,2.230 2.230 2.230 2.230,2.23,REGULAR
43391,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,108.66 108.66 108.66 108.66 111.11 111.11,108.66 x4; 111.11 x2,108.66,111.11,2.45,2.231 2.231 2.231 2.231,2.231,REGULAR
81087,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,109.03 109.03 109.69 109.69 109.69 109.69,109.47 x6,109.03,109.69,0.67,2.256 2.256 2.256 2.256,2.256,REGULAR
182250,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,108.08 108.08 108.08 108.08 112.30 112.30,108.08 x4; 112.30 x2,108.08,112.3,4.22,2.259 2.259 2.259 2.259,2.259,REGULAR
238590,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,108.81 108.81 108.81 108.81 110.81 110.81,108.81 x4; 110.81 x2,108.81,110.81,2.0,2.235 2.235 2.235 2.235,2.235,REGULAR
633302,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,108.62 108.62 108.62 108.62 111.19 111.19,108.62 x4; 111.19 x2,108.62,111.19,2.57,2.229 2.229 2.229 2.229,2.229,REGULAR
191661,ICSD (local cache),As1 Co1 Fe1 Ti1,216,F-43m,Fe,As,3,3,3D network,4,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.524 2.524 2.524 2.524,2.524,REGULAR
191667,ICSD (local cache),As1 Co1 Fe1 V1,216,F-43m,Fe,As,3,3,3D network,4,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.490 2.490 2.490 2.490,2.49,REGULAR
186059,ICSD (local cache),As1 Fe2 Ti1,225,Fm-3m,Fe,As,3,3,3D network,8,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.485 2.485 2.485 2.485,2.485,REGULAR
675102,ICSD (local cache),Fe2 P1 Zr1,225,Fm-3m,Fe,P,3,3,3D network,8,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.555 2.555 2.555 2.555,2.555,REGULAR
COD-1008338,COD,,,,Fe,S,3,1,1D chain/ladder,4,105.70 105.70 110.26 110.26 110.28 114.69,105.70 x2; 110.27 x3; 114.69 x1,105.7,114.69,8.99,2.230 2.230 2.237 2.237,2.234,OTHER
COD-1527523,COD,,,,Fe,S,3,1,1D chain/ladder,8,107.63 108.15 108.15 108.90 108.90 114.89,108.35 x5; 114.89 x1,107.63,114.89,7.25,2.269 2.269 2.285 2.285,2.277,OTHER
290594,ICSD (local cache),Ba1 Fe2 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,105.83 105.83 110.67 110.67 111.15 112.78,105.83 x2; 110.83 x3; 112.78 x1,105.83,112.78,6.94,2.269 2.269 2.395 2.395,2.332,OTHER
290596,ICSD (local cache),Ba1 Fe2 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,105.22 105.22 111.00 111.00 111.42 113.10,105.22 x2; 111.14 x3; 113.10 x1,105.22,113.1,7.88,2.422 2.422 2.436 2.436,2.429,OTHER
25697,ICSD (local cache),Cs1 Fe1 S2,71,Immm,Fe,S,3,1,1D chain/ladder,4,104.31 105.97 111.67 111.67 111.67 111.67,104.31 x1; 105.97 x1; 111.67 x4,104.31,111.67,7.36,2.179 2.179 2.279 2.279,2.229,OTHER
53234,ICSD (local cache),Cs1 Fe1 S2,71,Immm,Fe,S,3,1,1D chain/ladder,4,104.40 106.73 111.45 111.45 111.45 111.45,104.40 x1; 106.73 x1; 111.45 x4,104.4,111.45,7.05,2.220 2.220 2.262 2.262,2.241,OTHER
201112,ICSD (local cache),Cs1 Fe1 S2,71,Immm,Fe,S,3,1,1D chain/ladder,4,104.90 105.51 111.64 111.64 111.64 111.64,105.21 x2; 111.64 x4,104.9,111.64,6.74,2.226 2.226 2.236 2.236,2.231,OTHER
99504,ICSD (local cache),Cs1 Fe2 S3,63,Cmcm,Fe,S,3,1,1D chain/ladder,8,105.92 105.92 109.65 111.13 111.13 113.15,105.92 x2; 110.63 x3; 113.15 x1,105.92,113.15,7.24,2.212 2.212 2.343 2.343,2.277,OTHER
81549,ICSD (local cache),Cs1 Fe2 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,107.34 107.34 108.99 108.99 111.09 113.13,107.34 x2; 108.99 x2; 111.09 x1; 113.13 x1,107.34,113.13,5.78,2.345 2.345 2.446 2.446,2.396,OTHER
633207,ICSD (local cache),Fe1 Rb1 S2,71,Immm,Fe,S,3,1,1D chain/ladder,4,103.46 104.82 112.20 112.20 112.20 112.20,104.14 x2; 112.20 x4,103.46,112.2,8.74,2.163 2.163 2.271 2.271,2.217,OTHER
99507,ICSD (local cache),Fe2 K1 S3,63,Cmcm,Fe,S,3,1,1D chain/ladder,8,106.28 106.28 107.44 111.39 111.39 113.95,106.66 x3; 111.39 x2; 113.95 x1,106.28,113.95,7.67,2.211 2.211 2.310 2.310,2.26,OTHER
632396,ICSD (local cache),Fe2 K1 S3,63,Cmcm,Fe,S,3,1,1D chain/ladder,8,92.62 98.55 108.39 108.39 125.86 125.86,92.62 x1; 98.55 x1; 108.39 x2; 125.86 x2,92.62,125.86,33.24,2.238 2.238 2.384 2.384,2.311,OTHER
81547,ICSD (local cache),Fe2 Rb1 Se3,63,Cmcm,Fe,Se,3,1,1D chain/ladder,8,107.45 107.45 108.76 108.76 110.94 113.52,108.10 x4; 110.94 x1; 113.52 x1,107.45,113.52,6.07,2.329 2.329 2.439 2.439,2.384,OTHER
166049,ICSD (local cache),Fe2 S3 Tl1,63,Cmcm,Fe,S,3,1,1D chain/ladder,8,106.35 106.35 108.76 110.76 110.76 113.82,106.35 x2; 108.76 x1; 110.76 x2; 113.82 x1,106.35,113.82,7.48,2.208 2.208 2.311 2.311,2.26,OTHER
163497,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,105.64 105.64 105.64 105.64 117.44 117.44,105.64 x4; 117.44 x2,105.64,117.44,11.81,2.364 2.364 2.364 2.364,2.364,OTHER
163835,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,105.80 105.80 105.80 105.80 117.10 117.10,105.80 x4; 117.10 x2,105.8,117.1,11.3,2.342 2.342 2.342 2.342,2.342,OTHER
163868,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.41 107.41 107.41 107.41 113.68 113.68,107.41 x4; 113.68 x2,107.41,113.68,6.27,2.407 2.407 2.407 2.407,2.407,OTHER
173432,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.47 107.47 107.47 107.47 113.55 113.55,107.47 x4; 113.55 x2,107.47,113.55,6.08,2.412 2.412 2.412 2.412,2.412,OTHER
180438,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.29 107.29 107.29 107.29 113.93 113.93,107.29 x4; 113.93 x2,107.29,113.93,6.64,2.402 2.402 2.402 2.402,2.402,OTHER
180439,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.33 107.33 107.33 107.33 113.85 113.85,107.33 x4; 113.85 x2,107.33,113.85,6.52,2.404 2.404 2.404 2.404,2.404,OTHER
180440,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.41 107.41 107.41 107.41 113.67 113.67,107.41 x4; 113.67 x2,107.41,113.67,6.26,2.408 2.408 2.408 2.408,2.408,OTHER
184645,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,105.95 105.95 105.95 105.95 116.78 116.78,105.95 x4; 116.78 x2,105.95,116.78,10.83,2.367 2.367 2.367 2.367,2.367,OTHER
192739,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.48 107.48 107.48 107.48 113.53 113.53,107.48 x4; 113.53 x2,107.48,113.53,6.05,2.413 2.413 2.413 2.413,2.413,OTHER
421998,ICSD (local cache),As1 Fe1 La1 O1,129,P4/nmm,Fe,As,3,2,2D layer,2,107.44 107.44 107.44 107.44 113.62 113.62,107.44 x4; 113.62 x2,107.44,113.62,6.18,2.412 2.412 2.412 2.412,2.412,OTHER
162250,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,103.11 103.11 112.74 112.74 112.74 112.74,103.11 x2; 112.74 x4,103.11,112.74,9.64,2.421 2.421 2.421 2.421,2.421,OTHER
163870,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,103.11 103.11 112.74 112.74 112.74 112.74,103.11 x2; 112.74 x4,103.11,112.74,9.64,2.421 2.421 2.421 2.421,2.421,OTHER
168206,ICSD (local cache),As1 Fe1 Li1,67,Cmme,Fe,As,3,2,2D layer,4,103.95 103.95 111.22 111.22 113.38 113.38,103.95 x2; 111.22 x2; 113.38 x2,103.95,113.38,9.43,2.395 2.395 2.395 2.395,2.395,OTHER
169175,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,103.24 103.24 112.67 112.67 112.67 112.67,103.24 x2; 112.67 x4,103.24,112.67,9.43,2.403 2.403 2.403 2.403,2.403,OTHER
610480,ICSD (local cache),As1 Fe1 Li1,129,P4/nmm,Fe,As,3,2,2D layer,2,102.19 102.19 113.23 113.23 113.23 113.23,102.19 x2; 113.23 x4,102.19,113.23,11.04,2.426 2.426 2.426 2.426,2.426,OTHER
182278,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,106.11 106.11 106.11 106.11 116.43 116.43,106.11 x4; 116.43 x2,106.11,116.43,10.32,2.317 2.317 2.317 2.317,2.317,OTHER
182279,ICSD (local cache),As2 Ca1 Fe2,139,I4/mmm,Fe,As,3,2,2D layer,4,106.11 106.11 106.11 106.11 116.43 116.43,106.11 x4; 116.43 x2,106.11,116.43,10.32,2.202 2.202 2.202 2.202,2.202,OTHER
180528,ICSD (local cache),As2 Fe2 O6 Sc2 Sr4,129,P4/nmm,Fe,As,3,2,2D layer,2,107.92 107.92 107.92 107.92 112.62 112.62,107.92 x4; 112.62 x2,107.92,112.62,4.69,2.434 2.434 2.434 2.434,2.434,OTHER
42327,ICSD (local cache),Fe1 Li1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,103.86 103.86 112.35 112.35 112.35 112.35,103.86 x2; 112.35 x4,103.86,112.35,8.49,2.344 2.344 2.344 2.344,2.344,OTHER
247089,ICSD (local cache),Fe1 Li1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,103.85 103.85 112.35 112.35 112.35 112.35,103.85 x2; 112.35 x4,103.85,112.35,8.5,2.350 2.350 2.350 2.350,2.35,OTHER
632441,ICSD (local cache),Fe1 Li1 P1,129,P4/nmm,Fe,P,3,2,2D layer,2,103.86 103.86 112.35 112.35 112.35 112.35,103.86 x2; 112.35 x4,103.86,112.35,8.49,2.344 2.344 2.344 2.344,2.344,OTHER
