icsd,site_label,element,shell,site_sym_order,max_rot_order,orbit_conv,orbit_prim,d_doublets,p_doublets,doublet_kinds,n_phi,verdict,d_multiplets,lone_pair,jt_ions,chem_flag
670545,O3,O,-,1,1,12,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
670545,Cl1,Cl,-,6,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670561,Li1,Li,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670561,Zn1,Zn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670561,P1,P,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670566,Li1,Li,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670566,Cd1,Cd,4d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670566,P1,P,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670567,Li1,Li,-,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(z2+x2-y2),,,0
670567,Cd1,Cd,4d,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(z2+x2-y2),,,0
670567,As1,As,-,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
670570,Mg1,Mg,-,4,2,4,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
670570,Mg2,Mg,-,4,2,4,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670570,Mg3,Mg,-,2,2,8,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670570,Si1,Si,-,2,1,8,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
670570,O1,O,-,1,1,16,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
670570,O2,O,-,4,2,4,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670570,O3,O,-,4,2,4,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670570,O4,O,-,2,1,8,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
670573,Fe1,Fe,3d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670573,Fe2,Fe,3d,2,2,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
670573,C1,C,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670583,Se1,Se,-,48,4,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670583,Cs1,Cs,-,48,4,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670591,Co1,Co,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670591,Rh1,Rh,4d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670591,Mn1,Mn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670591,Al1,Al,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670592,Co1,Co,3d,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(z2+x2-y2),,,0
670592,Rh1,Rh,4d,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(z2+x2-y2),,,0
670592,Mn1,Mn,3d,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
670592,Ga1,Ga,-,24,3,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
670593,Co1,Co,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670593,Rh1,Rh,4d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670593,Mn1,Mn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670593,Ge1,Ge,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670594,Co1,Co,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670594,Rh1,Rh,4d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670594,Mn1,Mn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670594,Si1,Si,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670598,Fe1,Fe,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670598,V1,V,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670599,Fe1,Fe,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670599,V1,V,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670600,Fe1,Fe,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670600,V1,V,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670601,Fe1,Fe,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670601,V1,V,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670602,Fe1,Fe,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670602,V1,V,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670610,Si1,Si,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670610,Co1,Co,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670613,Zr1,Zr,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670613,Co1,Co,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670618,Pd1,Pd,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670618,Cu1,Cu,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670621,Pd1,Pd,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670621,Cu1,Cu,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670622,Ni1,Ni,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670622,Cu1,Cu,3d,16,4,3,3,xy+xz,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
670623,Cu1,Cu,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670623,Ni1,Ni,3d,16,4,3,3,xy+xz,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
670625,Pd1,Pd,4d,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
670625,Ni1,Ni,3d,16,4,3,3,xz+xy,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xz+xy) 1(x2-y2) 1(yz) 1(z2),,,0
670626,Cu1,Cu,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670626,Pd1,Pd,4d,16,4,3,3,xy+xz,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
670633,La1,La,-,24,6,1,1,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
670633,Ni1,Ni,3d,12,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670633,Ni2,Ni,3d,8,2,3,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670659,Ba1,Ba,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Sn,,1
670659,O1,O,-,16,4,3,3,xy+xz,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),Sn,,1
670659,Sn1,Sn,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Sn,,1
670706,Zr1,Zr,4d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670706,Co1,Co,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670706,Fe1,Fe,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670706,Si1,Si,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670707,Zr1,Zr,4d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670707,Co1,Co,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670707,Fe1,Fe,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670707,Ge1,Ge,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670709,N1,N,-,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
670709,Zn1,Zn,3d,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
670727,Ti1,Ti,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670727,Co1,Co,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670728,Zr1,Zr,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670728,Co1,Co,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670735,Ru1,Ru,4d,8,2,2,2,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
670735,O1,O,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),,,0
670743,Ba1,Ba,-,16,4,2,1,xz+yz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670743,Cu1,Cu,3d,8,2,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
670743,S1,S,-,8,4,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670759,Al1,Al,-,16,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
670759,Al2,Al,-,8,2,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670759,Nb1,Nb,4d,16,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
670792,Cr1,Cr,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670792,Sc1,Sc,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670792,V1,V,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
670792,Si1,Si,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
670820,C1,C,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670820,Al1,Al,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
670820,Fe1,Fe,3d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670844,Al1,Al,-,2,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670844,Ca1,Ca,-,6,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670844,Li1,Li,-,6,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670844,H1,H,-,2,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670844,H2,H,-,2,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670844,H3,H,-,1,1,12,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
670854,Fe1,Fe,3d,4,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670854,B1,B,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670854,B2,B,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
670873,Ni1,Ni,3d,12,3,16,4,xz+xy|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,xz}",8.0,dilute,2(xz+xy) 1(xz) 2(z2+x2-y2),,,0
670873,Y1,Y,4d,24,3,8,2,z2+x2-y2,,"e_g{z2,x2-y2}",4.0,dilute,3(xz+xy+yz) 2(z2+x2-y2),,,0
670879,Sn1,Sn,-,12,3,2,2,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),Sn,,1
670879,Sn2,Sn,-,12,3,2,2,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),Sn,,1
670879,Ni1,Ni,3d,4,2,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),Sn,,1
670879,Ni2,Ni,3d,4,2,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,,1
670883,Ti1,Ti,3d,4,2,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,,1
670883,Ti2,Ti,3d,6,3,4,4,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",8.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),Sn,,1
670883,Sn1,Sn,-,4,2,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,,1
670888,Ba1,Ba,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670888,Ti1,Ti,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670888,O1,O,-,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670891,Fe1,Fe,3d,48,4,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670891,O1,O,-,48,4,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670895,Ba1,Ba,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670895,Ti1,Ti,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670895,O1,O,-,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670902,Y1,Y,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670902,Pd1,Pd,4d,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670902,H1,H,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670904,Ba1,Ba,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670904,O1,O,-,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670904,Ti1,Ti,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
670920,Li1,Li,-,6,3,6,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670920,Li2,Li,-,6,3,6,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670920,Li3,Li,-,6,3,6,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670920,C1,C,-,12,3,3,1,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
670929,Si1,Si,-,2,2,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
670929,O1,O,-,1,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
670968,Ga1,Ga,-,12,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670968,Ni1,Ni,3d,12,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670968,Ni2,Ni,3d,12,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670969,In1,In,-,12,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670969,Ni1,Ni,3d,12,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670969,Ni2,Ni,3d,12,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
670975,Al1,Al,-,16,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
670975,Al2,Al,-,8,2,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
670975,V1,V,3d,16,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
671035,Co1,Co,3d,16,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
671080,Ni1,Ni,3d,12,3,2,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),Sb,,1
671080,V1,V,3d,12,3,2,2,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),Sb,,1
671080,Sb1,Sb,-,12,3,2,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),Sb,,1
671081,Ni1,Ni,3d,12,3,2,2,yz+xz|x2-y2+xy,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),Sb,,1
671081,V1,V,3d,12,3,2,2,xz+yz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(x2-y2+xy) 1(z2),Sb,,1
671081,Sb1,Sb,-,12,3,2,2,xz+yz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(x2-y2+xy) 1(z2),Sb,,1
671082,Ca1,Ca,-,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
671082,Tc1,Tc,4d,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
671082,O1,O,-,16,4,3,3,xz+xy,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xz+xy) 1(x2-y2) 1(yz) 1(z2),,,0
671083,Ca1,Ca,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
671083,Tc1,Tc,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
671083,O1,O,-,16,4,3,3,xy+xz,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
671084,Sr1,Sr,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
671084,Tc1,Tc,4d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
671084,O1,O,-,16,4,3,3,xy+xz,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
671085,Sr1,Sr,-,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
671085,Tc1,Tc,4d,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),,,0
671085,O1,O,-,16,4,3,3,xz+xy,y+z,"other:y+z|{xy,xz}",6.0,dilute,2(xz+xy) 1(x2-y2) 1(yz) 1(z2),,,0
