jid,formula,spg_number,spg_symbol,dimensionality,icsd,mp_id,num_wann,num_bands,optb88vdw_bandgap,zip,zip_bytes,n_files_in_zip,has_hr_dat,hr_dat_name,hr_dat_bytes,has_win,has_wout,has_eig,has_poscar,figshare_article,error,metadata_source
JVASP-19696,HfW2,227,Fd-3m,3D,"104289,639010,639011,639012,639005",mp-1400,72,84,0.0,JVASP-19696.zip,11581703,12,True,wannier90_hr.dat,59876432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19702,MgHg,221,Pm-3m,3D,"104313,104314,639094,639081",mp-1408,26,42,0.0,JVASP-19702.zip,4782237,12,True,wannier90_hr.dat,24643955,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19710,MnSi,198,P2_13,3D,"643618,16838,104973,71830,71831,71832",mp-1431,80,120,0.0,JVASP-19710.zip,7063536,12,True,wannier90_hr.dat,40000695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19712,LiCd,227,Fd-3m,3D,"102008,620098,620092,620101,620095",mp-1437,28,40,0.0,JVASP-19712.zip,2326432,12,True,wannier90_hr.dat,9134842,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19715,SmSe,225,Fm-3m,3D,"44131,651876,651884,27108,651887,603216,651894,52420",mp-1447,24,45,0.0,JVASP-19715.zip,3685026,12,True,wannier90_hr.dat,15468382,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19726,SnTe,221,Pm-3m,3D,"52488,604129",mp-1481,16,38,0.0,JVASP-19726.zip,2036163,12,True,wannier90_hr.dat,9334955,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19727,SiRh,198,P2_13,3D,"43240,79233,182504,24719",mp-1483,80,120,0.0,JVASP-19727.zip,7270621,12,True,wannier90_hr.dat,40000695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19732,TaN,191,P6/mmm,3D,"644706,25659,182348",mp-1497,54,72,0.0,JVASP-19732.zip,8941218,12,True,wannier90_hr.dat,51177640,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19734,HgTe,225,Fm-3m,3D,"56658,162604",mp-1507,52,80,0.0,JVASP-19734.zip,10188727,12,True,wannier90_hr.dat,63411238,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19746,ZrTe,187,P-6m2,3D,"653209,653218,410867,657484",mp-1539,20,40,0.0,JVASP-19746.zip,2338395,12,True,wannier90_hr.dat,9662509,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19759,TbSe,225,Fm-3m,3D,"52432,651978,43605,651983",mp-1561,24,48,0.0,JVASP-19759.zip,3630031,12,True,wannier90_hr.dat,15353162,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19770,NdSb,225,Fm-3m,3D,"165728,165729,76738,45157,645897,602794,645899,645900,645903,76662,645893",mp-1586,24,43,0.0,JVASP-19770.zip,3805449,12,True,wannier90_hr.dat,14949891,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19781,ErS,225,Fm-3m,3D,"631056,106619,53414,631063",mp-1623,22,41,0.0,JVASP-19781.zip,3433438,12,True,wannier90_hr.dat,12852952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19782,SnSb,221,Pm-3m,3D,"52302,651575",mp-1625,16,38,0.0,JVASP-19782.zip,2025973,12,True,wannier90_hr.dat,9334955,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19800,V3Pd,223,Pm-3n,3D,"105739,649092",mp-1664,96,124,0.0,JVASP-19800.zip,25550143,12,True,wannier90_hr.dat,158056199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19810,ErAs,225,Fm-3m,3D,"602416,167762,610387,43644",mp-1688,24,43,0.0,JVASP-19810.zip,3559481,12,True,wannier90_hr.dat,15525992,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19811,TaS2,164,P-3m1,3D,"651089,85323,52115,24756,651098",mp-1690,24,38,0.0,JVASP-19811.zip,2329100,12,True,wannier90_hr.dat,9937809,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19845,DySe,225,Fm-3m,3D,"630250,53380",mp-814,24,45,0.0,JVASP-19845.zip,4012132,12,True,wannier90_hr.dat,15814043,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19846,GaNi3,221,Pm-3m,3D,"103856,103857,634864,634857",mp-815,44,68,0.0,JVASP-19846.zip,6435157,12,True,wannier90_hr.dat,33204199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19849,HfCr2,227,Fd-3m,3D,"626153,626155,102775,102776,626139,626143",mp-819,72,92,0.0,JVASP-19849.zip,10885152,12,True,wannier90_hr.dat,59876432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19850,HgSe,216,F-43m,3D,"639200,639201,639195,31087,639203,639189,639191,639192,639194,24175,639196",mp-820,26,48,0.0,JVASP-19850.zip,2442210,12,True,wannier90_hr.dat,11595199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19861,SmRh2,227,Fd-3m,3D,"105928,650368,105927",mp-840,80,114,0.0,JVASP-19861.zip,13888752,12,True,wannier90_hr.dat,74561242,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19862,CaPt2,227,Fd-3m,3D,"108147,109140",mp-842,72,96,0.0,JVASP-19862.zip,11007410,12,True,wannier90_hr.dat,59876432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19871,ErCd,221,Pm-3m,3D,"619809,619812,619817,58967",mp-867,28,33,0.0,JVASP-19871.zip,6737405,12,True,wannier90_hr.dat,28580555,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19880,NdIr2,227,Fd-3m,3D,"640859,104518,104519",mp-890,80,102,0.0,JVASP-19880.zip,13809888,12,True,wannier90_hr.dat,74561242,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19882,ScPt,221,Pm-3m,3D,"105784,649585",mp-892,24,40,0.0,JVASP-19882.zip,4321395,12,True,wannier90_hr.dat,20998955,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19954,SmAs,225,Fm-3m,3D,"611422,611421,44062",mp-1738,24,45,0.0,JVASP-19954.zip,2604768,12,True,wannier90_hr.dat,10110640,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19956,NdS,225,Fm-3m,3D,"645826,29403,645828,645851,645831,645837,645840,645843,645849,76603,645852,645821,645822",mp-1748,22,41,0.0,JVASP-19956.zip,3493585,12,True,wannier90_hr.dat,12901362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19960,ThAs,225,Fm-3m,3D,"44073,611478,601161",mp-1753,20,40,0.0,JVASP-19960.zip,2803022,12,True,wannier90_hr.dat,10782792,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19971,SnAu,194,P6_3/mmc,3D,"612347,612356,56262",mp-1775,40,76,0.0,JVASP-19971.zip,6967581,12,True,wannier90_hr.dat,38642509,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19985,HgTe,225,Fm-3m,3D,"56216,31842,60204,639253,639246",mp-1811,26,48,0.0,JVASP-19985.zip,3622733,12,True,wannier90_hr.dat,18288603,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-19988,AlN,187,P-6m2,2D,,mp-13178,14,30,2.88,JVASP-19988.zip,844731,12,True,wannier90_hr.dat,2206201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-19989,SnS,59,Pmmn,2D,,mp-1379,28,40,1.895,JVASP-19989.zip,1050469,12,True,wannier90_hr.dat,4587054,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-19992,TaTe5Pt,51,Pmma,2D,,mp-14815,128,132,0.0,JVASP-19992.zip,8867200,12,True,wannier90_hr.dat,53248391,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-19998,CdCl2,164,P-3m1,2D,,mp-22881,24,34,3.892,JVASP-19998.zip,1546153,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-19999,PbI2,164,P-3m1,2D,,mp-22883,24,38,1.598,JVASP-19999.zip,1159118,12,True,wannier90_hr.dat,4868118,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20002,Bi,164,P-3m1,2D,,mp-23152,16,32,0.539,JVASP-20002.zip,838896,12,True,wannier90_hr.dat,2881201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20004,HgI2,12,C2/m,2D,,mp-23173,68,80,1.877,JVASP-20004.zip,4436502,12,True,wannier90_hr.dat,27051054,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20005,SbCl5,11,P2_1/m,2D,,mp-23176,76,92,1.476,JVASP-20005.zip,2803132,12,True,wannier90_hr.dat,19350001,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20007,MgCl2,164,P-3m1,2D,,mp-23210,20,38,4.245,JVASP-20007.zip,1173082,12,True,wannier90_hr.dat,4501201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20012,Sr2CoBr2O2,123,P4/mmm,2D,,mp-24866,64,92,0.0,JVASP-20012.zip,4439555,12,True,wannier90_hr.dat,24781475,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20014,YCl3,12,C2/m,2D,,mp-27455,120,120,1.543,JVASP-20014.zip,5390004,12,True,wannier90_hr.dat,32400289,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20017,MnI2,164,P-3m1,2D,,mp-28013,28,58,1.05,JVASP-20017.zip,1563023,12,True,wannier90_hr.dat,6782538,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20023,TlI3,55,Pbam,2D,,mp-28329,64,76,1.831,JVASP-20023.zip,2914859,12,True,wannier90_hr.dat,16589272,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20026,RbBrF4,127,P4/mbm,2D,,mp-28577,88,96,3.448,JVASP-20026.zip,5254444,12,True,wannier90_hr.dat,31363672,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20029,AuCN,25,Pmm2,2D,,mp-29196,26,30,2.268,JVASP-20029.zip,1656183,12,True,wannier90_hr.dat,6321609,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20035,Rb3Mo2Cl9,187,P-6m2,2D,,mp-29458,114,170,0.764,JVASP-20035.zip,7098744,12,True,wannier90_hr.dat,43537001,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20040,KrF2,47,Pmmm,2D,,mp-30009,20,44,3.011,JVASP-20040.zip,605185,12,True,wannier90_hr.dat,2700745,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20042,W6CCl8,174,P-6,2D,,mp-30295,188,188,0.806,JVASP-20042.zip,11109894,12,True,wannier90_hr.dat,68921059,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20054,PS,5,C2,2D,,mp-612,112,112,1.699,JVASP-20054.zip,5379449,12,True,wannier90_hr.dat,30733110,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-20064,LaSb,225,Fm-3m,3D,"44805,52011,641901,641902,641904,641893",mp-1065,34,40,0.0,JVASP-20064.zip,3773974,12,True,wannier90_hr.dat,19827199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20075,TiIr3,221,Pm-3m,3D,"641129,104578,641131,641126",mp-1089,48,66,0.0,JVASP-20075.zip,7564290,12,True,wannier90_hr.dat,39515399,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20084,BW2,140,I4/mcm,3D,"42528,108090,24279",mp-1113,64,80,0.0,JVASP-20084.zip,8449882,12,True,wannier90_hr.dat,45671591,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20108,TbTe,225,Fm-3m,3D,"652956,652954,52436,43606,106127",mp-1176,24,48,0.0,JVASP-20108.zip,3786127,12,True,wannier90_hr.dat,15295552,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20161,Al3Pt5,55,Pbam,3D,"55579,58135",mp-1501,168,240,0.0,JVASP-20161.zip,34774049,12,True,wannier90_hr.dat,207447206,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20172,Pt3O4,223,Pm-3n,3D,"43002,30444",mp-1604,120,208,0.0,JVASP-20172.zip,15091433,12,True,wannier90_hr.dat,90000695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20207,ThOs2,227,Fd-3m,3D,"105570,105571,150741,647835,647836,647839",mp-1828,72,104,0.0,JVASP-20207.zip,11255844,12,True,wannier90_hr.dat,59876432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20219,Ta2Ni,140,I4/mcm,3D,"102816,105387",mp-1867,72,92,0.0,JVASP-20219.zip,10663781,12,True,wannier90_hr.dat,57802791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20225,TbTl3,221,Pm-3m,3D,"106130,106131,652975",mp-1886,40,50,0.0,JVASP-20225.zip,5985386,12,True,wannier90_hr.dat,27441799,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20244,Dy4Sb3,220,I-43d,3D,"630229,601430,630245",mp-1927,176,184,0.0,JVASP-20244.zip,22885594,12,True,wannier90_hr.dat,113062831,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20246,Nb3Os,223,Pm-3n,3D,"105184,645150,603783",mp-1932,96,112,0.0,JVASP-20246.zip,26285767,12,True,wannier90_hr.dat,158056199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20251,ErNi2,227,Fd-3m,3D,"630848,103265,103266,630851,630820,630849,630824,630825,630856,630840,630844,630845",mp-1939,80,110,0.0,JVASP-20251.zip,13900242,12,True,wannier90_hr.dat,76481272,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20282,LuAs,225,Fm-3m,3D,"610816,43993",mp-2017,34,40,0.0,JVASP-20282.zip,6913888,12,True,wannier90_hr.dat,30694552,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20306,CoAs3,204,Im-3,3D,"610050,34051,9188,31111,655090,38229,610044",mp-452,144,216,0.0,JVASP-20306.zip,5494503,12,True,wannier90_hr.dat,27993798,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20331,Sb2Au,205,Pa-3,3D,"612288,43107,612284,40350",mp-738,112,176,0.0,JVASP-20331.zip,13359082,12,True,wannier90_hr.dat,78400695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20350,ZrSb2,58,Pnnm,3D,"66779,42878",mp-979,224,304,0.0,JVASP-20350.zip,51959729,12,True,wannier90_hr.dat,338688745,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20370,ScAs,225,Fm-3m,3D,"164627,157505,1331,44057",mp-2052,20,40,0.0,JVASP-20370.zip,2429400,12,True,wannier90_hr.dat,10822803,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20371,Nb3Sb,223,Pm-3n,3D,"645352,645347,76572,645349,645357",mp-2053,88,108,0.0,JVASP-20371.zip,21228976,12,True,wannier90_hr.dat,132811399,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20384,PIr2,225,Fm-3m,3D,"640920,640898",mp-2082,32,48,0.0,JVASP-20384.zip,2788708,12,True,wannier90_hr.dat,11828432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20385,Sn2Ir,225,Fm-3m,3D,"150761,641054",mp-2083,28,44,0.0,JVASP-20385.zip,4109901,12,True,wannier90_hr.dat,20896362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20406,Te2Os,205,Pa-3,3D,"300225,647826,647829,647831,647832,24189",mp-2142,112,192,0.0,JVASP-20406.zip,13519020,12,True,wannier90_hr.dat,78400695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20415,DyTe,225,Fm-3m,3D,"43640,53385,630344,630335",mp-2159,24,45,0.0,JVASP-20415.zip,3769845,12,True,wannier90_hr.dat,15641213,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20422,HfSb2,58,Pnnm,3D,"66780,42879",mp-2180,224,288,0.0,JVASP-20422.zip,53662292,12,True,wannier90_hr.dat,338688745,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20427,LuMg,221,Pm-3m,3D,"104800,161753,642419",mp-2195,34,34,0.0,JVASP-20427.zip,9327941,12,True,wannier90_hr.dat,42139955,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20466,ThOs2,227,Fd-3m,3D,"105570,105571,150741,647835,647836,647839",mp-1828,72,104,0.0,JVASP-20466.zip,11274956,12,True,wannier90_hr.dat,60394842,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20477,Cu2Te,191,P6/mmm,3D,"655706,629339,77055",mp-1861,64,120,0.0,JVASP-20477.zip,11164501,12,True,wannier90_hr.dat,70657809,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20488,TbTl3,221,Pm-3m,3D,"106130,106131,652975",mp-1886,40,50,0.0,JVASP-20488.zip,5768758,12,True,wannier90_hr.dat,27441799,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20502,CeNi5,191,P6/mmm,3D,"621600,621605,603846,621610,621612,621581,601326,621615,603832,621619,658126,621622,102231,102232,600410",mp-1910,86,122,0.0,JVASP-20502.zip,17602739,12,True,wannier90_hr.dat,100956845,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20520,ErNi2,227,Fd-3m,3D,"630848,103265,103266,630851,630820,630849,630824,630825,630856,630840,630844,630845",mp-1939,80,110,0.0,JVASP-20520.zip,13901688,12,True,wannier90_hr.dat,76481272,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20530,NbSb2,12,C2/m,3D,"18144,77752,57430",mp-1969,56,84,0.0,JVASP-20530.zip,5947751,12,True,wannier90_hr.dat,31204270,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20549,LuAs,225,Fm-3m,3D,"610816,43993",mp-2017,34,40,0.0,JVASP-20549.zip,6916482,12,True,wannier90_hr.dat,30694552,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20554,Be2Nb,227,Fd-3m,3D,"58721,616354",mp-2028,56,76,0.0,JVASP-20554.zip,3969879,12,True,wannier90_hr.dat,19600695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20561,ScAs,225,Fm-3m,3D,"164627,157505,1331,44057",mp-2052,20,40,0.0,JVASP-20561.zip,2429653,12,True,wannier90_hr.dat,10822803,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20562,Nb3Sb,223,Pm-3n,3D,"645352,645347,76572,645349,645357",mp-2053,88,108,0.0,JVASP-20562.zip,21234922,12,True,wannier90_hr.dat,132811399,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20571,PIr2,225,Fm-3m,3D,"640920,640898",mp-2082,32,48,0.0,JVASP-20571.zip,2791301,12,True,wannier90_hr.dat,11828432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20572,Sn2Ir,225,Fm-3m,3D,"150761,641054",mp-2083,28,44,0.0,JVASP-20572.zip,4110250,12,True,wannier90_hr.dat,20896362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20582,CuAu3,221,Pm-3m,3D,"611744,56266",mp-2103,48,90,0.0,JVASP-20582.zip,7417749,12,True,wannier90_hr.dat,39515399,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20603,DyTe,225,Fm-3m,3D,"43640,53385,630344,630335",mp-2159,24,45,0.0,JVASP-20603.zip,3989898,12,True,wannier90_hr.dat,15641213,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20614,ErSb,225,Fm-3m,3D,"53417,631092,631095,631097,631099,631100,43645,631102",mp-2191,24,43,0.0,JVASP-20614.zip,3908991,12,True,wannier90_hr.dat,15295552,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20616,TiSe2,164,P-3m1,3D,"652047,43617,108739,652037,652040,56010,652045,26862,603599,173923,652052,80091",mp-2194,28,42,0.0,JVASP-20616.zip,3469548,12,True,wannier90_hr.dat,18936109,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20617,LuMg,221,Pm-3m,3D,"104800,161753,642419",mp-2195,34,34,0.0,JVASP-20617.zip,9329515,12,True,wannier90_hr.dat,42139955,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20648,NaPt2,227,Fd-3m,3D,"644945,105162",mp-2271,64,100,0.0,JVASP-20648.zip,8879640,12,True,wannier90_hr.dat,47719642,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-20651,SmSb,225,Fm-3m,3D,"44128,651555,651557,651558,651560,52300,603226,656383,651548,651551",mp-2281,24,45,0.0,JVASP-20651.zip,3979518,12,True,wannier90_hr.dat,15295552,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
