num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
1386,Ca5(PO4)3F,P63/m,176,Triv.,no,,,,NM,,,11,52385 56313 56314 84227 94081 94082 94083 99581 180314 193552 670544,
1387,Sr3MnN3,P63/m,176,TI,no,,,b,FM,,HQ,1,80772,
1388,Ba3(CrN3),P63/m,176,SM,no,,,b,NM,,HQ,1,154802,
1389,Sr3(CrN3),P63/m,176,SM,no,,,b,NM,,HQ,1,154803,
1390,Ba4Nb2O9,P63/m,176,TI,no,,,,NM,,HQ,1,251133,
1391,BCl3,P63/m,176,Triv.,no,,,,NM,,,2,24526 27869,
1392,BBr3,P63/m,176,Triv.,no,,,,NM,,,2,24527 173374,
1393,Fe2(BP3O12),P63/m,176,Triv.,no,,,b,FM,,,2,260895 420638,
1394,KMo3S3,P63/m,176,SM,no,,,,NM,,HQ,3,30752 603631 641249,
1395,RbMo3S3,P63/m,176,SM,no,,,,NM,,HQ,3,30753 603622 644175,
1396,CsMo3S3,P63/m,176,SM,no,,,,NM,,HQ,3,30754 603614 627033,
1397,InMo3Te3,P63/m,176,SM,no,,,,NM,SC,HQ,4,53100 603669 604497 640025,
1398,TlMo3Te3,P63/m,176,SM,no,,,,NM,SC,HQ,3,90811 603670 644485,
1399,BaMo3Se3,P63/m,176,SM,no,,,,NM,,,2,603615 615982,
1400,NaMo3Se3,P63/m,176,SM,no,,,,NM,SC,,4,603625 603827 604518 643974,
1401,KMo3Se3,P63/m,176,SM,no,,,,NM,SC,,3,603628 604517 641256,
1402,RbMo3Se3,P63/m,176,SM,no,,,,NM,SC,,3,603629 604516 644181,
1403,NaMo3Te3,P63/m,176,SM,no,,,,NM,,,3,603641 604501 643979,
1404,CsMo3Se3,P63/m,176,SM,no,,,,NM,SC,,3,603651 603826 604515,
1405,KMo3Te3,P63/m,176,SM,no,,,,NM,,,2,603671 604500,
1406,RbMo3Te3,P63/m,176,SM,no,,,,NM,,,2,603672 604499,
1407,CsMo3Te3,P63/m,176,SM,no,,,,NM,,,2,603673 604498,
1408,La3FeWS3O6,P63/m,176,SM,no,,,"b,s",AFM,,HQ,1,380402,
1409,La3NiWS3O6,P63/m,176,SM,no,,,"b,s",FM,,HQ,1,380403,
1410,La3CoWS3O6,P63/m,176,Triv.,no,,,"b,s",NM,,HQ,1,380405,
1411,La3MnWS3O6,P63/m,176,SM,no,,,"b,s",FM,,HQ,1,380406,
1412,V3S4,P63/m,176,SM,no,,,b,NM,SC,HQ,3,72920 72921 72922,
1413,Ti3Se4,P63/m,176,SM,no,,,b,NM,,HQ,1,79629,
1414,TlSbO3,P6322,182,Triv.,yes,Fig. 44,44,"b,s",NM,,,1,10142,
1415,SiO2,P6322,182,Triv.,yes,Fig. 44,44,"b,s",NM,,,1,29343,
1416,BaAl2O4,P6322,182,Triv.,no,,,"b,s",NM,,,3,75427 16845 21080,
1417,Ta3CrS6,P6322,182,SM,no,,,b,FM,,,1,626633,
1418,RbSn(IO6),P6322,182,Triv.,no,,,"b,s",NM,,,1,73614,
1419,Ba3CrS5,P63cm,185,SM,no,,,"b,s",FM,,HQ,1,97539,
1420,Li2Ba(SiO4),P63cm,185,Triv.,no,,,b,NM,,,2,180289 260259,
1421,C3N4,P63cm,185,Triv.,no,,,b,,,,2,674271 674285,
1422,Na3N,P63cm,185,Triv.,no,,,,NM,,,2,165992 165993,
1423,Li8O2(GeO4),P63cm,185,Triv.,no,,,b,NM,,HQ,1,65175,
1424,Li8O2(SiO4),P63cm,185,Triv.,no,,,b,NM,,HQ,1,65176,
1425,Mg3(Si2O5(OH)4),P63cm,185,Triv.,no,,,"b,s",NM,,,2,87439 202359,
1426,Sn6O4(SiO4),P63mc,186,Triv.,no,,,"k∗,b,s",NM,,HQ,1,156236,
1427,Zn(OH)(N3),P63mc,186,Triv.,no,,,,,,,1,196345,
1428,Li2InMo3O8,P63mc,186,SM,no,,,b,,,HQ,1,426618,
1429,(Al2O3)5(H2O),P63mc,186,Triv.,no,,,k∗,NM,,,1,23651,
1430,Ba3(NiSb2O9),P63mc,186,Triv.,no,,,"k∗,b,s",AFM,,HQ,1,1177,
1431,Ba3Cu(Sb2O9),P63mc,186,SM,yes,Fig. 44,44,"k∗,b,s",FM,,HQ,1,2279,
1432,La4NS3Cl3,P63mc,186,Triv.,no,,,b,NM,,HQ,1,74902,
1433,CsCuCl3,P63mc,186,SM,no,,,"k∗,b,s",FM,,HQ,1,2064,
1434,Cs(CrBr3),P63mc,186,SM,no,,,"k∗,b,s",FM,,HQ,1,2590,
1435,CsCrI3,P63mc,186,SM,no,,,"k∗,b,s",,,HQ,1,8105,
1436,CsCrCl3,P63mc,186,SM,no,,,"k∗,b,s",FM,,HQ,1,10206,
1437,(Hg3S)(AsS3)Cl,P63mc,186,Triv.,no,,,"k∗,b",,,HQ,1,280329,
1438,K6(HgS4),P63mc,186,Triv.,no,,,b,NM,,HQ,2,266 47218,
1439,Na6(MnS4),P63mc,186,SM,no,,,b,FM,,HQ,4,65447 95065 95066 642996,
1440,LaNi5H7,P63mc,186,Triv.,no,,,"k∗,b",NM,,,3,96245 236996 236997,
1441,LiBH4,P63mc,186,Triv.,no,,,,NM,,HQ,3,95208 186262 245569,95208(k)
1442,Al(PO4),P63mc,186,Triv.,no,,,"k∗,b,s",NM,,HQ,1,279582,
1443,Li(BrO4)(H2O)3,P63mc,186,Triv.,no,,,,NM,,HQ,1,73706,
1444,Li(TcO4)(H2O)3,P63mc,186,Triv.,no,,,,NM,,HQ,1,422191,
1445,LaAuGe,P63mc,186,SM,no,,,,NM,,HQ,2,405322 656867,
1446,K3TaF8,P63mc,186,Triv.,no,,,k∗,NM,,HQ,1,248063,
1447,Mg3BeAl8O16,P63mc,186,Triv.,no,,,"k∗,b",NM,,,2,31227 31256,
1448,MnLa4OSe6,P63mc,186,SM,no,,,"b,s",AFM,,HQ,1,391303,
1449,MnLa4OS6,P63mc,186,SM,no,,,"b,s",FM,,HQ,1,391305,
1450,Na2(MnO4),P63mc,186,SM,no,,,,FM,,HQ,1,39504,
1451,Ca2(SiO4),P63mc,186,Triv.,no,,,"k∗,b",NM,,,2,182053 182054,
1452,Na(Be4SbO7),P63mc,186,Triv.,yes,Fig. 44,44,"k∗,b",NM,,,1,27599,
1453,YBaZn3GaO7,P63mc,186,Triv.,no,,,"k∗,b",NM,,,1,252148,
1454,GaN,P63mc,186,Triv.,no,,,,NM,SC,,36,159250 25676 34476 41481 41483 41543 42000 54698 67769 87830 153887 153888 153889 153890 153891 156259 157398 157512 181358 184926 190424 191773 634715 671112 672115 672140 672569 672724 672741 673190 673464 14321 36174 248083 260410 280130,
1455,Zn2Mo3O8,P63mc,186,Triv.,no,,,b,,,HQ,0,,
1456,ScZn(Mo3O8),P63mc,186,SM,no,,,b,FM,,HQ,1,40534,
1457,C3N4,P6̄m2,187,Triv.,no,,,"k∗,b",NM,,,1,83265,
1458,Ba(CoO3),P6̄m2,187,SM,no,,,"b,s",FM,,,1,88670,
1459,Ca3SiBr2,P6̄m2,187,TI,no,,,,FM,,,1,89543,
1460,La2Ni2I,P6̄m2,187,SM,no,,,,NM,,HQ,1,165262,
1461,KCdCO3F,P6̄m2,187,Triv.,no,,,,,,,1,239110,
1462,CaKF(CO3),P6̄m2,187,Triv.,no,,,,,,HQ,6,262230 59878 154681 154682 154683 154685,
1463,LiAuC2,P6̄m2,187,Triv.,no,,,,NM,,HQ,1,411253,
1464,InNbS2,P6̄m2,187,TI,no,,,b,NM,,,1,74702,
1465,IrLi,P6̄m2,187,TI,no,,,,NM,,,2,104487 659856,
1466,LiPd,P6̄m2,187,SM,no,,,,NM,,,3,104770 104771 659883,
1467,TlTaGe3O9,P6̄c2,188,Triv.,no,,,"b,s",NM,,,1,10383,
1468,LaSiO2N,P6̄c2,188,SM,yes,Fig. 45,45,b,NM,,,1,9752,
1469,Sr(GeO3),P6̄2m,189,Triv.,yes,Fig. 45,45,,NM,,,1,28603,
1470,Ag2Te(VS2)3,P6̄2m,189,SM,no,,,,FM,,,1,251064,
1471,Ba3Nb6Si4O26,P6̄2m,189,Triv.,no,,,b,NM,,,2,15934 16029,
1472,Ba3Ta6Si4O26,P6̄2m,189,Triv.,no,,,b,NM,,,2,15935 18317,
1473,Sr3Ta6Si4O26,P6̄2m,189,Triv.,no,,,b,NM,,,1,15936,
1474,Rb6(Si10O23),P6̄2m,189,Triv.,no,,,"b,s",NM,,,1,250379,
1475,GaNiTi,P6̄2m,189,SM,no,,,,NM,,,1,103885,
1476,K3Ta3B2O12,P6̄2m,189,Triv.,no,,,b,NM,,HQ,1,201143,
1477,K2Te2,P6̄2m,189,Triv.,no,,,,NM,,HQ,1,73178,
1478,Rb2Te2,P6̄2m,189,Triv.,no,,,,NM,,HQ,1,73179,
1479,Ti3Rh2In3,P6̄2m,189,SM,no,,,,NM,,HQ,1,410967,
1480,NbMnSi,P6̄2m,189,SM,no,,,,FM,,,1,24185,
1481,NbCrGe,P6̄2m,189,SM,no,,,,FM,,,1,42061,
1482,TiCoSi,P6̄2m,189,SM,yes,Fig. 45,45,,FM,,,1,42735,
1483,NbMnGe,P6̄2m,189,SM,no,,,,FM,,,2,42911 637001,
1484,Al(ZrNi),P6̄2m,189,SM,no,,,,NM,,,6,58080 152131 186404 410399 608967 608978,
1485,ScRuGe,P6̄2m,189,SM,no,,,,NM,,HQ,1,79595,
1486,TiFeP,P6̄2m,189,SM,no,,,,FM,,HQ,1,290889,
1487,CrTiAs,P6̄2m,189,SM,no,,,,FM,,,1,610275,
1488,FeTiAs,P6̄2m,189,SM,no,,,,FM,,,1,610530,
1489,FeNbB,P6̄2m,189,SM,no,,,,FM,,,1,614046,
1490,FeTaB,P6̄2m,189,SM,no,,,,NM,,,1,614205,
1491,GeMnTa,P6̄2m,189,SM,no,,,,FM,,,1,637098,
1492,MnTaSi,P6̄2m,189,SM,no,,,,FM,,,1,643653,
1493,NbReSi,P6̄2m,189,SM,no,,,,NM,SC,,1,645257,
1494,ReSiTa,P6̄2m,189,SM,no,,,,NM,,,1,650119,
1495,Ba3(Cr2WO9),P6̄2c,190,TI,no,,,"b,s",,,HQ,1,81072,
1496,K3(Nb3O6)(Si2O7),P6̄2c,190,Triv.,no,,,b,NM,,,1,79734,
1497,HfCoSn,P6̄2c,190,SM,no,,,,NM,,HQ,2,107472 408899,
1498,ScPdSn,P6̄2c,190,SM,no,,,,NM,,HQ,1,418976,
1499,TaON,P6/mmm,191,SM,no,,,"k,b,s",NM,,,1,20321,
1500,CaRh3B2,P6/mmm,191,SM,no,,,"k,b",NM,,,1,66767,
1501,LaFe5H12,P6/mmm,191,SM,no,,,"k,b",FM,,,1,160914,
1502,RhN2,P6/mmm,191,SM,no,,,,,,,1,671729,
1503,LaNi5,P6/mmm,191,SM,yes,Fig. 45,45,k,FM,,HQ,0,,
1504,YNi5,P6/mmm,191,SM,yes,Fig. 46,46,k,FM,,,50,242027 242028 242029 242030 600409 601621 602015 603845 641488 641507 641513 641518 641519 641520 641521 641522 641523 641524 641526 641529 641532 641535 641540 641542 641543 641545 641549 657601 658150 670633 54422 105462 105463 603868 647059 647075 647084 647089 647093 647101 659941 673580 54474 58916 619438 619442 619446 619447 619449 619452,
1505,CaNi5,P6/mmm,191,SM,yes,Fig. 45,45,k,FM,,HQ,0,,
1506,BaPd5,P6/mmm,191,SM,yes,Fig. 45,45,k,NM,,,2,58672 616030,
1507,Co5Y,P6/mmm,191,SM,no,,,k,FM,,,22,102731 102732 106506 107253 196872 196875 600442 625573 625577 625579 625587 625591 625597 625603 625616 625623 625630 625634 625642 656885 659057 659669,
1508,Fe5Y,P6/mmm,191,SM,no,,,k,FM,,,3,103699 107256 184905,
1509,Ni5Sc,P6/mmm,191,SM,yes,Fig. 46,46,k,FM,,,2,105336 646468,
1510,Pd5Sr,P6/mmm,191,TI,yes,Fig. 45,45,k,NM,,,2,105707 648964,
1511,CaPd5,P6/mmm,191,TI,yes,Fig. 45,45,k,NM,,,2,106357 673956,
1512,LaNi3Rh2,P6/mmm,191,SM,no,,,k,FM,,,1,183385,
1513,FeGe,P6/mmm,191,SM,no,,,k,FM,,,0,,
1514,CoSn,P6/mmm,191,SM,no,,,k,NM,,HQ,0,,
1515,InNi,P6/mmm,191,SM,yes,Fig. 46,46,k,NM,,,36,53459 631998 632006 632016 632022 55564 102671 151390 161110 161113 161115 161116 161117 161118 625264 670158 59435 161111 161114 161123 161124 161125 161126 185625 640117 103634 103635 152339 161109 161112 161119 161120 161121 161122 633740 633747,
1516,FeSn,P6/mmm,191,SM,no,,,k,FM,,,0,,
1517,PtTl,P6/mmm,191,SM,no,,,k,NM,,,1,105819,
1518,ScCr6Ge6,P6/mmm,191,SM,no,,,k,FM,,,1,626107,
1519,YCr6Ge6,P6/mmm,191,SM,yes,Fig. 46,46,k,NM,,,1,658018,
1520,Li2NaN,P6/mmm,191,SM,no,,,,NM,,,1,92308,
1521,LiNa2N,P6/mmm,191,SM,no,,,,NM,,,1,92310,
1522,Na3N,P6/mmm,191,SM,no,,,,NM,,,1,165989,
1523,Ta2N3O,P6/mmm,191,SM,no,,,"k,b",FM,,,1,182352,
1524,Ta2N3F,P6/mmm,191,TI,no,,,"k,b",NM,,,1,182353,
1525,La6Mn2S10,P63/mcm,193,SM,no,,,b,FM,,,1,168592,
1526,Ca6FeN5,P63/mcm,193,SM,no,,,"b,s",FM,,HQ,1,33796,
1527,Ca6(MnN3)N2,P63/mcm,193,SM,no,,,"b,s",FM,,HQ,1,80184,
1528,La5Sb3Br,P63/mcm,193,SM,no,,,,NM,,HQ,1,50725,
1529,La5Sn3Cl,P63/mcm,193,SM,no,,,,NM,,HQ,1,95238,
1530,La5Sn3Br,P63/mcm,193,SM,no,,,,NM,,HQ,1,95239,
1531,La5Bi3Br,P63/mcm,193,SM,no,,,,NM,,HQ,1,95241,
1532,La5Pb3I,P63/mcm,193,SM,no,,,,FM,,HQ,1,409778,
1533,Sc5Si3,P63/mcm,193,SM,no,,,,NM,,,3,23932 602016 651814,
1534,Hf5Ge3,P63/mcm,193,TI,no,,,,NM,,,2,44361 636545,
1535,Ta5Ge3,P63/mcm,193,SM,no,,,,NM,,,2,56028 637960,
1536,Ti5Si3,P63/mcm,193,TI,no,,,,NM,SC,,4,62591 168415 652424 671881,
1537,Ta5Si3,P63/mcm,193,SM,no,,,,NM,,,3,76159 652324 652335,
1538,Hf5Sn3,P63/mcm,193,SM,no,,,,NM,,,3,104273 183487 638947,
1539,Ti5Sn3,P63/mcm,193,TI,no,,,,NM,,,5,109292 169008 652783 652785 670883,
1540,Ca5Sb3,P63/mcm,193,SM,no,,,,NM,,HQ,2,173026 619563,
1541,Hf5Ge3,P63/mcm,193,SM,no,,,,NM,,,1,636541,
1542,Ti5Si3,P63/mcm,193,SM,no,,,,NM,,,1,652420,
1543,Zr5Si3,P63/mcm,193,SM,no,,,,NM,SC,,5,652605 652612 652616 652621 656924,
1544,K3N,P63/mcm,193,TI,yes,Fig. 46,46,"b,s",NM,,,1,99999,
1545,NbI3,P63/mcm,193,SM,yes,Fig. 46,46,,FM,,,1,109145,
1546,SiO2,P63/mmc,194,Triv.,no,,,"k,b,s",NM,,,9,170481 170496 38126 40902 40903 44270 162623 162624 200478,
1547,LiFeAs,P63/mmc,194,SM,no,,,,FM,,,1,187133,
1548,KV3Ge2O9,P63/mmc,194,Triv.,no,,,"k,b,s",FM,,HQ,1,187490,
1549,ZnO,P63/mmc,194,Triv.,no,,,,,,,2,670354 670355,
1550,SnNi3,P63/mmc,194,SM,no,,,k,,,,6,670879 105357 150926 411928 646749 646751,
1551,Cr2AlC,P63/mmc,194,SM,no,,,b,NM,SC,,2,42918 606181,
1552,Sc2AlC,P63/mmc,194,SM,no,,,b,NM,,,1,160378,
1553,Sc2InC,P63/mmc,194,SM,no,,,b,NM,,,8,160380 163503 163510 163511 161063 161064 252840 618806,
1554,Ti2SnC,P63/mmc,194,TI,no,,,b,NM,,,0,,
1555,Ba5IrIn2Al2O13Cl,P63/mmc,194,Triv.,no,,,"k∗,b,s",FM,,,1,71602,
1556,RbNiF3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,3,15090 22127 91834,
1557,Rb(ZnF3),P63/mmc,194,Triv.,no,,,"k∗,b,s",NM,,,3,41618 91835 91836,
1558,K3Na(Re2O9),P63/mmc,194,Triv.,no,,,"b,s",NM,,,1,73300,
1559,K3La(Te2O9),P63/mmc,194,Triv.,no,,,"k∗,b,s",,,HQ,1,195647,
1560,Ba3Sb2NiO9,P63/mmc,194,SM,no,,,"k∗,b,s",AFM,,,1,200299,
1561,Rb6Ni6F18,P63/mmc,194,SM,yes,Fig. 46,46,"k∗,b,s",FM,,,2,410390 410391,
1562,Ba(MnO3),P63/mmc,194,Triv.,no,,,"k,b,s",AFM,,,1,23874,
1563,BaNiO3,P63/mmc,194,Triv.,no,,,,NM,,,2,175 30661,"175(b,s) 30661(k)"
1564,BaCoO3,P63/mmc,194,SM,no,,,,FM,,,3,922 26586 173504,"922(b,s) 26586(k) 173504(b,s)"
1565,Cs(MnBr3),P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,2,2782 9703,
1566,BaVS3,P63/mmc,194,SM,yes,Fig. 46,46,k∗,FM,SC,,8,8193 8194 15537 23194 62711 154181 616097 616098,
1567,Rb(MnBr3),P63/mmc,194,SM,no,,,k∗,FM,,,2,9704 14077,"9704(b,s)"
1568,CsMnI3,P63/mmc,194,SM,no,,,k∗,FM,,,5,10042 15949 15950 15951 15952,
1569,BaMnO3,P63/mmc,194,SM,no,,,"b,s",AFM,,,2,10331 10332,10331(k)
1570,CsScCl3,P63/mmc,194,SM,no,,,k∗,NM,,,1,10474,
1571,Ba(VSe3),P63/mmc,194,SM,yes,Fig. 47,47,k∗,FM,,,1,10486,
1572,RbNiCl3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,1,15010,
1573,RbNiBr3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,1,15011,
1574,CsVCl3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,3,15932 201828 201832,
1575,BaTaS3,P63/mmc,194,SM,no,,,k∗,NM,,,3,16083 616077 659541,
1576,CsVI3,P63/mmc,194,SM,no,,,k∗,FM,,,2,26453 26454,
1577,CsCoCl3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,1,27511,
1578,CsCrCl3,P63/mmc,194,TI,no,,,k∗,FM,,,1,36132,
1579,CsTiBr3,P63/mmc,194,SM,no,,,k∗,FM,,,2,41320 400053,
1580,Rb(TiCl3),P63/mmc,194,SM,no,,,k∗,FM,,,1,49747,
1581,Cs(TiCl3),P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,1,49748,
1582,CsNiCl3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,3,59371 60262 423828,
1583,Rb(CuCl3),P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,1,84212,
1584,Rb(TiBr3),P63/mmc,194,SM,no,,,k∗,FM,,HQ,1,154257,
1585,Cs(TiI3),P63/mmc,194,SM,no,,,k∗,FM,,HQ,1,154258,
1586,LaCrGe3,P63/mmc,194,SM,no,,,,FM,,HQ,5,158976 290669 290670 290671 290672,
1587,CsFeBr3,P63/mmc,194,Triv.,no,,,k∗,FM,,,1,174041,
1588,CsVBr3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,,2,201829 201833,
1589,RbVCl3,P63/mmc,194,SM,no,,,k∗,FM,,,2,201830 201834,
1590,RbVBr3,P63/mmc,194,SM,no,,,k∗,FM,,,1,201831,
1591,Cs(FeCl3),P63/mmc,194,Triv.,no,,,"k∗,b,s",NM,,,1,300249,
1592,CsNiBr3,P63/mmc,194,SM,no,,,"k∗,b,s",FM,,HQ,1,423829,
1593,CsNiI3,P63/mmc,194,SM,no,,,"k∗,b,s",,,HQ,1,423830,
1594,BaTaSe3,P63/mmc,194,SM,no,,,k∗,NM,SC∗,,2,616129 659547,
1595,BaNbS3,P63/mmc,194,SM,no,,,k∗,NM,SC,,1,659538,
1596,Y(MnO3),P63/mmc,194,TI,no,,,b,FM,,,4,73361 182284 422982 422990,
1597,Cs3Ru2Cl9,P63/mmc,194,Triv.,no,,,k∗,NM,,,1,201057,
1598,Cs3(Nb2I9),P63/mmc,194,Triv.,no,,,k∗,FM,,HQ,1,421295,
1599,CuAlO2,P63/mmc,194,Triv.,no,,,,NM,,,3,31368 60845 95661,
1600,CuScO2,P63/mmc,194,Triv.,yes,Fig. 47,47,,NM,,,4,60847 95667 151929 670128,
1601,AgAlO2,P63/mmc,194,Triv.,no,,,,NM,,,2,95662 300020,
1602,CuGaO2,P63/mmc,194,Triv.,no,,,,NM,,,1,95664,
1603,AgGaO2,P63/mmc,194,Triv.,no,,,,NM,,,1,95665,
1604,AgScO2,P63/mmc,194,Triv.,no,,,,NM,,,2,95668 670073,
1605,CuInO2,P63/mmc,194,Triv.,no,,,,NM,,,2,95670 186620,
1606,AuInO2,P63/mmc,194,Triv.,no,,,,NM,,,1,95672,
1607,AgYO2,P63/mmc,194,Triv.,no,,,,NM,,,2,95674 670075,
1608,AuYO2,P63/mmc,194,Triv.,no,,,,NM,,,2,95675 670100,
1609,Ni,P63/mmc,194,SM,no,,,,FM,,,2,76668 671412,
1610,NiMnGe,P63/mmc,194,SM,yes,Fig. 47,47,,FM,,,4,41921 637011 637019 637029,
1611,AlAuTi,P63/mmc,194,SM,no,,,,FM,,,1,57506,
1612,InNi2,P63/mmc,194,SM,no,,,,NM,,,6,59436 59437 185624 640098 640107 670969,
1613,CoNiSn,P63/mmc,194,SM,yes,Fig. 47,47,,FM,,,2,102582 196627,
1614,Co2Sn,P63/mmc,194,TI,no,,,,FM,,,2,102673 625262,
1615,CoFeGe,P63/mmc,194,SM,no,,,,,,,1,196628,
1616,Co2Ge,P63/mmc,194,TI,no,,,,FM,,,2,623418 623430,
1617,GaNi2,P63/mmc,194,SM,no,,,,NM,,,2,634869 670968,
1618,Ni1Sb1V1,P63/mmc,194,SM,no,,,,,,,2,671080 671081,
1619,K5(AuAs2),P63/mmc,194,Triv.,no,,,b,NM,,,1,40698,
1620,K5(AuP2),P63/mmc,194,Triv.,no,,,b,NM,,,1,40700,
1621,Co2Ge,P63/mmc,194,SM,no,,,,FM,,,1,108289,
1622,LaI,P63/mmc,194,TI,no,,,,NM,,,2,83678 171451,
1623,Co3Nb2Si,P63/mmc,194,SM,no,,,k∗,NM,,,1,53018,
1624,ZrAl2,P63/mmc,194,TI,no,,,k∗,NM,,,7,55594 191009 603593 609703 609713 609721 609743,
1625,ZrAl2,P63/mmc,194,TI,no,,,k∗,NM,SC,,1,150527,
1626,Na2Cs,P63/mmc,194,SM,no,,,k∗,NM,,,2,246932 627052,
1627,Ni3Sc2Si,P63/mmc,194,SM,no,,,k∗,,,,1,646484,
1628,TiNb4S8,P63/mmc,194,SM,no,,,b,NM,,,1,645332,
1629,VNb4S8,P63/mmc,194,SM,no,,,b,FM,,,1,645339,
1630,K3P,P63/mmc,194,Triv.,no,,,,NM,,,1,25550,
1631,K3Bi,P63/mmc,194,SM,no,,,,NM,,,1,26885,
1632,K3Sb,P63/mmc,194,Triv.,no,,,,NM,,,2,26886 656327,
1633,Rb3Sb,P63/mmc,194,Triv.,no,,,,NM,,,2,77991 650044,
1634,Na2MgPb,P63/mmc,194,SM,no,,,,NM,,HQ,1,238202,
1635,Na2MgSn,P63/mmc,194,SM,no,,,,NM,,HQ,1,262676,
1636,BiRb3,P63/mmc,194,SM,no,,,,NM,,,2,616995 616997,
1637,Na2O(Al2O3)11,P63/mmc,194,Triv.,no,,,b,NM,,,3,15970 16933 60635,
1638,AlTi3,P63/mmc,194,SM,no,,,k∗,NM,,,0,,
1639,Co3Mo,P63/mmc,194,SM,yes,Fig. 47,47,k∗,FM,,,13,58188 99779 181338 609523 609538 102542 624214 624216 671172 102722 187993 625553 671174,
1640,Co3W,P63/mmc,194,SM,yes,Fig. 47,47,k∗,FM,,,0,,
1641,GaTi3,P63/mmc,194,SM,no,,,k∗,NM,SC,,3,103991 182429 635554,
1642,Ni3In,P63/mmc,194,SM,yes,Fig. 47,47,k∗,FM,,,4,151196 185623 185627 640100,
1643,Co3Ta,P63/mmc,194,SM,no,,,k∗,NM,,,2,187991 671178,
1644,La3Al,P63/mmc,194,SM,no,,,k∗,NM,,,2,603210 608280,
1645,Ti3In,P63/mmc,194,SM,no,,,k∗,NM,,,1,640656,
1646,Co3Nb,P63/mmc,194,SM,no,,,k∗,,,,1,671176,
1647,FeSe,P63/mmc,194,SM,no,,,,FM,,,32,29308 53541 53542 166442 166443 166444 169252 169254 169256 169258 169260 169262 169264 169266 169268 169270 169272 169284 169286 169288 169290 169292 169294 169296 169298 169300 169302 169307 290407 290410 633482 633490,
1648,FeSb,P63/mmc,194,SM,yes,Fig. 47,47,,FM,SC,,3,53535 53971 633396,
1649,MnSb,P63/mmc,194,TI,no,,,,FM,SC,,0,,
1650,BiMn,P63/mmc,194,SM,no,,,,FM,SC,,49,53970 54266 76212 76258 76620 163322 191176 191783 601839 603577 643511 643513 643514 643515 643517 643519 643522 643523 643527 643529 643530 643532 643533 643535 58805 192873 192874 192875 192876 192877 192878 192879 192880 192881 616808 616811 616812 672818 76118 169166 169167 169168 169169 189946 624893 624900 624901 624909 657491,
1651,CoSb,P63/mmc,194,TI,no,,,,NM,SC,,0,,
1652,IrSn,P63/mmc,194,SM,no,,,,NM,,,2,104561 641051,
1653,Sr3P(BO3),P63/mmc,194,Triv.,no,,,,NM,,,1,401207,
1654,AgBaBi,P63/mmc,194,SM,no,,,,NM,,,1,56978,
1655,BaBiCu,P63/mmc,194,SM,no,,,,NM,,,1,106303,
1656,LaPdSb,P63/mmc,194,SM,no,,,,NM,,,1,641676,
1657,InO(OH),P213,198,Triv.,no,,,,NM,,,2,166255 166256,
1658,Hg3(AsO4)Cl,P213,198,Triv.,no,,,b,NM,,,3,89687 92963 411757,
1659,Na3(AsS3),P213,198,Triv.,no,,,,NM,,HQ,2,645 1036,
1660,K3(SbO3),P213,198,Triv.,no,,,b,NM,,HQ,1,279579,
1661,Cs3(SbO3),P213,198,Triv.,no,,,b,NM,,HQ,1,279580,
1662,Cs3(BiO3),P213,198,Triv.,no,,,,NM,,HQ,1,406563,
1663,Rb3(BiO3),P213,198,Triv.,no,,,b,NM,,HQ,1,407294,
1664,Cs3SbS3,P213,198,Triv.,no,,,,NM,,HQ,1,426551,
1665,K3SbS3,P213,198,Triv.,no,,,,NM,,HQ,2,426552 641323,
1666,Rb3SbS3,P213,198,Triv.,no,,,b,NM,,HQ,1,426554,
1667,Na(ClO3),P213,198,SM,no,,,,NM,,,1,31056,
1668,SiO2,P213,198,Triv.,no,,,"b,s",NM,,,4,24587 44269 162616 162617,
1669,Tl2Pb(Cu(NO2)6),Fm3̄,202,SM,no,,,,NM,,HQ,1,16,
1670,K2Sr(Ni(NO2)6),Fm3̄,202,SM,no,,,,AFM,,HQ,1,179,
1671,CaCu3Ru4O12,Im3̄,204,SM,no,,,"k,b",FM,,HQ,3,51894 95715 183110,
1672,LaCu3Ir4O12,Im3̄,204,SM,no,,,"k,b",,,HQ,1,251657,
1673,CoN3,Im3̄,204,TI,no,,,,NM,,,1,162105,
1674,CoN3,Im3̄,204,SM,no,,,,NM,,,1,162106,
1675,RhN3,Im3̄,204,Triv.,no,,,,NM,,,1,162107,
1676,RhN3,Im3̄,204,SM,no,,,,NM,,,1,162108,
1677,Ge(SeO3)2,Pa3̄,205,Triv.,no,,,"b,s",NM,,,1,422884,
