num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels,material_id,verification,icsd_ids_verified,n_icsd_verified,site_formula,site_space_group_number
1270,Na(FeO2),R3̄m,166,SM,no,,,,AFM,,HQ,4,75588 167376 167377 187705,,75588,matched,75588 167376 167377 187705,4,Fe1 Na1 O2,166
1271,NaVSe2,R3̄m,166,Triv.,no,,,,FM,,,1,77597,,77597,matched,77597,1,Na1 Se2 V1,166
1272,Sr2NCl,R3̄m,166,Triv.,no,,,,NM,,HQ,3,172595 172596 410769,,172595,matched,172595 172596 410769,3,Cl1 N1 Sr2,166
1273,Sr2NBr,R3̄m,166,Triv.,no,,,b,NM,,HQ,2,172600 172601,,172600,matched,172600 172601,2,Br1 N1 Sr2,166
1274,LiTiS2,R3̄m,166,SM,no,,,,FM,,HQ,2,189825 189826,,189825,matched,189825 189826,2,Li1 S2 Ti1,166
1275,Sr2NI,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,240899,,240899,matched,240899,1,I1 N1 Sr2,166
1276,NaYO2,R3̄m,166,Triv.,no,,,,,,,1,291907,,291907,matched,291907,1,Na1 O2 Y1,166
1277,Na(VO2),R3̄m,166,Triv.,no,,,,AFM,,HQ,1,420137,,420137,matched,420137,1,Na1 O2 V1,166
1278,KZrS2,R3̄m,166,SM,no,,,b,NM,,,1,641350,,641350,matched,641350,1,K1 S2 Zr1,166
1279,NaYSe2,R3̄m,166,Triv.,no,,,,NM,,,1,645037,,645037,matched,645037,1,Na1 Se2 Y1,166
1280,Mg2Ni3Si,R3̄m,166,TI,yes,Fig. 40,40,k,NM,,,1,44926,,44926,matched,44926,1,Mg2 Ni3 Si1,166
1281,Fe3S4,R3̄m,166,Triv.,no,,,,NM,,HQ,1,42537,,42537,matched,42537,1,Fe3 S4,166
1282,Mg2Ni3P,R3̄m,166,SM,yes,Fig. 41,41,k,NM,,HQ,1,72409,,72409,matched,72409,1,Mg2 Ni3 P1,166
1283,K2Zr(BO3)2,R3̄m,166,Triv.,no,,,b,,,HQ,1,67982,,67982,matched,67982,1,B2 K2 O6 Zr1,166
1284,K2Co(SeO3)2,R3̄m,166,SM,no,,,"k∗,b",AFM,,HQ,1,71536,,71536,matched,71536,1,Co1 K2 O6 Se2,166
1285,Ba3Mn2O8,R3̄m,166,TI,no,,,k∗,AFM,,HQ,1,280045,,280045,matched,280045,1,Ba3 Mn2 O8,166
1286,K2Pt4Se6,R3̄m,166,Triv.,no,,,"k∗,b",NM,,HQ,1,69438,,69438,matched,69438,1,K2 Pt4 Se6,166
1287,Rb2Pt3PtSe6,R3̄m,166,Triv.,no,,,"k∗,b",NM,,HQ,1,69439,,69439,matched,69439,1,Pt4 Rb2 Se6,166
1288,Na4HgP2,R3̄m,166,Triv.,no,,,,NM,,HQ,1,67260,,67260,matched,67260,1,Hg1 Na4 P2,166
1289,K4ZnP2,R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,67261,,67261,matched,67261,1,K4 P2 Zn1,166
1290,K4HgP2,R3̄m,166,Triv.,yes,Fig. 41,41,b,NM,,HQ,1,67263,,67263,matched,67263,1,Hg1 K4 P2,166
1291,K4(BeP2),R3̄m,166,Triv.,yes,Fig. 41,41,b,NM,,HQ,1,300110,,300110,matched,300110,1,Be1 K4 P2,166
1292,K4(BeAs2),R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,300111,,300111,matched,300111,1,As2 Be1 K4,166
1293,K4(CdAs2),R3̄m,166,Triv.,yes,Fig. 41,41,b,NM,,HQ,1,300190,,300190,matched,300190,1,As2 Cd1 K4,166
1294,K4(HgAs2),R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,402573,,402573,matched,402573,1,As2 Hg1 K4,166
1295,K4ZnAs2,R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,409919,,409919,matched,409919,1,As2 K4 Zn1,166
1296,Na2(Ti3Cl8),R3̄m,166,TI,yes,Fig. 42,42,"k,b",FM,,HQ,1,401026,,401026,matched,401026,1,Cl8 Na2 Ti3,166
1297,NaN3,R3̄m,166,Triv.,no,,,,NM,,,3,1144 34267 34674,,1144,matched,1144 34267 34674,3,N3 Na1,166
1298,Cd(CN2),R3̄m,166,Triv.,no,,,,NM,,HQ,1,95264,,95264,matched,95264,1,C1 Cd1 N2,166
1299,Nb2S2C,R3̄m,166,TI,no,,,b,NM,,HQ,2,95110 95112,,95110,matched,95110 95112,2,C1 Nb2 S2,166
1300,Nb3Br8,R3̄m,166,Triv.,yes,Fig. 42,42,,NM,,HQ,2,25766 421609,,25766,matched,25766 421609,2,Br8 Nb3,166
1301,Nb3I8,R3̄m,166,Triv.,yes,Fig. 42,42,,NM,,HQ,1,25767,,25767,matched,25767,1,I8 Nb3,166
1302,Co3Sn2S2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",FM,,,11,5435 173760 173761 173762 173763 173764 195422 196310 426752 426753 624867,,5435,matched,5435 173760 173761 173762 173763 173764 195422 196310 426752 426753 624867,11,Co3 S2 Sn2,166
1303,Co3In2S2,R3̄m,166,SM,no,,,"k,b,s",FM,,,3,5436 195432 423459,,5436,matched,5436 195432 423459,3,Co3 In2 S2,166
1304,Co3InSnS2,R3̄m,166,Triv.,yes,Fig. 42,42,"k,b,s",NM,,,2,5437 425136,,5437,matched,5437 425136,2,Co3 In1 S2 Sn1,166
1305,Rh3In2S2,R3̄m,166,SM,no,,,"k,b,s",NM,,,3,5439 420726 640339,,5439,matched,5439 420726 640339,3,In2 Rh3 S2,166
1306,Rh3InPbS2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",NM,,,2,5440 640213,,5440,matched,5440 640213,2,In1 Pb1 Rh3 S2,166
1307,Rh3Pb2Se2,R3̄m,166,SM,no,,,"k,b,s",NM,,,2,5441 648427,,5441,matched,5441 648427,2,Pb2 Rh3 Se2,166
1308,Ni3Sn2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,HQ,2,402458 674419,,402458,matched,402458 674419,2,Ni3 S2 Sn2,166
1309,In2Ni3S2,R3̄m,166,TI,no,,,"k,b,s",NM,,HQ,1,415258,,415258,matched,415258,1,In2 Ni3 S2,166
1310,Rh3Sn2S2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",NM,,HQ,1,420728,,420728,matched,420728,1,Rh3 S2 Sn2,166
1311,Tl2Ni3S2,R3̄m,166,TI,no,,,"k,b,s",NM,,HQ,1,422328,,422328,matched,422328,1,Ni3 S2 Tl2,166
1312,InSnCo3S2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",,,HQ,1,425137,,425137,matched,425137,1,Co3 In1 S2 Sn1,166
1313,Ni3In2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,,1,640134,,640134,matched,640134,1,In2 Ni3 S2,166
1314,Ni3Sn2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,,2,646379 654948,,646379,matched,646379 654948,2,Ni3 S2 Sn2,166
1315,Ni3Tl2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,,1,646398,,646398,matched,646398,1,Ni3 S2 Tl2,166
1316,Rh3Tl2S2,R3̄m,166,SM,no,,,"k,b,s",NM,,,1,650236,,650236,matched,650236,1,Rh3 S2 Tl2,166
1317,B12P2,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,HQ,1,62748,,62748,matched,62748,1,B12 P2,166
1318,B12As2,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,,1,62749,,62749,matched,62749,1,As2 B12,166
1319,B6As,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,HQ,2,68151 107916,,68151,matched,68151 107916,2,As1 B6,166
1320,B6P,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,,2,615156 615157,,615156,matched,615156 615157,2,B6 P1,166
1321,Sr2N,R3̄m,166,SM,no,,,b,NM,,HQ,0,,,69016,matched,69016 410315 411612 414330 644701,5,N1 Sr2,166
1322,Ca2N,R3̄m,166,SM,no,,,b,NM,,HQ,12,69016 410315 411612 414330 644701 90630 90631 90632 280526 410312 411417 414329,,90630,matched,90630 90631 90632 280526 410312 411417 414329,7,Ca2 N1,166
1323,Rb2(OF3(HfF3)3),R3̄m,166,Triv.,no,,,,NM,,,1,95847,,95847,matched,95847,1,F12 Hf3 O1 Rb2,166
1324,Rb2(OF3(ZrF3)3),R3̄m,166,Triv.,no,,,,NM,,,1,95848,,95848,matched,95848,1,F12 O1 Rb2 Zr3,166
1325,TlGaO2,R3̄m,166,Triv.,yes,Fig. 43,43,"k,b,s",,,,1,33579,,33579,matched,33579,1,Ga1 O2 Tl1,166
1326,ZrCl,R3̄m,166,TI,no,,,,NM,,HQ,2,869 20145,,869,matched,869 20145,2,Cl1 Zr1,166
1327,YCl,R3̄m,166,Triv.,no,,,,FM,,HQ,2,30708 61107,,30708,matched,30708 61107,2,Cl1 Y1,166
1328,SiO2,R3̄c,167,Triv.,no,,,"b,s",NM,,,3,170492 170514 170539,,170492,matched,170492 170514 170539,3,O2 Si1,167
1329,SiO2,R3̄c,167,SM,no,,,"b,s",,,,1,170515,,170515,matched,170515,1,O2 Si1,167
1330,AlH3,R3̄c,167,Triv.,no,,,"b,s",NM,,,0,,,15225,matched,15225 165294 168162 182533,4,H3 Al1,167
1331,TiF3,R3̄c,167,SM,no,,,"b,s",FM,,,13,15225 165294 168162 182533 52159 52162 52165 67148 59966 59968 59969 59972 59973,,52159,matched,52159 52162 52165 67148,4,F3 Ti1,167
1332,CrF3,R3̄c,167,SM,no,,,"b,s",AFM,,HQ,0,,,59966,matched,59966 59968 59969 59972 59973,5,Cr1 F3,167
1333,VF3,R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,69167,,69167,matched,69167,1,F3 V1,167
1334,CoF3,R3̄c,167,Triv.,no,,,"b,s",FM,,HQ,1,77618,,77618,matched,77618,1,Co1 F3,167
1335,Cs4(PbBr6),R3̄c,167,Triv.,no,,,"b,s",NM,,,2,25124 162158,,25124,matched,25124 162158,2,Br6 Cs4 Pb1,167
1336,NaCa3(IrO6),R3̄c,167,Triv.,no,,,"b,s",,,HQ,1,50169,,50169,matched,50169,1,Ca3 Ir1 Na1 O6,167
1337,Rb4PbBr6,R3̄c,167,Triv.,no,,,b,NM,,HQ,1,65300,,65300,matched,65300,1,Br6 Pb1 Rb4,167
1338,Sr4IrO6,R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,72926,,72926,matched,72926,1,Ir1 O6 Sr4,167
1339,Sr3ZnPtO6,R3̄c,167,Triv.,no,,,"b,s",NM,,HQ,2,81467 280519,,81467,matched,81467 280519,2,O6 Pt1 Sr3 Zn1,167
1340,Ca4(IrO6),R3̄c,167,SM,no,,,b,FM,,HQ,2,81902 280873,81902(s),81902,matched,81902 280873,2,Ca4 Ir1 O6,167
1341,Sr3Zn(IrO6),R3̄c,167,SM,no,,,"b,s",FM,,HQ,4,81903 82658 82659 82660,,81903,matched,81903 82658 82659 82660,4,Ir1 O6 Sr3 Zn1,167
1342,Sr3Cd(IrO6),R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,81904,,81904,matched,81904,1,Cd1 Ir1 O6 Sr3,167
1343,Sr3Mg(PtO6),R3̄c,167,Triv.,no,,,"b,s",NM,,HQ,2,84736 281299,,84736,matched,84736 281299,2,Mg1 O6 Pt1 Sr3,167
1344,Sr3Mg(IrO6),R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,84737,,84737,matched,84737,1,Ir1 Mg1 O6 Sr3,167
1345,Sr3(PbNiO6),R3̄c,167,Triv.,yes,Fig. 43,43,b,AFM,,HQ,6,152589 152590 152588 152591 152592 152593,152589(s) 152590(s) 152591(s) 152592(s) 152593(s),152588,matched,152588 152589 152590 152591 152592 152593,6,Ni1 O6 Pb1 Sr3,167
1346,Sr3Cd(PtO6),R3̄c,167,Triv.,no,,,"b,s",NM,,HQ,1,280518,,280518,matched,280518,1,Cd1 O6 Pt1 Sr3,167
1347,NaBa3IrO6,R3̄c,167,Triv.,no,,,b,FM,,HQ,1,405134,,405134,matched,405134,1,Ba3 Ir1 Na1 O6,167
1348,Li4OsH6,R3̄c,167,Triv.,no,,,"b,s",NM,,,1,638269,,638269,matched,638269,1,H6 Li4 Os1,167
1349,K8Tl11,R3̄c,167,SM,no,,,,NM,,,1,370009,,370009,matched,370009,1,K8 Tl11,167
1350,Rb8Tl11,R3̄c,167,SM,no,,,,NM,,,1,370035,,370035,matched,370035,1,Rb8 Tl11,167
1351,K3(B3O6),R3̄c,167,Triv.,no,,,,NM,,,1,16005,,16005,matched,16005,1,B3 K3 O6,167
1352,NaSn2(PO4)3,R3̄c,167,Triv.,no,,,b,NM,,,2,72218 72217,72218(s),72217,matched,72217 72218,2,Na1 O12 P3 Sn2,167
1353,LiZr2(AsO4)3,R3̄c,167,Triv.,no,,,"b,s",NM,,,7,190656 74741 74742 67241 74743 74744 74745,74741(b) 74742(b) 74743(b) 74744(b) 74745(b),190656,matched,190656,1,As3 Li1 O12 Zr2,167
1354,Si3N4,P63,173,Triv.,no,,,,NM,,,9,74746 74747 74748 74749 74750 74751 74752 74753 74754,74746(b) 74747(b) 74748(b) 74749(b) 74750(b) 74751(b) 74752(b) 74753(b) 74754(b),67241,matched,67241 74741 74742 74743 74744 74745 74746 74747 74748 74749 74750 74751 74752 74753 74754 74755 77812,17,N4 Si3,173
1355,Cs2(I4O11),P63,173,Triv.,no,,,b,,,,4,74755 77812 413942 420352,74755(b),413942,matched,413942 420352,2,Cs2 I4 O11,173
1356,Ca(Al2O4),P63,173,Triv.,no,,,b,NM,,,1,157457,,157457,matched,157457,1,Al2 Ca1 O4,173
1357,Cs2(MoO3)3(SeO3),P63,173,Triv.,no,,,"k∗,b",NM,,,1,75473,,75473,matched,75473,1,Cs2 Mo3 O12 Se1,173
1358,(Cs2(SeO3))(WO3)3,P63,173,Triv.,no,,,"k∗,b,s",NM,,,1,80392,,80392,matched,80392,1,Cs2 O12 Se1 W3,173
1359,Rb2(MoO3)3(SeO3),P63,173,Triv.,no,,,"k∗,b",NM,,,1,167530,,167530,matched,167530,1,Mo3 O12 Rb2 Se1,173
1360,Cs2TeW3O12,P63,173,Triv.,no,,,"k∗,b,s",,,,1,429738,,429738,matched,429738,1,Cs2 O12 Te1 W3,173
1361,K(VO2)3(SeO3)2,P63,173,Triv.,no,,,"b,s",NM,,,1,81231,,81231,matched,81231,1,K1 O12 Se2 V3,173
1362,Rb(Se2V3O12),P63,173,Triv.,no,,,"b,s",NM,,,1,163600,,163600,matched,163600,1,O12 Rb1 Se2 V3,173
1363,Tl(Se2V3O12),P63,173,Triv.,no,,,"k∗,b,s",NM,,,1,163601,,163601,matched,163601,1,O12 Se2 Tl1 V3,173
1364,Cs(VO2)3(TeO3)2,P63,173,Triv.,no,,,"k∗,b,s",NM,,,1,411111,,411111,matched,411111,1,Cs1 O12 Te2 V3,173
1365,La3AlTiS7,P63,173,SM,yes,Fig. 43,43,b,FM,,,1,608322,,608322,matched,608322,1,Al1 La3 S7 Ti1,173
1366,La3AlVS7,P63,173,SM,yes,Fig. 43,43,b,FM,,,1,608323,,608323,matched,608323,1,Al1 La3 S7 V1,173
1367,La3BeTiS7,P63,173,SM,no,,,,FM,,,1,616310,,616310,matched,616310,1,Be1 La3 S7 Ti1,173
1368,KAl(SiO4),P63,173,Triv.,yes,Fig. 44,44,"b,s",NM,,HQ,1,34350,,34350,matched,34350,1,Al1 K1 O4 Si1,173
1369,Ga9Tl3O2S13,P6̄,174,Triv.,no,,,b,NM,,HQ,1,61256,,61256,matched,61256,1,Ga9 O2 S13 Tl3,174
1370,BaZn(BO3)F,P6̄,174,Triv.,yes,Fig. 44,44,b,NM,,HQ,2,248042 429814,,248042,matched,248042 429814,2,B1 Ba1 F1 O3 Zn1,174
1371,BaAl(BO3)F2,P6̄,174,Triv.,no,,,b,,,,2,291434 409663,,291434,matched,291434 409663,2,Al1 B1 Ba1 F2 O3,174
1372,Pb7F12Br2,P6̄,174,Triv.,no,,,,NM,,HQ,1,92293,,92293,matched,92293,1,Br2 F12 Pb7,174
1373,Ca7H12Cl2,P6̄,174,Triv.,no,,,,NM,,HQ,1,420927,,420927,matched,420927,1,H12 Ca7 Cl2,174
1374,La2ClB3,P6̄,174,SM,no,,,,NM,,HQ,1,417604,,417604,matched,417604,1,B3 Cl1 La2,174
1375,LiCd(BO3),P6̄,174,Triv.,no,,,b,NM,,HQ,2,20191 20835,,20191,matched,20191 20835,2,B1 Cd1 Li1 O3,174
1376,Mg3F3(BO3),P63/m,176,Triv.,yes,Fig. 44,44,b,,,HQ,1,4226,,4226,matched,4226,1,B1 F3 Mg3 O3,176
1377,BI3,P63/m,176,Triv.,no,,,,NM,SC,HQ,3,173375 28328 411463,,28328,matched,28328 173375 411463,3,B1 I3,176
1378,NaCs2(C2N3)3,P63/m,176,Triv.,yes,Fig. 44,44,,NM,,,1,407809,,407809,matched,407809,1,C6 Cs2 N9 Na1,176
1379,Pb3Cd3(BO3)4,P63/m,176,Triv.,no,,,k,NM,,,1,422862,,422862,matched,422862,1,B4 Cd3 O12 Pb3,176
1380,Cu2Bi2S3(AlCl4)2,P63/m,176,Triv.,no,,,"b,s",NM,,,1,428727,,428727,matched,428727,1,Al2 Bi2 Cl8 Cu2 S3,176
1381,LiCa(AlH4)3,P63/m,176,Triv.,no,,,b,,,,1,670844,,670844,matched,670844,1,H12 Al3 Ca1 Li1,176
1382,Li2RbCd(CO3)2F,P63/m,176,Triv.,no,,,b,NM,,HQ,1,710094,,710094,matched,710094,1,C2 Cd1 F1 Li2 O6 Rb1,176
1383,AgCd3Hf3F20,P63/m,176,SM,no,,,,NM,,,1,78893,,78893,matched,78893,1,Ag1 Cd3 F20 Hf3,176
1384,Sc2(HPO3)3,P63/m,176,Triv.,no,,,b,NM,,,1,409724,,409724,matched,409724,1,H3 O9 P3 Sc2,176
1385,Pb5(PO4)3F,P63/m,176,Triv.,no,,,,NM,,,4,20500 24236 30261 38118,24236(b) 30261(b) 38118(b),20500,matched,20500,1,F1 O12 P3 Pb5,176
1386,Ca5(PO4)3F,P63/m,176,Triv.,no,,,,NM,,,11,52385 56313 56314 84227 94081 94082 94083 99581 180314 193552 670544,,24236,matched,24236 30261 38118 52385 56313 56314 84227 94081 94082 94083 99581 180314 193552 670544,14,Ca5 F1 O12 P3,176
1387,Sr3MnN3,P63/m,176,TI,no,,,b,FM,,HQ,1,80772,,80772,matched,80772,1,Mn1 N3 Sr3,176
1388,Ba3(CrN3),P63/m,176,SM,no,,,b,NM,,HQ,1,154802,,154802,matched,154802,1,Ba3 Cr1 N3,176
1389,Sr3(CrN3),P63/m,176,SM,no,,,b,NM,,HQ,1,154803,,154803,matched,154803,1,Cr1 N3 Sr3,176
1390,Ba4Nb2O9,P63/m,176,TI,no,,,,NM,,HQ,1,251133,,251133,matched,251133,1,Ba4 Nb2 O9,176
1391,BCl3,P63/m,176,Triv.,no,,,,NM,,,2,24526 27869,,24526,matched,24526 27869,2,B1 Cl3,176
1392,BBr3,P63/m,176,Triv.,no,,,,NM,,,2,24527 173374,,24527,matched,24527 173374,2,B1 Br3,176
1393,Fe2(BP3O12),P63/m,176,Triv.,no,,,b,FM,,,2,260895 420638,,260895,matched,260895 420638,2,B1 Fe2 O12 P3,176
1394,KMo3S3,P63/m,176,SM,no,,,,NM,,HQ,3,30752 603631 641249,,30752,matched,30752 603631 641249,3,K1 Mo3 S3,176
1395,RbMo3S3,P63/m,176,SM,no,,,,NM,,HQ,3,30753 603622 644175,,30753,matched,30753 603622 644175,3,Mo3 Rb1 S3,176
1396,CsMo3S3,P63/m,176,SM,no,,,,NM,,HQ,3,30754 603614 627033,,30754,matched,30754 603614 627033,3,Cs1 Mo3 S3,176
1397,InMo3Te3,P63/m,176,SM,no,,,,NM,SC,HQ,4,53100 603669 604497 640025,,53100,matched,53100 603669 604497 640025,4,In1 Mo3 Te3,176
1398,TlMo3Te3,P63/m,176,SM,no,,,,NM,SC,HQ,3,90811 603670 644485,,90811,matched,90811 603670 644485,3,Mo3 Te3 Tl1,176
1399,BaMo3Se3,P63/m,176,SM,no,,,,NM,,,2,603615 615982,,603615,matched,603615 615982,2,Ba1 Mo3 Se3,176
1400,NaMo3Se3,P63/m,176,SM,no,,,,NM,SC,,4,603625 603827 604518 643974,,603625,matched,603625 603827 604518 643974,4,Mo3 Na1 Se3,176
1401,KMo3Se3,P63/m,176,SM,no,,,,NM,SC,,3,603628 604517 641256,,603628,matched,603628 604517 641256,3,K1 Mo3 Se3,176
1402,RbMo3Se3,P63/m,176,SM,no,,,,NM,SC,,3,603629 604516 644181,,603629,matched,603629 604516 644181,3,Mo3 Rb1 Se3,176
1403,NaMo3Te3,P63/m,176,SM,no,,,,NM,,,3,603641 604501 643979,,603641,matched,603641 604501 643979,3,Mo3 Na1 Te3,176
1404,CsMo3Se3,P63/m,176,SM,no,,,,NM,SC,,3,603651 603826 604515,,603651,matched,603651 603826 604515,3,Cs1 Mo3 Se3,176
1405,KMo3Te3,P63/m,176,SM,no,,,,NM,,,2,603671 604500,,603671,matched,603671 604500,2,K1 Mo3 Te3,176
1406,RbMo3Te3,P63/m,176,SM,no,,,,NM,,,2,603672 604499,,603672,matched,603672 604499,2,Mo3 Rb1 Te3,176
1407,CsMo3Te3,P63/m,176,SM,no,,,,NM,,,2,603673 604498,,603673,matched,603673 604498,2,Cs1 Mo3 Te3,176
1408,La3FeWS3O6,P63/m,176,SM,no,,,"b,s",AFM,,HQ,1,380402,,380402,matched,380402,1,Fe1 La3 O6 S3 W1,176
1409,La3NiWS3O6,P63/m,176,SM,no,,,"b,s",FM,,HQ,1,380403,,380403,matched,380403,1,La3 Ni1 O6 S3 W1,176
1410,La3CoWS3O6,P63/m,176,Triv.,no,,,"b,s",NM,,HQ,1,380405,,380405,matched,380405,1,Co1 La3 O6 S3 W1,176
1411,La3MnWS3O6,P63/m,176,SM,no,,,"b,s",FM,,HQ,1,380406,,380406,matched,380406,1,La3 Mn1 O6 S3 W1,176
1412,V3S4,P63/m,176,SM,no,,,b,NM,SC,HQ,3,72920 72921 72922,,72920,matched,72920 72921 72922,3,S4 V3,176
1413,Ti3Se4,P63/m,176,SM,no,,,b,NM,,HQ,1,79629,,79629,matched,79629,1,Se4 Ti3,176
1414,TlSbO3,P6322,182,Triv.,yes,Fig. 44,44,"b,s",NM,,,1,10142,,10142,matched,10142,1,O3 Sb1 Tl1,182
1415,SiO2,P6322,182,Triv.,yes,Fig. 44,44,"b,s",NM,,,1,29343,,29343,matched,29343,1,O2 Si1,182
1416,BaAl2O4,P6322,182,Triv.,no,,,"b,s",NM,,,3,75427 16845 21080,,16845,matched,16845 21080 75427,3,Al2 Ba1 O4,182
1417,Ta3CrS6,P6322,182,SM,no,,,b,FM,,,1,626633,,626633,matched,626633,1,Cr1 S6 Ta3,182
1418,RbSn(IO6),P6322,182,Triv.,no,,,"b,s",NM,,,1,73614,,73614,matched,73614,1,I1 O6 Rb1 Sn1,182
1419,Ba3CrS5,P63cm,185,SM,no,,,"b,s",FM,,HQ,1,97539,,97539,matched,97539,1,Ba3 Cr1 S5,185
1420,Li2Ba(SiO4),P63cm,185,Triv.,no,,,b,NM,,,2,180289 260259,,180289,matched,180289 260259,2,Ba1 Li2 O4 Si1,185
1421,C3N4,P63cm,185,Triv.,no,,,b,,,,2,674271 674285,,674271,matched,674271 674285,2,C3 N4,185
1422,Na3N,P63cm,185,Triv.,no,,,,NM,,,2,165992 165993,,165992,matched,165992 165993,2,N1 Na3,185
1423,Li8O2(GeO4),P63cm,185,Triv.,no,,,b,NM,,HQ,1,65175,,65175,matched,65175,1,Ge1 Li8 O6,185
1424,Li8O2(SiO4),P63cm,185,Triv.,no,,,b,NM,,HQ,1,65176,,65176,matched,65176,1,Li8 O6 Si1,185
1425,Mg3(Si2O5(OH)4),P63cm,185,Triv.,no,,,"b,s",NM,,,2,87439 202359,,87439,matched,87439 202359,2,H4 Mg3 O9 Si2,185
1426,Sn6O4(SiO4),P63mc,186,Triv.,no,,,"k∗,b,s",NM,,HQ,1,156236,,156236,matched,156236,1,O8 Si1 Sn6,186
1427,Zn(OH)(N3),P63mc,186,Triv.,no,,,,,,,1,196345,,196345,matched,196345,1,H1 N3 O1 Zn1,186
1428,Li2InMo3O8,P63mc,186,SM,no,,,b,,,HQ,1,426618,,426618,matched,426618,1,In1 Li2 Mo3 O8,186
1429,(Al2O3)5(H2O),P63mc,186,Triv.,no,,,k∗,NM,,,1,23651,,23651,matched,23651,1,H2 Al10 O16,186
1430,Ba3(NiSb2O9),P63mc,186,Triv.,no,,,"k∗,b,s",AFM,,HQ,1,1177,,1177,matched,1177,1,Ba3 Ni1 O9 Sb2,186
1431,Ba3Cu(Sb2O9),P63mc,186,SM,yes,Fig. 44,44,"k∗,b,s",FM,,HQ,1,2279,,2279,matched,2279,1,Ba3 Cu1 O9 Sb2,186
1432,La4NS3Cl3,P63mc,186,Triv.,no,,,b,NM,,HQ,1,74902,,74902,matched,74902,1,Cl3 La4 N1 S3,186
1433,CsCuCl3,P63mc,186,SM,no,,,"k∗,b,s",FM,,HQ,1,2064,,2064,matched,2064,1,Cl3 Cs1 Cu1,186
1434,Cs(CrBr3),P63mc,186,SM,no,,,"k∗,b,s",FM,,HQ,1,2590,,2590,matched,2590,1,Br3 Cr1 Cs1,186
1435,CsCrI3,P63mc,186,SM,no,,,"k∗,b,s",,,HQ,1,8105,,8105,matched,8105,1,Cr1 Cs1 I3,186
1436,CsCrCl3,P63mc,186,SM,no,,,"k∗,b,s",FM,,HQ,1,10206,,10206,matched,10206,1,Cl3 Cr1 Cs1,186
1437,(Hg3S)(AsS3)Cl,P63mc,186,Triv.,no,,,"k∗,b",,,HQ,1,280329,,280329,matched,280329,1,As1 Cl1 Hg3 S4,186
1438,K6(HgS4),P63mc,186,Triv.,no,,,b,NM,,HQ,2,266 47218,,266,matched,266 47218,2,Hg1 K6 S4,186
1439,Na6(MnS4),P63mc,186,SM,no,,,b,FM,,HQ,4,65447 95065 95066 642996,,65447,matched,65447 95065 95066 642996,4,Mn1 Na6 S4,186
1440,LaNi5H7,P63mc,186,Triv.,no,,,"k∗,b",NM,,,3,96245 236996 236997,,96245,matched,96245 236996 236997,3,H7 La1 Ni5,186
1441,LiBH4,P63mc,186,Triv.,no,,,,NM,,HQ,3,95208 186262 245569,95208(k),95208,matched,95208 186262 245569,3,H4 B1 Li1,186
1442,Al(PO4),P63mc,186,Triv.,no,,,"k∗,b,s",NM,,HQ,1,279582,,279582,matched,279582,1,Al1 O4 P1,186
1443,Li(BrO4)(H2O)3,P63mc,186,Triv.,no,,,,NM,,HQ,1,73706,,73706,matched,73706,1,H6 Br1 Li1 O7,186
1444,Li(TcO4)(H2O)3,P63mc,186,Triv.,no,,,,NM,,HQ,1,422191,,422191,matched,422191,1,H6 Li1 O7 Tc1,186
1445,LaAuGe,P63mc,186,SM,no,,,,NM,,HQ,2,405322 656867,,405322,matched,405322 656867,2,Au1 Ge1 La1,186
1446,K3TaF8,P63mc,186,Triv.,no,,,k∗,NM,,HQ,1,248063,,248063,matched,248063,1,F8 K3 Ta1,186
1447,Mg3BeAl8O16,P63mc,186,Triv.,no,,,"k∗,b",NM,,,2,31227 31256,,31227,matched,31227 31256,2,Al8 Be1 Mg3 O16,186
1448,MnLa4OSe6,P63mc,186,SM,no,,,"b,s",AFM,,HQ,1,391303,,391303,matched,391303,1,La4 Mn1 O1 Se6,186
1449,MnLa4OS6,P63mc,186,SM,no,,,"b,s",FM,,HQ,1,391305,,391305,matched,391305,1,La4 Mn1 O1 S6,186
