num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels,material_id,verification,icsd_ids_verified,n_icsd_verified,site_formula,site_space_group_number
1101,Rb4(SbBr6)2,I41/amd,141,Triv.,no,,,,NM,,,9,202243 237000 242104 242105 242106 671957 674666 673140 26058,202243(b) 237000(b) 242104(b) 242105(b) 242106(b) 671957(b) 674666(b),26058,matched,26058,1,Br12 Rb4 Sb2,141
1102,Cs2(SbCl6),I41/amd,141,Triv.,no,,,,NM,,,3,49707 49708 49706,49707(b) 49708(b),49706,matched,49706 49707 49708,3,Cl6 Cs2 Sb1,141
1103,Fe2(PO4)O,I41/amd,141,SM,no,,,b,FM,,HQ,4,80554 80555 108812 108813,,80554,matched,80554 80555 108812 108813,4,Fe2 O5 P1,141
1104,Li3(BN2),I41/amd,141,Triv.,yes,Fig. 37,37,"b,s",NM,,HQ,2,155126 155127,,155126,matched,155126 155127,2,B1 Li3 N2,141
1105,YCrO4,I41/amd,141,SM,no,,,b,FM,,,3,26989 95971 157933,,26989,matched,26989 95971 157933,3,Cr1 O4 Y1,141
1106,BaGeGe3O9,P3,143,Triv.,no,,,"b,s",NM,,,1,15674,,15674,matched,15674,1,Ba1 Ge4 O9,143
1107,Ba3Si6O9N4,P3,143,Triv.,no,,,b,NM,,HQ,1,415918,,415918,matched,415918,1,Ba3 N4 O9 Si6,143
1108,Na3(ReO5),P31,144,Triv.,no,,,,,,HQ,1,36637,,36637,matched,36637,1,Na3 O5 Re1,144
1109,CsCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95536,,95536,matched,95536,1,Cd1 Cs1 N3 O6,146
1110,RbCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95537,,95537,matched,95537,1,Cd1 N3 O6 Rb1,146
1111,KCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95538,,95538,matched,95538,1,Cd1 K1 N3 O6,146
1112,TlCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95539,,95539,matched,95539,1,Cd1 N3 O6 Tl1,146
1113,K2Pb2Ge2O7,P3̄,147,Triv.,no,,,"b,s",NM,,,1,30247,,30247,matched,30247,1,Ge2 K2 O7 Pb2,147
1114,Zr3O5(SO4),P3̄,147,Triv.,no,,,b,NM,,,1,68335,,68335,matched,68335,1,O9 S1 Zr3,147
1115,Zr(HPO3)2,P3̄,147,Triv.,no,,,b,NM,,HQ,1,74463,,74463,matched,74463,1,H2 O6 P2 Zr1,147
1116,Ba(CoPO4)2,P3̄,147,Triv.,no,,,b,FM,,HQ,1,250709,,250709,matched,250709,1,Ba1 Co2 O8 P2,147
1117,Ba(Al2Si2O8),P3̄,147,Triv.,no,,,,NM,,HQ,2,191252 188056,"191252(b,s)",188056,matched,188056 191252,2,Al2 Ba1 O8 Si2,147
1118,CsFe(MoO4)2,P3̄,147,SM,yes,Fig. 38,38,"b,s",FM,,,1,191592,,191592,matched,191592,1,Cs1 Fe1 Mo2 O8,147
1119,CsFe(SO4)2,P3̄,147,SM,no,,,b,AFM,,,1,245667,,245667,matched,245667,1,Cs1 Fe1 O8 S2,147
1120,RbAg2Fe(VO4)2,P3̄,147,SM,yes,Fig. 38,38,"b,s",AFM,,HQ,2,194588 194589,,194588,matched,194588 194589,2,Ag2 Fe1 O8 Rb1 V2,147
1121,Na2BaMgP2O8,P3̄,147,Triv.,no,,,b,NM,,HQ,1,262716,,262716,matched,262716,1,Ba1 Mg1 Na2 O8 P2,147
1122,Zn(ReO4)2,P3̄,147,Triv.,yes,Fig. 38,38,"b,s",NM,,,1,51017,,51017,matched,51017,1,O8 Re2 Zn1,147
1123,Li14Cr2N8O,P3̄,147,Triv.,no,,,b,NM,,HQ,2,66098 151435,,66098,matched,66098 151435,2,Cr2 Li14 N8 O1,147
1124,Li14(PON3)2O,P3̄,147,Triv.,no,,,,NM,,HQ,1,428737,,428737,matched,428737,1,Li14 N6 O3 P2,147
1125,Na2(SO3),P3̄,147,Triv.,no,,,,,,,2,4432 31816,,4432,matched,4432 31816,2,Na2 O3 S1,147
1126,Mn(TiO3),R3̄,148,TI,yes,Fig. 38,38,b,AFM,,HQ,3,60006 171579 184649,,60006,matched,60006 171579 184649,3,Mn1 O3 Ti1,148
1127,NiPbF6,R3̄,148,Triv.,no,,,"b,s",FM,,,1,15108,,15108,matched,15108,1,F6 Ni1 Pb1,148
1128,LiMgAlF6,P321,150,Triv.,no,,,b,NM,,,1,5007,,5007,matched,5007,1,Al1 F6 Li1 Mg1,150
1129,AlF3,P321,150,Triv.,no,,,"k∗,b,s",NM,,,1,29131,,29131,matched,29131,1,Al1 F3,150
1130,Sr3(NbGa3Si2O14),P321,150,Triv.,no,,,"b,s",NM,,,1,181650,,181650,matched,181650,1,Ga3 Nb1 O14 Si2 Sr3,150
1131,Pb3Ga2Ge4O14,P321,150,Triv.,yes,Fig. 38,38,"b,s",NM,,HQ,1,250123,,250123,matched,250123,1,Ga2 Ge4 O14 Pb3,150
1132,Ba3Ga2Ge4O14,P321,150,Triv.,no,,,"b,s",NM,,HQ,1,250124,,250124,matched,250124,1,Ba3 Ga2 Ge4 O14,150
1133,Sr3Zn3TeP2O14,P321,150,Triv.,no,,,b,NM,,,1,252309,,252309,matched,252309,1,O14 P2 Sr3 Te1 Zn3,150
1134,Ba3Zn3TeP2O14,P321,150,Triv.,no,,,b,NM,,,10,252310 27745 29122 31048 67117 67121 40009 67122 67123 67124,"27745(b,s) 29122(b,s) 31048(b,s) 67117(b,s) 67121(b,s) 67122(b,s) 67123(b,s) 67124(b,s)",252310,matched,252310,1,Ba3 O14 P2 Te1 Zn3,150
1135,SiO2,P3121,152,Triv.,no,,,,NM,,HQ,27,67125 67126 74529 79634 79635 79636 79637 89658 89659 89660 89661 90145 93974 153453 153454 154289 200721 200722 200723 200724 200725 200726 200727 200728 200729 201352 201353,"67125(b,s) 67126(b,s) 74529(b,s) 79634(b,s) 79635(b,s) 79636(b,s) 79637(b,s) 89658(b,s) 89659(b,s) 89660(b,s) 89661(b,s) 90145(b,s) 93974(b,s) 153453(b,s) 153454(b,s) 154289(b,s) 200721(b,s) 200722(b,s) 200723(b,s) 200724(b,s) 200725(b,s) 200726(b,s) 200727(b,s) 200728(b,s) 200729(b,s) 201352(b,s) 201353(b,s)",27745,matched,27745 29122 31048 40009 67117 67121 67122 67123 67124 67125 67126 74529 79634 79635 79636 79637 89658 89659 89660 89661 90145 93974 153453 153454 154289 200721 200722 200723 200724 200725 200726 200727 200728 200729 201352 201353 201354 247141 670929,39,O2 Si1,152
1136,GeO2,P3121,152,Triv.,no,,,"b,s",NM,,,34,201354 247141 670929 53869 53870 59624 59625 59626 59627 59628 59629 59630 59631 59632 59633 59634 59635 59636 59637 59639 79638 79639 79640 79641 79642 79643 79644 200730 200731 200732 200733 200734 200735 200736,"201354(b,s) 247141(b,s)",53869,matched,53869 53870 59624 59625 59626 59627 59628 59629 59630 59631 59632 59633 59634 59635 59636 59637 59639 79638 79639 79640 79641 79642 79643 79644 200730 200731 200732 200733 200734 200735 200736,31,Ge1 O2,152
1137,Tl(NO2),P3121,152,Triv.,no,,,,NM,,,2,50325 50326,,50325,matched,50325 50326,2,N1 O2 Tl1,152
1138,KBe2(BO3)F2,R32,155,Triv.,no,,,,NM,,HQ,2,77277 155156,,77277,matched,77277 155156,2,B1 Be2 F2 K1 O3,155
1139,CsBe2BO3F2,R32,155,Triv.,no,,,,NM,,HQ,2,247622 260440,,247622,matched,247622 260440,2,B1 Be2 Cs1 F2 O3,155
1140,Na2Ca3Ta2O9,R32,155,Triv.,no,,,b,NM,,HQ,1,280154,,280154,matched,280154,1,Ca3 Na2 O9 Ta2,155
1141,YAl3(BO3)4,R32,155,Triv.,no,,,b,NM,,HQ,4,20223 91962 187082 674788,,20223,matched,20223 91962 187082 674788,4,Al3 B4 O12 Y1,155
1142,NaK(BH4)2,P3m1,156,Triv.,no,,,,NM,,,1,163376,,163376,matched,163376,1,H8 B2 K1 Na1,156
1143,NiO(OH),P3m1,156,SM,no,,,b,FM,,,1,169980,,169980,matched,169980,1,H1 Ni1 O2,156
1144,LiInMo3O8,P3m1,156,Triv.,no,,,b,NM,,,1,30579,,30579,matched,30579,1,In1 Li1 Mo3 O8,156
1145,Cs3(As5O9),P31m,157,Triv.,no,,,"b,s",NM,,HQ,1,413151,,413151,matched,413151,1,As5 Cs3 O9,157
1146,K3(V5O14),P31m,157,Triv.,no,,,"b,s",NM,,HQ,2,24068 248227,,24068,matched,24068 248227,2,K3 O14 V5,157
1147,Rb3(V5O14),P31m,157,Triv.,no,,,"b,s",NM,,HQ,2,248228 420851,,248228,matched,248228 420851,2,O14 Rb3 V5,157
1148,Mg3(Si2O5)(OH)4,P31m,157,Triv.,no,,,"b,s",NM,,HQ,11,17046 67332 67333 75933 75934 87436 87438 163889 163890 202358 245887,87438(k) 202358(k) 245887(k),17046,matched,17046 67332 67333 75933 75934 87436 87438 163889 163890 202358 245887,11,H4 Mg3 O9 Si2,157
1149,Si3N4,P31c,159,Triv.,no,,,,NM,,,12,26191 34096 16752 35560 35561 35562 35563 35564 35565 77811 79797 90146,26191(b) 34096(b) 35560(b) 35561(b) 35562(b) 35563(b) 35564(b) 35565(b) 77811(b) 79797(b) 90146(b),16752,matched,16752 26191 34096 35560 35561 35562 35563 35564 35565 77811 79797 90146 92156 239369 644683,15,N4 Si3,159
1150,Rb2(TeW3O12),P31c,159,Triv.,no,,,"k∗,b",NM,,,4,92156 239369 644683 97507,92156(b) 239369(b) 644683(b),97507,matched,97507,1,O12 Rb2 Te1 W3,159
1151,Tl2(MoO3)3(SeO3),P31c,159,Triv.,no,,,"k∗,b,s",NM,,,1,167531,,167531,matched,167531,1,Mo3 O12 Se1 Tl2,159
1152,KAl(SiO4),P31c,159,Triv.,no,,,"b,s",NM,,HQ,1,83449,,83449,matched,83449,1,Al1 K1 O4 Si1,159
1153,Si3N4,P31c,159,SM,no,,,b,FM,,,2,159207 187735,,159207,matched,159207 187735,2,N4 Si3,159
1154,K3MnO4CrO4,R3m,160,Triv.,no,,,"k∗,b",NM,,HQ,1,26803,,26803,matched,26803,1,Cr1 K3 Mn1 O8,160
1155,Cd(CN2),R3m,160,Triv.,no,,,,,,HQ,1,95265,,95265,matched,95265,1,C1 Cd1 N2,160
1156,Bi2O3,R3m,160,Triv.,no,,,"b,s",NM,,,1,168810,,168810,matched,168810,1,Bi2 O3,160
1157,C3N4,R3m,160,Triv.,no,,,"k∗,b",NM,,,4,246660 673898 674277 674292,,246660,matched,246660 673898 674277 674292,4,C3 N4,160
1158,CrO(OH),R3m,160,SM,no,,,,AFM,,HQ,3,1372 64754 88574,,1372,matched,1372 64754 88574,3,H1 Cr1 O2,160
1159,NaVS2,R3m,160,Triv.,no,,,b,FM,,,1,644994,,644994,matched,644994,1,Na1 S2 V1,160
1160,FeAl2S4,R3m,160,Triv.,no,,,b,,,,1,607619,,607619,matched,607619,1,Al2 Fe1 S4,160
1161,Y(HCOO)3,R3m,160,Triv.,no,,,,NM,,,1,109739,,109739,matched,109739,1,C3 H3 O6 Y1,160
1162,K2Na(Ag(CN)2)3,P3̄1m,162,Triv.,yes,Fig. 38,38,"k,b",NM,,HQ,1,65699,,65699,matched,65699,1,C6 Ag3 K2 N6 Na1,162
1163,SiO2,P3̄1m,162,TI,no,,,"k∗,b,s",NM,,,1,170552,,170552,matched,170552,1,O2 Si1,162
1164,Hg2(As2O6),P3̄1m,162,Triv.,no,,,"b,s",,,HQ,1,411230,,411230,matched,411230,1,As2 Hg2 O6,162
1165,Ag3(Co(CN)6),P3̄1m,162,Triv.,no,,,"k,b",NM,,,2,16959 28501,,16959,matched,16959 28501,2,C6 Ag3 Co1 N6,162
1166,Ag3(Fe(CN)6),P3̄1m,162,SM,no,,,"k,b",FM,,,2,173552 173553,,173552,matched,173552 173553,2,C6 Ag3 Fe1 N6,162
1167,Cd(Sb2O6),P3̄1m,162,Triv.,yes,Fig. 38,38,b,NM,,HQ,1,71028,,71028,matched,71028,1,Cd1 O6 Sb2,162
1168,Ca(Sb2O6),P3̄1m,162,Triv.,no,,,"b,s",NM,,HQ,1,74539,,74539,matched,74539,1,Ca1 O6 Sb2,162
1169,Sr(Sb2O6),P3̄1m,162,Triv.,no,,,"b,s",NM,,HQ,1,74540,,74540,matched,74540,1,O6 Sb2 Sr1,162
1170,Co(AsO3)2,P3̄1m,162,SM,no,,,b,AFM,,HQ,1,80350,,80350,matched,80350,1,As2 Co1 O6,162
1171,SrRu2O6,P3̄1m,162,Triv.,no,,,"b,s",AFM,,HQ,1,248351,,248351,matched,248351,1,O6 Ru2 Sr1,162
1172,Cd(As2O6),P3̄1m,162,Triv.,no,,,"b,s",NM,,HQ,1,280576,,280576,matched,280576,1,As2 Cd1 O6,162
1173,K(Ag(CN)2),P3̄1c,163,Triv.,yes,Fig. 38,38,"k∗,b",NM,,,1,30275,,30275,matched,30275,1,C2 Ag1 K1 N2,163
1174,SiO2,P3̄1c,163,SM,no,,,,NM,,,1,170495,,170495,matched,170495,1,O2 Si1,163
1175,CdZn2KB2O6F,P3̄1c,163,Triv.,no,,,b,NM,,HQ,1,248025,,248025,matched,248025,1,B2 Cd1 F1 K1 O6 Zn2,163
1176,(Ag3(H2O)3)(K(CN)2)3,P3̄1c,163,Triv.,no,,,k∗,,,,1,248371,,248371,matched,248371,1,C6 H6 Ag3 K3 N6 O3,163
1177,Na2Al2(B2O7),P3̄1c,163,Triv.,no,,,b,NM,,HQ,5,93389 237154 237155 237156 237157,93389(s),93389,matched,93389 237154 237155 237156 237157,5,Al2 B2 Na2 O7,163
1178,Ti3O,P3̄1c,163,SM,yes,Fig. 39,39,"b,s",,,,2,20041 24082,,20041,matched,20041 24082,2,O1 Ti3,163
1179,Cu3Zn(OH)6Cl2,P3̄m1,164,SM,no,,,"k,b",,,HQ,1,162099,,162099,matched,162099,1,H6 Cl2 Cu3 O6 Zn1,164
1180,Ba2(BO3)Br,P3̄m1,164,Triv.,no,,,,,,HQ,1,190941,,190941,matched,190941,1,B1 Ba2 Br1 O3,164
1181,Cu3MgCl2(OH)6,P3̄m1,164,SM,no,,,"k,b",,,HQ,1,240663,,240663,matched,240663,1,H6 Cl2 Cu3 Mg1 O6,164
1182,POF3,P3̄m1,164,Triv.,yes,Fig. 39,39,,,,HQ,1,250498,,250498,matched,250498,1,F3 O1 P1,164
1183,Zn(B(CN)4)2,P3̄m1,164,Triv.,no,,,b,NM,,HQ,1,415547,,415547,matched,415547,1,C8 B2 N8 Zn1,164
1184,Ba3MnNb2O9,P3̄m1,164,SM,no,,,"k,b,s",AFM,,HQ,2,171479 239731,,171479,matched,171479 239731,2,Ba3 Mn1 Nb2 O9,164
1185,Sr3MgTa2O9,P3̄m1,164,Triv.,no,,,"k,b,s",NM,,,1,194992,,194992,matched,194992,1,Mg1 O9 Sr3 Ta2,164
1186,Ba6IrNb2O12Cl2,P3̄m1,164,SM,no,,,"k∗,b,s",FM,,HQ,1,40693,,40693,matched,40693,1,Ba6 Cl2 Ir1 Nb2 O12,164
1187,Ba5(Nb4O15),P3̄m1,164,Triv.,no,,,"k,b,s",NM,,HQ,3,95192 157477 674451,,95192,matched,95192 157477 674451,3,Ba5 Nb4 O15,164
1188,Mn(OH)2,P3̄m1,164,SM,no,,,,AFM,,,1,23591,,23591,matched,23591,1,H2 Mn1 O2,164
1189,ReTi2,P3̄m1,164,SM,no,,,,NM,,,1,168953,,168953,matched,168953,1,Re1 Ti2,164
1190,TiS2,P3̄m1,164,Triv.,no,,,b,NM,SC∗,,18,26861 41663 52195 91579 174489 181500 601182 601315 603788 604416 651178 651186 651201 651203 651207 651212 651214 651217,,26861,matched,26861 41663 52195 91579 174489 181500 601182 601315 603788 604416 651178 651186 651201 651203 651207 651212 651214 651217,18,S2 Ti1,164
1191,MnI2,P3̄m1,164,SM,no,,,b,FM,,,1,33673,,33673,matched,33673,1,I2 Mn1,164
1192,MnBr2,P3̄m1,164,SM,no,,,b,FM,,,1,60250,,60250,matched,60250,1,Br2 Mn1,164
1193,NbS2,P3̄m1,164,SM,no,,,b,NM,,,2,237032 250594,,237032,matched,237032 250594,2,Nb1 S2,164
1194,CrSe2,P3̄m1,164,TI,no,,,b,FM,,,1,626718,,626718,matched,626718,1,Cr1 Se2,164
1195,Cs(Cu3O2),P3̄m1,164,Triv.,no,,,"k,b,s",NM,,HQ,1,413342,,413342,matched,413342,1,Cs1 Cu3 O2,164
1196,Fe2Si,P3̄m1,164,TI,no,,,,FM,,,1,161133,,161133,matched,161133,1,Fe2 Si1,164
1197,FeGa2S4,P3̄m1,164,Triv.,no,,,b,FM,,HQ,2,100706 602041,,100706,matched,100706 602041,2,Fe1 Ga2 S4,164
1198,K2RhF6,P3̄m1,164,SM,no,,,k∗,FM,,,1,28779,,28779,matched,28779,1,F6 K2 Rh1,164
1199,Rb2(RhF6),P3̄m1,164,SM,no,,,k∗,FM,,,1,28780,,28780,matched,28780,1,F6 Rb2 Rh1,164
1200,Tl2(SnF6),P3̄m1,164,Triv.,no,,,k∗,NM,,HQ,1,410801,,410801,matched,410801,1,F6 Sn1 Tl2,164
1201,NaTl3(SO3)2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,1626,,1626,matched,1626,1,Na1 O6 S2 Tl3,164
1202,Tl2(WO4),P3̄m1,164,Triv.,no,,,"k∗,b",NM,,HQ,1,8212,,8212,matched,8212,1,O4 Tl2 W1,164
1203,Na2(SO4),P3̄m1,164,SM,yes,Fig. 39,39,,FM,,,1,27955,,27955,matched,27955,1,Na2 O4 S1,164
1204,KNa(SO4),P3̄m1,164,Triv.,no,,,,NM,,,1,77343,,77343,matched,77343,1,K1 Na1 O4 S1,164
1205,K3V(VO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",AFM,,HQ,1,100782,,100782,matched,100782,1,K3 O8 V3,164
1206,Ca2(GeO4),P3̄m1,164,Triv.,yes,Fig. 39,39,"k∗,b",NM,,,1,182051,,182051,matched,182051,1,Ca2 Ge1 O4,164
1207,Ca2(SiO4),P3̄m1,164,Triv.,yes,Fig. 39,39,"k∗,b",NM,,,1,182052,,182052,matched,182052,1,Ca2 O4 Si1,164
1208,Tl2(MoO4),P3̄m1,164,Triv.,no,,,,NM,,HQ,1,280056,,280056,matched,280056,1,Mo1 O4 Tl2,164
1209,RbIn(WO4)2,P3̄m1,164,Triv.,yes,Fig. 40,40,"k∗,b",NM,,,1,24859,,24859,matched,24859,1,In1 O8 Rb1 W2,164
1210,KAl(MoO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",NM,,HQ,1,28018,,28018,matched,28018,1,Al1 K1 Mo2 O8,164
1211,KSc(MoO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",NM,,HQ,1,28019,,28019,matched,28019,1,K1 Mo2 O8 Sc1,164
1212,KFe(MoO4)2,P3̄m1,164,SM,yes,Fig. 39,39,"k∗,b,s",AFM,,HQ,1,153864,,153864,matched,153864,1,Fe1 K1 Mo2 O8,164
1213,BaZr(PO4)2,P3̄m1,164,Triv.,no,,,"k∗,b",NM,,HQ,1,173842,,173842,matched,173842,1,Ba1 O8 P2 Zr1,164
1214,CsV(MoO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",AFM,,HQ,1,202907,,202907,matched,202907,1,Cs1 Mo2 O8 V1,164
1215,RbFe(MoO4)2,P3̄m1,164,SM,yes,Fig. 39,39,"k∗,b,s",FM,,,2,245665 250409,,245665,matched,245665 250409,2,Fe1 Mo2 O8 Rb1,164
1216,CsFe(MoO4)2,P3̄m1,164,SM,yes,Fig. 39,39,"k∗,b,s",FM,,HQ,1,260887,,260887,matched,260887,1,Cs1 Fe1 Mo2 O8,164
1217,Li2MnO2,P3̄m1,164,SM,no,,,,FM,,HQ,1,37327,,37327,matched,37327,1,Li2 Mn1 O2,164
1218,CaMn2As2,P3̄m1,164,TI,no,,,,FM,,HQ,2,41792 609906,,41792,matched,41792 609906,2,As2 Ca1 Mn2,164
1219,CaMn2P2,P3̄m1,164,TI,no,,,,FM,,HQ,1,49017,,49017,matched,49017,1,Ca1 Mn2 P2,164
1220,SrMn2P2,P3̄m1,164,TI,no,,,,FM,,HQ,3,49019 77669 77670,,49019,matched,49019 77669 77670,3,Mn2 P2 Sr1,164
1221,LiCrS2,P3̄m1,164,SM,no,,,,FM,,,1,150674,,150674,matched,150674,1,Cr1 Li1 S2,164
1222,LiTiS2,P3̄m1,164,SM,no,,,,FM,,HQ,2,200709 642322,,200709,matched,200709 642322,2,Li1 S2 Ti1,164
1223,LiCrSe2,P3̄m1,164,SM,no,,,,,,,1,252879,,252879,matched,252879,1,Cr1 Li1 Se2,164
1224,Rb2PdC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,3,94394 421493 421494,,94394,matched,94394 421493 421494,3,C2 Pd1 Rb2,164
1225,Rb2PtC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,94395,,94395,matched,94395,1,C2 Pt1 Rb2,164
1226,Cs2PdC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,94396,,94396,matched,94396,1,C2 Cs2 Pd1,164
1227,Cs2PtC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,94397,,94397,matched,94397,1,C2 Cs2 Pt1,164
1228,K2PdC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,2,421489 421490,,421489,matched,421489 421490,2,C2 K2 Pd1,164
1229,K2PtC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,2,421491 421492,,421491,matched,421491 421492,2,C2 K2 Pt1,164
1230,Pd3(PS4)2,P3̄m1,164,Triv.,no,,,"k,b",NM,,,2,16296 35361,,16296,matched,16296 35361,2,P2 Pd3 S8,164
1231,Rb2(Sb2Al2O7),P3̄m1,164,Triv.,no,,,"k∗,b,s",NM,,HQ,1,154360,,154360,matched,154360,1,Al2 O7 Rb2 Sb2,164
1232,NaFe2O3,P3̄m1,164,SM,no,,,,FM,,,2,200009 424349,,200009,matched,200009 424349,2,Fe2 Na1 O3,164
1233,Cs2Mn(TeS3)2,P3̄c1,165,SM,no,,,"b,s",FM,,HQ,1,165378,,165378,matched,165378,1,Cs2 Mn1 S6 Te2,165
1234,KFe(MoO4)2,P3̄c1,165,SM,no,,,"b,s",AFM,,HQ,1,28020,,28020,matched,28020,1,Fe1 K1 Mo2 O8,165
1235,K5CuSb2,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,32032,,32032,matched,32032,1,Cu1 K5 Sb2,166
1236,K2Pt3PtS6,R3̄m,166,Triv.,yes,Fig. 40,40,"k∗,b",NM,,,1,40062,,40062,matched,40062,1,K2 Pt4 S6,166
1237,Li4NCl,R3̄m,166,Triv.,no,,,,NM,,HQ,1,84649,,84649,matched,84649,1,Cl1 Li4 N1,166
1238,Li5NCl2,R3̄m,166,Triv.,no,,,,NM,,HQ,1,84763,,84763,matched,84763,1,Cl2 Li5 N1,166
1239,C60,R3̄m,166,Triv.,no,,,,NM,,,1,95370,,95370,matched,95370,1,C60,166
1240,KPd2O3,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,248051,,248051,matched,248051,1,K1 O3 Pd2,166
1241,K2Hf3OF12,R3̄m,166,Triv.,no,,,,,,,1,251076,,251076,matched,251076,1,F12 Hf3 K2 O1,166
1242,ScAlOC,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,419683,,419683,matched,419683,1,C1 Al1 O1 Sc1,166
1243,CLi6,R3̄m,166,Triv.,no,,,b,,,,1,670920,,670920,matched,670920,1,C1 Li6,166
1244,Li3In2,R3̄m,166,SM,no,,,,NM,,HQ,2,10051 659829,,10051,matched,10051 659829,2,In2 Li3,166
1245,(B12C)C2,R3̄m,166,Triv.,no,,,,NM,,,1,612562,,612562,matched,612562,1,C3 B12,166
1246,Ba2NiTeO6,R3̄m,166,TI,yes,Fig. 40,40,"k∗,b,s",AFM,,,1,25005,,25005,matched,25005,1,Ba2 Ni1 O6 Te1,166
1247,K2Li(AlF6),R3̄m,166,Triv.,no,,,"b,s",NM,,HQ,2,37250 408552,37250(k),37250,matched,37250 408552,2,Al1 F6 K2 Li1,166
1248,Cs9Ni9F27,R3̄m,166,TI,yes,Fig. 40,40,"k,b,s",FM,,HQ,1,410393,,410393,matched,410393,1,Cs9 F27 Ni9,166
1249,In2Se3,R3̄m,166,SM,no,,,b,NM,,,5,17007 640489 640492 640498 640512,,17007,matched,17007 640489 640492 640498 640512,5,In2 Se3,166
1250,MnCl2,R3̄m,166,SM,no,,,b,FM,,HQ,1,33752,,33752,matched,33752,1,Cl2 Mn1,166
1251,MnBr2,R3̄m,166,SM,no,,,b,FM,,HQ,1,67500,,67500,matched,67500,1,Br2 Mn1,166
1252,Ni7Y2,R3̄m,166,SM,no,,,k,FM,,,4,108650 647051 647060 647076,,108650,matched,108650 647051 647060 647076,4,Ni7 Y2,166
1253,Cs2Cu3ZrF12,R3̄m,166,SM,no,,,"k,b,s",FM,,HQ,2,79114 182755,,79114,matched,79114 182755,2,Cs2 Cu3 F12 Zr1,166
1254,Cs2SnCu3F12,R3̄m,166,SM,no,,,"k,b,s",FM,,HQ,2,291388 291391,,291388,matched,291388 291391,2,Cs2 Cu3 F12 Sn1,166
1255,Cu3Zn(OH)6Cl2,R3̄m,166,SM,yes,Fig. 40,40,"k,b",FM,,HQ,1,425834,,425834,matched,425834,1,H6 Cl2 Cu3 O6 Zn1,166
1256,LiVO2,R3̄m,166,Triv.,no,,,,AFM,,,3,24594 202540 202541,,24594,matched,24594 202540 202541,3,Li1 O2 V1,166
1257,KCrS2,R3̄m,166,SM,no,,,b,FM,,,3,25723 42406 42407,,25723,matched,25723 42406 42407,3,Cr1 K1 S2,166
1258,NaTiS2,R3̄m,166,SM,no,,,b,FM,,,1,26305,,26305,matched,26305,1,Na1 S2 Ti1,166
1259,Cu(CrO2),R3̄m,166,SM,no,,,,AFM,SC∗,,11,26676 157800 163253 163254 163255 184467 189047 194151 194152 402290 670110,,26676,matched,26676 157800 163253 163254 163255 184467 189047 194151 194152 402290 670110,11,Cr1 Cu1 O2,166
1260,Ba2PCl,R3̄m,166,Triv.,no,,,,NM,,,1,28134,,28134,matched,28134,1,Ba2 Cl1 P1,166
1261,LiGaO2,R3̄m,166,Triv.,no,,,,NM,,,1,28388,,28388,matched,28388,1,Ga1 Li1 O2,166
1262,RbScO2,R3̄m,166,Triv.,no,,,b,NM,,,1,31959,,31959,matched,31959,1,O2 Rb1 Sc1,166
1263,NaTiO2,R3̄m,166,SM,no,,,b,FM,,,1,43439,,43439,matched,43439,1,Na1 O2 Ti1,166
1264,LiFeO2,R3̄m,166,SM,no,,,,FM,,HQ,3,51207 51759 78712,,51207,matched,51207 51759 78712,3,Fe1 Li1 O2,166
1265,Ca2NCl,R3̄m,166,Triv.,yes,Fig. 40,40,b,NM,,HQ,2,62555 153101,,62555,matched,62555 153101,2,Ca2 Cl1 N1,166
1266,Ca2NBr,R3̄m,166,Triv.,yes,Fig. 40,40,b,NM,,HQ,2,62556 153105,,62556,matched,62556 153105,2,Br1 Ca2 N1,166
1267,Na(RhO2),R3̄m,166,Triv.,no,,,,NM,,HQ,1,66280,,66280,matched,66280,1,Na1 O2 Rh1,166
1268,NaTaN2,R3̄m,166,Triv.,no,,,,NM,,HQ,5,67346 67347 76382 190937 657406,,67346,matched,67346 67347 76382 190937 657406,5,N2 Na1 Ta1,166
1269,NaNbN2,R3̄m,166,Triv.,no,,,,NM,,HQ,2,72557 657407,,72557,matched,72557 657407,2,N2 Na1 Nb1,166
