num,formula,space_group_symbol,space_group_number,topology_at_Ef,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
1,B3H7(CO),P1,1,Triv.,,NM,,HQ,1,10171,
2,Re2Cl5O4,P1,1,SM,,FM,,HQ,1,12111,
3,Bi2Pb2V2O10,P1,1,Triv.,b,NM,,HQ,1,60577,
4,NaBi3V2O10,P1,1,Triv.,,NM,,HQ,1,88455,
5,SiO2,P1,1,Triv.,,NM,,,10,39830 56608 170536 75656 75660 75661 75666 75667 75663 75670,"39830(b,s) 56608(b,s) 75656(b,s) 75660(b,s) 75661(b,s) 75666(b,s) 75667(b,s) 75670(b,s)"
6,S3N2NH2BF4,P1,1,Triv.,,NM,,HQ,1,201705,
7,NbCl3OS2(CH3)2(C2H4),P1,1,Triv.,,,,,1,241969,
8,Li6Cu(B4O10),P1,1,SM,,FM,,HQ,1,249215,
9,CsB3O5,P1,1,Triv.,"b,s",,,,1,673574,
10,Ca(HPO4),P1,1,Triv.,,NM,,HQ,3,918 10504 87196,
11,Ca((VO)(PO4))2(H2O)4,P1,1,Triv.,,FM,,HQ,2,43608 67660,
12,LiH(C2O4)(H2O),P1,1,Triv.,,NM,,HQ,1,246786,
13,(Cu(NH3)2)(Sn(OH)6),P1̄,2,SM,,FM,,,1,103,
14,(F2(ZrF3(H2O)3)2),P1̄,2,Triv.,,NM,,,1,1309,
15,Tl2(Cu(SO3)2),P1̄,2,SM,b,FM,,,1,2896,
16,K3N(SO3)2H2O,P1̄,2,Triv.,,NM,,,2,8001 201190,
17,(S4N3)BiCl4,P1̄,2,Triv.,,NM,,,1,9460,
18,(Re2O3Cl6)(ReO3Cl)2,P1̄,2,Triv.,,NM,,,1,10302,
19,K3(ReO2(CN)4),P1̄,2,Triv.,,NM,,,3,16121 26223 30430,
20,CsKNi(CN)4,P1̄,2,Triv.,,,,,1,16399,
21,K4((SO3)2(NO))2,P1̄,2,Triv.,,NM,,,1,16879,
22,Al2(Si4O10)O,P1̄,2,Triv.,"k∗,b",NM,,,1,30119,
23,Na2(B2(O2)2(OH)4)(H2O)6,P1̄,2,Triv.,,NM,,,1,30532,
24,S3N2AsF6,P1̄,2,TI,,FM,,HQ,1,31787,
25,H3OH3F4,P1̄,2,Triv.,,NM,,,1,32569,
26,(I3Cl2)(SbCl6),P1̄,2,Triv.,,NM,,HQ,2,32662 26402,
27,((CO)4MnPH2)2,P1̄,2,Triv.,,,,HQ,1,33267,
28,Na2Mg(SO3)2(H2O)2,P1̄,2,Triv.,,NM,,HQ,1,35767,
29,CsH3P2O7(H2O),P1̄,2,Triv.,b,NM,,,1,38033,
30,(PtCl2(NH3)4)(NO3)2,P1̄,2,Triv.,,NM,,HQ,1,38066,
31,(PdCl2(SCl2)2),P1̄,2,Triv.,,NM,,,1,39434,
32,(ClF2)(BiF6),P1̄,2,Triv.,,NM,,HQ,1,39555,
33,MgF2,P1̄,2,Triv.,,NM,,,1,51243,
34,MgCl2,P1̄,2,Triv.,,NM,,,1,51247,
35,SbF4(PO2F2),P1̄,2,Triv.,,NM,,HQ,1,51535,
36,PbCuAsO4,P1̄,2,Triv.,b,NM,,HQ,1,61677,
37,Na4Cu(AsO4)2,P1̄,2,SM,"b,s",FM,,HQ,1,63058,
38,I4(SbF6)2,P1̄,2,Triv.,,NM,,HQ,1,63301,
39,((SCl2)2Pt)Cl2,P1̄,2,Triv.,,NM,,HQ,1,66013,
40,(CN4H8)(SO4),P1̄,2,Triv.,,NM,,,1,74825,
41,Na7AlH2(CO3)4F4,P1̄,2,Triv.,,NM,,HQ,1,77052,
42,K((CH3)CO3),P1̄,2,Triv.,,NM,,HQ,1,77115,
43,ReF7,P1̄,2,Triv.,,NM,,HQ,1,78311,
44,Ca((HSO4)2(H2SO4)2),P1̄,2,Triv.,,NM,,HQ,1,85073,
45,(Mg(H2O)6)(CoCl4(H2O)2),P1̄,2,SM,,AFM,,HQ,1,96559,
46,Na2(HPO4)(H2O),P1̄,2,Triv.,,NM,,HQ,1,108838,
47,(CH3)2NOSiH2Cl,P1̄,2,Triv.,,NM,,,1,110528,
48,C3F6,P1̄,2,Triv.,,NM,,HQ,1,151184,
49,AgSc(CrO4)2(H2O)2,P1̄,2,Triv.,,NM,,HQ,1,156676,
50,Cu(O2N2CN)2(N2C4H4),P1̄,2,SM,,,,HQ,1,168724,
51,Cu(NH3)4(ReO4)2,P1̄,2,SM,,,,HQ,1,169583,
52,Ca2CuTe4O10Cl2,P1̄,2,SM,"b,s",FM,,HQ,1,171007,
53,(NH4)(HSeO3),P1̄,2,Triv.,,NM,,HQ,1,171372,
54,Na2S2O8,P1̄,2,Triv.,,NM,,HQ,1,171374,
55,Cu(SO3CF3)2,P1̄,2,SM,b,FM,,HQ,1,172335,
56,((C2(NH2)2)(NH)2N)2(SiF6),P1̄,2,Triv.,,NM,,,1,180801,
57,(Cd(NCS)2(CS(NH2)2)2)(H2O)2,P1̄,2,Triv.,,,,HQ,1,187240,
58,Tl4Cu(TeO6),P1̄,2,TI,b,FM,,HQ,1,187561,
59,Y2Cu(TeO3)2(SO4)2,P1̄,2,SM,"b,s",FM,,HQ,1,194348,
60,((CH3)2NH2)(H(C2O4))(H2C2O4)0.5,P1̄,2,Triv.,,NM,,,1,195083,
61,(XeF3)(BiF6),P1̄,2,Triv.,,NM,,,1,200043,
62,Al4Si8O22,P1̄,2,Triv.,"k∗,b",NM,,,1,201706,
63,Ca2Cu(OH)4(B(OH)4)2,P1̄,2,SM,,FM,,HQ,1,202148,
64,Fe(H2O)2(C4S4)(H2O)4,P1̄,2,Triv.,,,,HQ,1,203234,
65,Li3CuB3O7,P1̄,2,Triv.,,NM,,HQ,1,237524,
66,K3Zn2Cl7,P1̄,2,Triv.,,NM,,,1,239665,
67,Sn(SO4),P1̄,2,Triv.,,NM,,,2,245906 245907,
68,Tl4(IO3)6,P1̄,2,Triv.,,NM,,HQ,1,247060,
69,(In2(SeO3)2(C2O4)(H2O)2)(H2O)2,P1̄,2,Triv.,,NM,,HQ,1,249780,
70,Fe(NCS)2(OC(CH3)2)2,P1̄,2,Triv.,,FM,,HQ,1,250699,
71,Hg(CH3SO3)2(H2O)2,P1̄,2,Triv.,,NM,,HQ,1,251311,
72,(C2H10N2)Cu(H2O)2(V2O2F8),P1̄,2,SM,,FM,,,1,251432,
73,Na4NiTeO6,P1̄,2,Triv.,b,,,,1,253698,
74,K3(TcO2(CN)4),P1̄,2,Triv.,,NM,,HQ,1,260824,
75,(C2H8N)2(Sn(CH3)2Cl4),P1̄,2,Triv.,,NM,,,1,261582,
76,((Cu(H2O)2)Cl2(CdCl2))(H2O)2,P1̄,2,SM,,FM,,HQ,1,280299,
77,((N2H5)2((N4C)2N2))(N2H4)2,P1̄,2,Triv.,,NM,,,1,280661,
78,Te4(HfCl6),P1̄,2,Triv.,,NM,,HQ,1,401589,
79,(CF3)2O3,P1̄,2,Triv.,,NM,,HQ,1,401780,
80,(Li(NH3)4)2Te2,P1̄,2,Triv.,,NM,,,1,409556,
81,(SeCl3)(MoOCl4),P1̄,2,TI,b,FM,,HQ,1,410101,
82,Ni((NH2)SO3)2(H2O)4,P1̄,2,Triv.,,AFM,,,1,410198,
83,(Cu(C2N2H8)2)(Ni(CN)4),P1̄,2,SM,,FM,,,1,411632,
84,PbF(AsF6),P1̄,2,Triv.,,NM,,HQ,1,411788,
85,AuXe2(SbF6)2,P1̄,2,SM,,FM,,HQ,1,412106,
86,Au2Xe2F(SbF6)3,P1̄,2,Triv.,,NM,,HQ,1,412107,
87,(Cu(NH3)4)(N(NO2)2)2,P1̄,2,SM,,FM,,,1,412606,
88,(Pd(NH3)4)(N(NO2)2)2,P1̄,2,Triv.,,NM,,,1,412607,
89,KNaS2O7,P1̄,2,Triv.,,NM,,HQ,1,413050,
90,(F5S)(NCS),P1̄,2,Triv.,,NM,,HQ,1,413754,
91,Li4(PO2NH)4(H2O)4,P1̄,2,Triv.,,NM,,,1,415548,
92,(ReO3Cl)(ReOCl4),P1̄,2,Triv.,,FM,,HQ,1,416429,
93,(Cs2(H6Te2O10))(Te(OH)6),P1̄,2,Triv.,,,,,1,417437,
94,Ir(PO3)3,P1̄,2,Triv.,b,NM,,HQ,1,419717,
95,Pd(NH3)2(NO2)2,P1̄,2,Triv.,,NM,,HQ,1,420291,
96,Pt(H2O)4(SbF6)2,P1̄,2,Triv.,,NM,,HQ,1,421861,
97,Rb3In(IO3)6,P1̄,2,Triv.,b,NM,,HQ,1,422058,
98,Ag2BaCu(VO4)2,P1̄,2,TI,"b,s",FM,,HQ,1,422132,
99,H6O12P4Rb2,P1̄,2,Triv.,b,NM,,HQ,1,423682,
100,H6Cs2O12P4,P1̄,2,Triv.,b,NM,,HQ,1,423683,
101,Ba2(Pd(HS2O7)2(S3O10)2),P1̄,2,Triv.,,NM,,,1,425466,
102,NaClO4(H2O)2,P1̄,2,Triv.,,NM,,HQ,1,425697,
103,CuSb6O8(SO4)2,P1̄,2,SM,b,FM,,,1,428356,
104,Cs(HS2O7),P1̄,2,Triv.,,NM,,HQ,1,428724,
105,PbF(SbF6),P1̄,2,Triv.,,NM,,HQ,1,429016,
106,(PCl4)2(Re2Cl10),P1̄,2,Triv.,,FM,,HQ,1,410188,
107,Ag(TaF6)2,P1̄,2,SM,"b,s",FM,,HQ,1,62543,
108,Ag(BiF6)2,P1̄,2,SM,"b,s",FM,,HQ,1,79879,
109,Na(AgZr2F11),P1̄,2,SM,,FM,,HQ,1,65179,
110,NaCu(Zr2F11),P1̄,2,SM,,FM,,HQ,1,78869,
111,(InCl2(NH3)4)(In(NH3)2Cl4),P1̄,2,Triv.,,NM,,,1,281343,
112,(CH3)NSOF2,P1̄,2,Triv.,,NM,,HQ,1,237988,
113,Ba6Mg11F34,P1̄,2,Triv.,b,NM,,,1,413125,
114,BaCoP2O7,P1̄,2,Triv.,b,FM,,HQ,1,202853,
115,((C2H4(OH))NH3)(CuBr3),P1̄,2,Triv.,,FM,,,1,110471,
116,Ca(H2PO4)2,P1̄,2,Triv.,,NM,,,2,2633 2632,2633(b)
117,Ca(C2O4)(H2O)3,P1̄,2,Triv.,,NM,,,2,77096 159351,
118,(Co(H2O)6)(SnF3)2,P1̄,2,SM,,AFM,,,1,27799,
119,(Ni(H2O)6)(SnF3)2,P1̄,2,Triv.,,AFM,,HQ,1,79718,
120,(Cd(H2O)6)(SnF3)2,P1̄,2,Triv.,,,,HQ,1,166590,
121,Cu(ReO4)2(H2O)4,P1̄,2,SM,,,,HQ,1,402669,
122,(Ni(H2O)4)(ReO4)2,P1̄,2,Triv.,,FM,,HQ,1,402773,
123,Co(H2O)4(ReO4)2,P1̄,2,SM,,FM,,HQ,1,402964,
124,Cs4Cu(Si2O7),P1̄,2,SM,b,FM,,HQ,1,50444,
125,Rb4(CuSi2O7),P1̄,2,SM,"b,s",FM,,HQ,1,85405,
126,CuZn2(AsO4)2,P1̄,2,SM,b,FM,,,3,18115 26839 100249,
127,Cd2Cu(PO4)2,P1̄,2,SM,b,FM,,HQ,1,249777,
128,CuH10(AsO4)4,P1̄,2,SM,,FM,,,1,59158,
129,Na2Co(SeO4)2(H2O)2,P1̄,2,SM,,,,HQ,1,98683,
130,Na2Ni(SeO4)2(H2O)2,P1̄,2,Triv.,,FM,,HQ,1,98684,
131,(Co(O2N2CN)2(H2O)2(N2C4H4))(H2O)2,P1̄,2,SM,,,,,1,168723,
132,Fe(SC(NH2)2)2(NCS)2,P1̄,2,Triv.,,FM,,,1,10452,
133,H3BO3,P1̄,2,Triv.,,NM,,,4,52290 61354 24711 61365,52290(b) 61354(b) 61365(b)
134,H3OBF4,P1̄,2,Triv.,,NM,,HQ,1,15591,
135,Hg(Mn(CO)5)2,P1̄,2,Triv.,,NM,,,1,16124,
136,(Br3)(AsF6),P1̄,2,Triv.,,NM,,HQ,1,33811,
137,K2(O2(SO3)2),P1̄,2,Triv.,,NM,,,2,16972 54024,
138,Cs2Cu(Cr2O7)2(H2O)2,P1̄,2,SM,,FM,,HQ,1,156678,
139,K6(CuSi2O8),P1̄,2,SM,"b,s",FM,,HQ,1,85404,
140,Cs6(NiSi2O8),P1̄,2,Triv.,"b,s",NM,,HQ,1,409506,
141,K(HCO3),P1̄,2,Triv.,,NM,,,1,157166,
142,K(HSeO3),P1̄,2,Triv.,,NM,,HQ,1,20862,
143,KMgH(CO3)2(H2O)4,P1̄,2,Triv.,,NM,,HQ,2,63137 63138,
144,KNi(H(CO3)2)(H2O)4,P1̄,2,Triv.,,AFM,,HQ,1,68710,
145,NaLa(SO4)2,P1̄,2,Triv.,,NM,,,4,20354 16970 16976 27771,16970(b) 16976(b) 27771(b)
146,Al2O(SiO4),P1̄,2,Triv.,,NM,,,18,77538 27985 28272 77539 77540 77541 77542 83450 83451 83452 83453 83454 85742 86341 100455 100456 100457 167293,77538(b) 77539(b) 77540(b) 77541(b) 77542(b) 83450(b) 83451(b) 83452(b) 83453(b) 83454(b) 85742(b) 86341(b) 100455(b) 100456(b) 100457(b) 167293(b)
147,Li6Ga2(BO3)4,P1̄,2,Triv.,,NM,,,3,167294 167295 9987,167294(b) 167295(b)
148,Li4(P2O7),P1̄,2,Triv.,,NM,,HQ,3,59243 248414 246859,59243(b) 248414(b)
149,LiAl(PO4)(OH),P1̄,2,Triv.,b,NM,,HQ,1,68921,
150,(Mg(H2O)6)(S2O6),P1̄,2,Triv.,,FM,,,1,1834,
151,(Zn(H2O)6)(S2O6),P1̄,2,Triv.,,NM,,,1,1836,
152,(((Mn(CO)5)2In)2Cl2),P1̄,2,Triv.,,NM,,,1,889,
153,Li6CuB4O10,P1̄,2,SM,b,FM,,HQ,1,237526,
154,Na2Ca(P2O7),P1̄,2,Triv.,,NM,,HQ,1,89468,
155,Na4(WO2N2),P1̄,2,Triv.,b,NM,,HQ,1,73101,
156,K(C(CN)3),P1̄,2,Triv.,,NM,,,2,77046 428779,
157,Na(ClO2)(H2O)3,P1̄,2,Triv.,,NM,,,2,1858 1954,
158,Na(BrO2)(H2O)3,P1̄,2,Triv.,,NM,,HQ,1,74654,
159,Os3(CO)9Se2,P1̄,2,Triv.,b,NM,,,1,30552,
160,Ru3Se2(CO)9,P1̄,2,Triv.,b,NM,,,1,72764,
161,Pb4Cu(SO4)2(OH)6,P1̄,2,SM,b,FM,,HQ,1,380382,
162,PbBi6O4(PO4)4,P1̄,2,Triv.,,NM,,,1,91258,
163,Mg(SO4)(H2O)5,P1̄,2,Triv.,,NM,,,1,2776,
164,((SCl2)S(SCl))(AsF6),P1̄,2,Triv.,,NM,,HQ,2,75451 154804,
165,Ca2Ba(Si3O9),P1̄,2,Triv.,,NM,,,1,24426,
166,K2Co(H2P2O7)2(H2O)2,P1̄,2,SM,,AFM,,,1,261585,
167,Tl2Co(H2P2O7)2(H2O)2,P1̄,2,SM,b,AFM,,,1,416650,
168,Tl2Ni(H2P2O7)2(H2O)2,P1̄,2,Triv.,b,FM,,,1,416651,
169,Rb2Cu(H2PO4)4,P1̄,2,SM,b,FM,,,1,421806,
170,Rb2Co(H2PO4)4,P1̄,2,SM,b,AFM,,,1,421807,
171,Rb2Ni(H2PO4)4,P1̄,2,Triv.,b,FM,,,1,421808,
172,Y2(SiO4)(CO3),P1̄,2,Triv.,,NM,,HQ,1,88878,
173,Y6OsI10,P1̄,2,Triv.,b,NM,,HQ,1,74649,
174,Y6IrI10,P1̄,2,SM,b,NM,,HQ,1,74650,
175,(PtY6)I10,P1̄,2,Triv.,b,NM,,HQ,1,424468,
176,NH4(POS(NH2)2),P21,4,Triv.,,NM,,HQ,1,25702,
177,Na3Sr(PO4)(CO3),P21,4,Triv.,,NM,,HQ,1,39559,
178,(BrF3)(AuF3),P21,4,Triv.,,NM,,HQ,1,93481,
179,((CH3)3NH)(ClO4),P21,4,Triv.,,NM,,,1,110284,
180,F5TeNH2,P21,4,Triv.,,NM,,HQ,1,171449,
181,(Li(BH4))3(NH2NH2),P21,4,Triv.,,NM,,,1,189247,
182,KTeOF3,P21,4,Triv.,,NM,,HQ,1,201155,
183,Rb4(CO4),P21,4,Triv.,,NM,,,1,245442,
184,Na(HCO2)(H2O)2,P21,4,Triv.,,NM,,HQ,1,250496,
185,(Zn(NH3)2Se4),P21,4,Triv.,,NM,,HQ,1,425783,
186,Cs2(S5O16),P21,4,Triv.,,,,,1,428769,
187,Na3(FeF6),P21,4,SM,b,,,HQ,1,20157,
188,CaBa(CO3)2,P21,4,Triv.,,NM,,,3,24442 36201 157982,
189,Cs(AsF4),P21,4,Triv.,,NM,,HQ,2,54852 413041,
190,Hg(C2O4),P21,4,Triv.,,NM,,HQ,4,56458 56459 151138 151139,
191,La(OH)2NO3,P21,4,Triv.,,,,,1,243495,
192,Rb(SO3(CF3)),P21,4,Triv.,,NM,,HQ,2,171662 415817,
193,Cs(SO3(CF3)),P21,4,Triv.,,NM,,HQ,1,415056,
194,I2Sb2F11,C2,5,SM,,FM,,HQ,1,6031,
195,As(CN)3,C2,5,Triv.,,NM,,HQ,2,18199 35330,
196,Sr3(Si3O9),C2,5,Triv.,,,,HQ,1,32542,
197,Na2(S4O6)(H2O)2,C2,5,Triv.,,NM,,HQ,1,40833,
198,K2LiBO3,C2,5,Triv.,,NM,,HQ,1,60949,
199,BaCu(B2O5),C2,5,SM,b,FM,,HQ,1,84683,
200,Cs4(CO4),C2,5,Triv.,,,,,3,245453 245450 245452,
201,Ca(NH2BH3)2,C2,5,Triv.,,NM,,HQ,2,246139 246140,
202,(NO2)(Ga(NO3)4),C2,5,Triv.,,NM,,HQ,2,280269 280270,
203,Ba2(VO)(PO4)2,C2,5,Triv.,b,,,HQ,1,405256,
204,Pt(NH3)2(NO2)2,C2,5,Triv.,,NM,,HQ,1,420292,
205,CsMn(HP3O10),C2,5,Triv.,b,FM,,HQ,2,39871 51089,
206,CsGa(HP3O10),C2,5,Triv.,b,NM,,HQ,1,409692,
207,Li4(CO4),C2,5,Triv.,,NM,,,5,245393 245395 245397 245404 245405,245393(b)
208,Ca3ZnGeO2(Ge4O12),C2,5,Triv.,"b,s",NM,,,1,252464,
209,F6O4Os2,Pc,7,Triv.,,NM,,HQ,1,240330,
210,(NH4)Na(PO3F)(H2O),Pc,7,Triv.,,NM,,HQ,1,240974,
211,CuCO3,Cm,8,SM,,FM,,,1,6179,
212,K(NO2),Cm,8,Triv.,,NM,,,2,26764 36202,
213,(C(NH2)3)2(TiF6),Cm,8,Triv.,,NM,,HQ,1,36529,
214,K3(VO(O2)2(CO3)),Cm,8,Triv.,,NM,,HQ,1,60813,
215,(C(NH2)3)(NO3),Cm,8,Triv.,,NM,,HQ,1,75221,
216,LiCsSO3(H2O)2,Cm,8,Triv.,,NM,,HQ,1,200780,
217,SrBO2F,Cm,8,Triv.,,,,,1,674232,
218,Ca4LaO(BO3)3,Cm,8,Triv.,,NM,,HQ,2,93152 180596,
219,In(PO3)3,Cc,9,Triv.,b,NM,,HQ,2,39710 421261,
220,Ca(C2O4),P2/m,10,Triv.,,NM,,HQ,2,246004 246005,
221,AsSbF8,P21/m,11,Triv.,,NM,,HQ,1,9920,
222,S4N4AsF5,P21/m,11,Triv.,,NM,,HQ,1,14083,
223,Cs(HSO4),P21/m,11,Triv.,,NM,,HQ,1,24377,
224,(C(NH2)3)2(MoO4),P21/m,11,Triv.,,NM,,,1,49910,
225,Cu(NH3)4(MnO4)2,P21/m,11,SM,,FM,,,1,61243,
226,(Ag(H2O)2)(MnF4(H2O)2),P21/m,11,Triv.,,FM,,,1,74965,
227,Na3OsO4(OH)2,P21/m,11,SM,b,FM,,HQ,1,172060,
228,K2(HCO3)F(H2O),P21/m,11,Triv.,,NM,,HQ,1,188659,
229,Cs((CF3)2BF2),P21/m,11,Triv.,,NM,,HQ,1,200869,
230,((CH3)3(CH2Br)N)(BF4),P21/m,11,Triv.,,NM,,,1,249155,
231,((CO)2(CF2)(Fe(CO)3)2),P21/m,11,Triv.,,NM,,,1,279643,
232,((ClCH2)(CH3)3N)(BF4),P21/m,11,Triv.,,NM,,,1,320194,
233,(C2H6N)3PO,P21/m,11,Triv.,,NM,,,1,409222,
234,(PBr3H)(As2F11),P21/m,11,Triv.,,NM,,,1,412035,
235,((CH3)3NH)(ClO4),P21/m,11,Triv.,,NM,,,1,110285,
236,((CH3)3NH)(BF4),P21/m,11,Triv.,,NM,,,1,171202,
237,PbFeGe3O10H4,P21/m,11,Triv.,,FM,,,2,5326 290250,
238,Co2(CO)8,P21/m,11,Triv.,,NM,,,3,16567 37252 37253,
239,Cs(H2PO4),P21/m,11,Triv.,b,NM,,,3,79608 79609 200895,
240,K2(AlF5)(H2O),P21/m,11,Triv.,,NM,,HQ,1,81863,
241,K2(S2O5),P21/m,11,Triv.,,NM,,HQ,3,16701 31817 60025,
242,KTi(SO4)2(H2O),P21/m,11,SM,,FM,,HQ,1,159479,
243,KLi2(OH)3,P21/m,11,Triv.,,NM,,HQ,1,65148,
244,Ag(Mo3P2O14),P21/m,11,SM,b,FM,,,1,74937,
245,K(Mo3P2O14),P21/m,11,SM,b,FM,,,1,78069,
246,K(Os(NO)F5),P21/m,11,SM,,FM,,,1,166586,
247,Cs(Os(NO)F5),P21/m,11,SM,,,,,1,166587,
248,NaFe(SO4)F(H2O)2,P21/m,11,Triv.,,AFM,,,1,169110,
249,NaNi(SO4)F(H2O)2,P21/m,11,Triv.,,FM,,,1,169112,
250,La2Br5,P21/m,11,SM,b,FM,,HQ,1,65480,
251,NbCl4,C2/m,12,Triv.,"b,s",NM,,HQ,1,1010,
252,(Cu(NH3)4)(I2)2,C2/m,12,SM,,FM,,HQ,1,4072,
253,AgCo(CO)4,C2/m,12,Triv.,,NM,,,1,31388,
254,(I4)(AsF6)2,C2/m,12,Triv.,,NM,,HQ,1,37001,
255,K2(Pd(NO2)2Cl2),C2/m,12,Triv.,,NM,,HQ,1,39851,
256,O2,C2/m,12,Triv.,,FM,,,4,43074 18311 173932 173933,
257,(I2(IOs(CO)3)2),C2/m,12,Triv.,,NM,,HQ,1,68901,
258,Li8Bi2PdO10,C2/m,12,Triv.,b,NM,,HQ,1,73000,
259,(NH4)2(Cu(H2O)2(PO3F)2),C2/m,12,SM,,FM,,HQ,1,74551,
260,(Ni(N(CN)2)2)(HCON(CH3)2)2,C2/m,12,Triv.,,FM,,,1,109784,
261,(Co(C2N3)2)(HCON(CH3)2)2,C2/m,12,SM,,FM,,,1,109797,
262,Cs2(Pt(C2O4)F4),C2/m,12,Triv.,,NM,,,1,109890,
263,((CH3)3NH)2(SnF6)(H2O)2,C2/m,12,Triv.,,NM,,,1,110229,
264,((CH3)2NH2)I,C2/m,12,Triv.,,NM,,HQ,2,110536 110537,
265,Rb4(Cl12C(ZrCl)6),C2/m,12,Triv.,b,NM,,HQ,1,165401,
266,(N(CH3)4)2Cs(Co(CN)6),C2/m,12,Triv.,,NM,,,1,168575,
267,(NH4)2C4O4,C2/m,12,Triv.,,NM,,HQ,2,172053 172054,
268,(NH4)2S8,C2/m,12,Triv.,,NM,,,1,187244,
269,Mg(ClO4)2(H2O)2,C2/m,12,Triv.,,NM,,HQ,1,261132,
270,C22F14,C2/m,12,Triv.,,NM,,,2,411879 411880,
271,NaBa(PO2NH)3,C2/m,12,Triv.,,NM,,,1,415259,
272,Na2(CrF6)(HF)2,C2/m,12,Triv.,,FM,,HQ,1,418677,
273,Rb2(C2)(NH3)2,C2/m,12,Triv.,,,,HQ,1,425117,
274,NaMn(Zr2F11),C2/m,12,SM,,FM,,HQ,1,81219,
275,Na(VHf2F11),C2/m,12,SM,,FM,,HQ,1,94460,
276,Li(SO3F),C2/m,12,Triv.,b,NM,,HQ,1,1384,
277,AlWO4,C2/m,12,Triv.,b,FM,,HQ,1,4164,
278,Cs4(IrO4),C2/m,12,SM,,FM,,HQ,1,72287,
279,K4(Nb6Cl18),C2/m,12,Triv.,,NM,,,1,41118,
280,K4((NbBr)6Br12),C2/m,12,Triv.,,NM,,HQ,1,49687,
281,K4(Ta6Cl12)Cl6,C2/m,12,Triv.,,NM,,HQ,1,59851,
282,Tl4(Br12(NbBr)6),C2/m,12,Triv.,,NM,,HQ,1,402033,
283,Rb4(Nb6Cl18),C2/m,12,Triv.,,NM,,HQ,2,402272 404165,
284,KCr(C2O4)2(H2O)2,C2/m,12,SM,,AFM,,HQ,1,172524,
285,RbCr(C2O4)2(H2O)2,C2/m,12,SM,,AFM,,HQ,1,281565,
286,(Ni(NH3)4)(NCS)2,C2/m,12,Triv.,,FM,,HQ,1,72515,
287,Ni(NH3)4(NO2)2,C2/m,12,Triv.,,FM,,HQ,2,201208 201209,
288,NiCl2(H2O)6,C2/m,12,Triv.,,FM,,,3,22284 64878 64879,
289,CoCl2(H2O)6,C2/m,12,SM,,AFM,,,3,34429 42744 69393,
290,O8,C2/m,12,Triv.,,NM,,,5,156481 236855 236856 236857 236858,
291,(NO2)(AsF6),C2/m,12,TI,,NM,,HQ,1,68906,
292,In2Ge2O7,C2/m,12,Triv.,b,NM,,HQ,4,20053 74896 239592 409548,
293,(V(H2O)6)(CF3SO3)2,C2/m,12,SM,,FM,,,1,68779,
294,(Fe(H2O)6)((CF3)SO3)2,C2/m,12,Triv.,,FM,,,2,109429 280328,
295,Zn3(AsO4)2(H2O)8,C2/m,12,Triv.,,NM,,,1,100492,
296,TaCl4,C2/m,12,Triv.,"b,s",NM,,HQ,1,402406,
297,WOF4,C2/m,12,Triv.,,NM,,HQ,1,10393,
298,(Mn(N2H4)2)Cl2,C2/m,12,SM,,FM,,HQ,1,25784,
299,Zr2O(PO4)2,C2/m,12,Triv.,b,NM,,,5,416014 424511 424513 424514 424515,
300,Cs2(Sb2F10O),P2/c,13,Triv.,,NM,,HQ,1,21016,
301,Sr(Cu(OH)4)(H2O),P2/c,13,SM,,FM,,HQ,1,154808,
302,Li(BH4),P2/c,13,Triv.,,FM,,,1,168803,
303,LiC2(CN)4,P2/c,13,SM,,NM,,HQ,9,251418 251419 251420 251421 251422 251423 251424 251425 251426,
304,Cs2(CO3)(H2O)3,P2/c,13,Triv.,,NM,,HQ,2,411684 411685,
305,CuSr(HCOO)4,P2/c,13,SM,,FM,,HQ,1,150120,
306,CaCu(HCOO)4,P2/c,13,SM,,FM,,HQ,1,151315,
307,K((CF3)BF3),P21/c,14,Triv.,,NM,,,1,1194,
308,Mg2(Si2O6),P21/c,14,Triv.,b,NM,,,1,5218,
309,(K(H2PO3))(HF),P21/c,14,Triv.,,NM,,,1,9151,
310,((POCl3)OCl2MoCl2MoOCl2(POCl3)),P21/c,14,Triv.,,FM,,,1,15320,
311,K(Au(NO3)4),P21/c,14,Triv.,,NM,,,1,16141,
312,K(PNH3O3),P21/c,14,Triv.,,NM,,,1,23291,
313,BF3,P21/c,14,Triv.,,NM,,,1,24783,
314,(PNF2)4,P21/c,14,Triv.,,NM,,,2,31038 31125,
315,S6N4(SO3F)2,P21/c,14,Triv.,,NM,,,1,31789,
316,CsHC2O4,P21/c,14,Triv.,,NM,,,1,39364,
317,Cs2C2O4(H2O)2,P21/c,14,Triv.,,NM,,HQ,1,39365,
318,K2(SbF5),P21/c,14,Triv.,,NM,,,1,39634,
319,Rb(H2PO4),P21/c,14,Triv.,,NM,,,1,47189,
320,(Ag(NCCl)2)(SbF6),P21/c,14,Triv.,,NM,,HQ,1,64638,
321,Bi2Cu(SeO3)4,P21/c,14,SM,"b,s",FM,,,2,66826 66827,
322,Co(HSeO3)2(H2O)2,P21/c,14,SM,,FM,,,1,75134,
323,Cs(ReF6O),P21/c,14,Triv.,,NM,,,1,78392,
324,(Si(NH3)2)F4,P21/c,14,Triv.,,NM,,HQ,1,78902,
325,Cs(SO3F),P21/c,14,Triv.,,NM,,HQ,1,82520,
