icsd,formula,space_group_number,space_group_symbol,point_group,material_id,curated_flatband,best_flatband,atomic_flatband,high_quality,topology_soc,topology_nosoc,superconductor,nonzero_magnetisation,theory_entry,n_electrons,structure_type,a,b,c,alpha,beta,gamma,n_kagome,n_pyrochlore,n_lieb,n_bipartite,n_split,materials_project,cif_file,cif_symmetry_ops
27046,O3 Sr1 Zr1,221,Pm-3m,<i>m</i>-3<i>m</i>,27046,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.093,4.093,4.093,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/27046,cif/27046.cif,48
27047,O3 Sn1 Sr1,221,Pm-3m,<i>m</i>-3<i>m</i>,27047,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.0254,4.0254,4.0254,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27047,cif/27047.cif,48
27048,Ba1 O3 Zr1,221,Pm-3m,<i>m</i>-3<i>m</i>,27048,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.1815,4.1815,4.1815,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/27048,cif/27048.cif,48
27049,Ba1 O3 Sn1,221,Pm-3m,<i>m</i>-3<i>m</i>,27049,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.1085,4.1085,4.1085,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/27049,cif/27049.cif,48
27114,O4 Sn1 Sr2,139,I4/mmm,4/<i>mmm</i>,27114,1,0,0,0,Trivial,Trivial,0,0,0,48,K2MgF4,4.037,4.037,12.53,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27114,cif/27114.cif,32
27119,O7 Sn2 Ta2,227,Fd-3m,<i>m</i>-3<i>m</i>,27119,1,1,0,0,Trivial,Trivial,0,0,0,120,Pyrochlore-NaCa(Nb2O6)F,10.48,10.48,10.48,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/27119,cif/27119.cif,192
27120,O7 Pb2 Sb2,227,Fd-3m,<i>m</i>-3<i>m</i>,27120,1,1,0,0,ES (SM),ESFD (SM),0,0,0,120,Pyrochlore-NaCa(Nb2O6)F,10.4,10.4,10.4,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/27120,cif/27120.cif,192
27121,Ca2 O7 Ta2,227,Fd-3m,<i>m</i>-3<i>m</i>,27121,1,1,0,0,Trivial,Trivial,0,0,0,112,Pyrochlore-NaCa(Nb2O6)F,10.37,10.37,10.37,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/27121,cif/27121.cif,192
27136,Cl1 Fe1 O1,59,Pmmn,<i>mmm</i>,16013,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,42,FeOCl,3.75,7.95,3.3,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/27136,cif/27136.cif,8
27154,H8 O12 Si8,148,R-3,-3,27154,0,0,1,1,Trivial,Trivial,0,0,0,112,H2SiO3,9.131,9.131,15.357,90,90,120,0,0,0,3,0,https://materialsproject.org/materials/icsd/27154,cif/27154.cif,18
27200,B1 F15 O3 Te3,176,P63/m,6/<i>m</i>,27200,0,0,1,0,Trivial,Trivial,0,1,0,288,,9.218,9.218,9.207,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/27200,cif/27200.cif,12
27293,C1 O3 Sr1,62,Pnma,<i>mmm</i>,15195,0,0,1,1,Trivial,Trivial,0,0,0,128,Aragonite-CaCO3(oP20),6.02,5.093,8.376,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27293,cif/27293.cif,8
27315,Mo1 O5 V1,85,P4/n,4/<i>m</i>,27315,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,82,VOSO4-alpha,6.6078,6.6078,4.2646,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/27315,cif/27315.cif,8
27327,Cu2 F6 Hg2 S1,227,Fd-3m,<i>m</i>-3<i>m</i>,27327,1,0,0,1,ES (SM),ESFD (SM),0,0,0,188,Pyrochlore-NaCa(Nb2O6)F,10.7347,10.7347,10.7347,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/27327,cif/27327.cif,192
27330,F6 Hg2 O1 Zn2,227,Fd-3m,<i>m</i>-3<i>m</i>,27330,1,1,0,1,Trivial,Trivial,0,0,0,192,Pyrochlore-NaCa(Nb2O6)F,10.333,10.333,10.333,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/27330,cif/27330.cif,192
27339,F6 K1 Rb2 Rh1,225,Fm-3m,<i>m</i>-3<i>m</i>,27339,0,0,1,0,Trivial,Trivial,0,0,0,78,Elpasolite-K2NaAlF6,8.876,8.876,8.876,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/27339,cif/27339.cif,192
27341,F6 Na1 Rb2 Rh1,225,Fm-3m,<i>m</i>-3<i>m</i>,27341,0,0,1,0,Trivial,Trivial,0,0,0,70,Elpasolite-K2NaAlF6,8.492,8.492,8.492,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27341,cif/27341.cif,192
27342,F6 K2 Na1 Rh1,225,Fm-3m,<i>m</i>-3<i>m</i>,27342,0,0,1,0,Trivial,Trivial,0,0,0,70,Elpasolite-K2NaAlF6,8.362,8.362,8.362,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27342,cif/27342.cif,192
27343,Cs2 F6 Tl1 V1,225,Fm-3m,<i>m</i>-3<i>m</i>,27343,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,68,Elpasolite-K2NaAlF6,9.234,9.234,9.234,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27343,cif/27343.cif,192
27344,Cs2 F6 K1 V1,225,Fm-3m,<i>m</i>-3<i>m</i>,27344,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,74,Elpasolite-K2NaAlF6,9.047,9.047,9.047,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27344,cif/27344.cif,192
27345,F6 K1 Rb2 V1,225,Fm-3m,<i>m</i>-3<i>m</i>,27345,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,74,Elpasolite-K2NaAlF6,8.855,8.855,8.855,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/27345,cif/27345.cif,192
27357,B6 O13 Zn4,217,I-43m,-43<i>m</i>,15800,1,0,0,0,Trivial,Trivial,0,1,0,144,Zn4B6O13,7.48,7.48,7.48,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/27357,cif/27357.cif,48
27409,Hg1 Na2 O2,139,I4/mmm,4/<i>mmm</i>,25511,1,0,0,0,Trivial,Trivial,0,0,0,26,Na2HgO2,3.413,3.413,13.3,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/27409,cif/27409.cif,32
27425,Ba2 Co1 O6 W1,225,Fm-3m,<i>m</i>-3<i>m</i>,27425,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,71,Elpasolite-K2NaAlF6,8.103,8.103,8.103,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27425,cif/27425.cif,192
27426,Ba2 Ni1 O6 W1,225,Fm-3m,<i>m</i>-3<i>m</i>,24984,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,72,Elpasolite-K2NaAlF6,8.066,8.066,8.066,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27426,cif/27426.cif,192
27441,C2 N2 Se1,61,Pbca,<i>mmm</i>,27441,0,0,1,0,Trivial,Trivial,0,0,0,192,S(CN)2,8.71,6.98,13.41,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27441,cif/27441.cif,8
27467,F4 Xe1,14,P21/c,2/<i>m</i>,26626,1,0,0,1,Trivial,Trivial,0,0,0,72,XeF4,5.03,5.9,5.75,90,100,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27467,cif/27467.cif,4
27482,O2 V1,136,P42/mnm,4/<i>mmm</i>,1504,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,34,Rutile-TiO2,4.53,4.53,2.869,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/27482,cif/27482.cif,16
27484,F6 Mo1 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,27484,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,49,Sn2F6,8.194,8.194,8.194,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27484,cif/27484.cif,192
27511,Cl3 Co1 Cs1,194,P63/mmc,6/<i>mmm</i>,27511,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,78,BaNiO3,7.2019,7.2019,6.0315,90,90,120,0,0,0,4,0,https://materialsproject.org/materials/icsd/27511,cif/27511.cif,24
27522,Cl4 K2 Pd1,123,P4/mmm,4/<i>mmm</i>,2723,1,0,0,0,Trivial,Trivial,0,0,0,56,K2PtCl4,7.05,7.05,4.1,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/27522,cif/27522.cif,16
27530,Mg2 O4 Si1,74,Imma,<i>mmm</i>,6311,1,0,0,0,Trivial,Trivial,0,0,0,128,Mg2SiO4(oI56),8.16,11.68,5.71,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27530,cif/27530.cif,16
27531,Mg2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,27531,1,0,0,0,Trivial,Trivial,0,0,1,64,Spinel-Al2MgO4,8.12,8.12,8.12,90,90,90,1,1,0,3,0,https://materialsproject.org/materials/icsd/27531,cif/27531.cif,192
27560,Cl5 K2 N1 Os1,62,Pnma,<i>mmm</i>,27560,0,0,1,0,Trivial,Trivial,0,0,0,264,K2OsNCl5,13.27,9.85,6.84,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27560,cif/27560.cif,8
27599,Be4 Na1 O7 Sb1,186,P63mc,6<i>mm</i>,27599,1,1,0,0,Trivial,Trivial,0,0,0,112,NaBe4SbO7,5.47,5.47,8.92,90,90,120,0,0,0,5,0,https://materialsproject.org/materials/icsd/27599,cif/27599.cif,12
27689,Cu1 F3 K1,123,P4/mmm,4/<i>mmm</i>,27689,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,41,Perovskite-BaTiO3(tet),4.13,4.13,3.92,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27689,cif/27689.cif,16
27690,Cr1 F3 K1,123,P4/mmm,4/<i>mmm</i>,27690,1,0,0,0,Trivial,ESFD (SM),0,0,0,36,Perovskite-BaTiO3(tet),4.27,4.27,4.01,90,90,90,0,0,1,4,0,https://materialsproject.org/materials/icsd/27690,cif/27690.cif,16
27694,Br6 Cs2 Po1,225,Fm-3m,<i>m</i>-3<i>m</i>,27694,1,0,0,0,Trivial,Trivial,0,0,0,66,K2PtCl6,10.99,10.99,10.99,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27694,cif/27694.cif,192
27695,Br6 Cs2 Te1,225,Fm-3m,<i>m</i>-3<i>m</i>,24151,1,0,0,0,Trivial,Trivial,0,0,0,66,K2PtCl6,10.888,10.888,10.888,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27695,cif/27695.cif,192
27730,H6 Cl1 Li1 O7,186,P63mc,6<i>mm</i>,1321,0,0,1,0,Trivial,Trivial,0,0,0,112,LiClO4(H2O)3,7.71,7.71,5.42,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/27730,cif/27730.cif,12
27745,O2 Si1,152,P3121,32,27745,1,0,0,1,Trivial,Trivial,0,1,0,48,"Quartz,low",4.965,4.965,5.424,90,90,120,0,0,0,4,0,https://materialsproject.org/materials/icsd/27745,cif/27745.cif,6
27771,Al2 O5 Si1,2,P-1,-1,16970,0,0,1,0,Trivial,Trivial,0,0,0,160,Kyanite,7.11,7.83,5.58,89.88,101.23,106.1,0,0,0,3,0,https://materialsproject.org/materials/icsd/27771,cif/27771.cif,2
27777,Ca1 O3 Sn1,221,Pm-3m,<i>m</i>-3<i>m</i>,27777,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,24,Perovskite-CaTiO3,3.8,3.8,3.8,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27777,cif/27777.cif,48
27791,C4 Br2 Mg2 Na6 O12,227,Fd-3m,<i>m</i>-3<i>m</i>,27791,0,0,1,0,Trivial,Trivial,0,0,0,224,Northupite,14.17,14.17,14.17,90,90,90,2,2,0,0,0,https://materialsproject.org/materials/icsd/27791,cif/27791.cif,192
27799,H12 Co1 F6 O6 Sn2,2,P-1,-1,27799,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,107,Co(H2O)6(SnF3)2,6.759,7.03,7.059,77.48,108.07,100.6,0,0,0,0,0,https://materialsproject.org/materials/icsd/27799,cif/27799.cif,2
27800,O5 Sb2 V1,15,C2/c,2/<i>m</i>,2292,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,90,SbVO5,17.989,4.7924,5.5,90,95.15,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27800,cif/27800.cif,8
27827,C1 Ca1 O3,62,Pnma,<i>mmm</i>,15194,0,0,1,0,Trivial,Trivial,0,0,0,96,CaCO3(Pbnm),4.13,7.15,8.48,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27827,cif/27827.cif,8
27856,Fe1 O1,225,Fm-3m,<i>m</i>-3<i>m</i>,27856,1,0,0,0,Trivial,ES (SM),0,0,1,14,NaCl,4.341,4.341,4.341,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27856,cif/27856.cif,192
27867,B2 F4,14,P21/c,2/<i>m</i>,27867,1,0,0,0,Trivial,Trivial,0,0,0,68,,5.486,6.53,4.826,90,102.5,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/27867,cif/27867.cif,4
27869,B1 Cl3,176,P63/m,6/<i>m</i>,24526,1,0,0,1,Trivial,Trivial,0,0,0,48,BCl3,6.08,6.08,6.55,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/27869,cif/27869.cif,12
27874,Mg6 Mn1 O8,225,Fm-3m,<i>m</i>-3<i>m</i>,24710,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,67,Mg6MnO8,8.381,8.381,8.381,90,90,90,1,0,0,3,0,https://materialsproject.org/materials/icsd/27874,cif/27874.cif,192
27949,O3 Pb1 Ti1,47,Pmmm,<i>mmm</i>,27949,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-PbTiO3(Pmmm),4,4.211,3.875,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27949,cif/27949.cif,8
27955,Na2 O4 S1,164,P-3m1,-3<i>m</i>,27955,1,1,0,0,ES (SM),ES (SM),0,0,0,64,K3Na(SO4)2,5.385,5.385,7.26,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/27955,cif/27955.cif,12
27961,O3 W1,129,P4/nmm,4/<i>mmm</i>,27961,1,1,0,0,Trivial,Trivial,0,0,0,48,WO3(TP8),5.272,5.272,3.92,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27961,cif/27961.cif,16
27962,O3 W1,129,P4/nmm,4/<i>mmm</i>,27961,1,1,0,0,Trivial,Trivial,0,0,0,48,WO3(TP8),5.25,5.25,3.915,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/27962,cif/27962.cif,16
27965,Ba1 O3 Ti1,123,P4/mmm,4/<i>mmm</i>,27965,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-BaTiO3(tet),3.982,3.982,4.017,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27965,cif/27965.cif,16
27966,Ba1 O3 Ti1,123,P4/mmm,4/<i>mmm</i>,27965,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-BaTiO3(tet),3.983,3.983,4.018,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27966,cif/27966.cif,16
27967,Ba1 O3 Ti1,123,P4/mmm,4/<i>mmm</i>,27965,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-BaTiO3(tet),3.984,3.984,4.015,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27967,cif/27967.cif,16
27968,Ba1 O3 Ti1,123,P4/mmm,4/<i>mmm</i>,27965,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-BaTiO3(tet),3.986,3.986,4.014,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27968,cif/27968.cif,16
27969,Ba1 O3 Ti1,123,P4/mmm,4/<i>mmm</i>,27965,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-BaTiO3(tet),3.988,3.988,4.012,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27969,cif/27969.cif,16
27970,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,3.996,3.996,3.996,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27970,cif/27970.cif,48
27971,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,3.999,3.999,3.999,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27971,cif/27971.cif,48
27972,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4,4,4,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27972,cif/27972.cif,48
27973,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.006,4.006,4.006,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27973,cif/27973.cif,48
27974,Ba1 O3 Ti1,123,P4/mmm,4/<i>mmm</i>,27965,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-BaTiO3(tet),3.9923,3.9923,4.0349,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/27974,cif/27974.cif,16
27975,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.0826,4.0826,4.0822,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/27975,cif/27975.cif,48
27976,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.062,4.062,4.0625,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27976,cif/27976.cif,48
27977,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.034,4.034,4.034,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/27977,cif/27977.cif,48
27985,Al2 O5 Si1,2,P-1,-1,16970,0,0,1,0,Trivial,Trivial,0,0,0,160,Kyanite,7.105,7.74,5.57,90.092,101.033,105.742,0,0,0,0,0,https://materialsproject.org/materials/icsd/27985,cif/27985.cif,2
28018,Al1 K1 Mo2 O8,164,P-3m1,-3<i>m</i>,28018,1,0,0,1,Trivial,Trivial,0,0,0,72,KAl(MoO4)2,5.545,5.545,7.07,90,90,120,0,0,0,4,0,https://materialsproject.org/materials/icsd/28018,cif/28018.cif,12
28019,K1 Mo2 O8 Sc1,164,P-3m1,-3<i>m</i>,28019,1,0,0,1,Trivial,Trivial,0,0,0,72,KAl(MoO4)2,5.774,5.774,7.219,90,90,120,0,0,0,5,0,https://materialsproject.org/materials/icsd/28019,cif/28019.cif,12
28020,Fe1 K1 Mo2 O8,165,P-3c1,-3<i>m</i>,28020,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,154,KIn(WO4)2,5.66,5.66,14.24,90,90,120,0,0,0,10,0,https://materialsproject.org/materials/icsd/28020,cif/28020.cif,12
28077,K1 N1 O3,62,Pnma,<i>mmm</i>,10289,0,0,1,1,Trivial,Trivial,0,0,0,128,Aragonite-CaCO3(oP20),6.436,5.43,9.192,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28077,cif/28077.cif,8
28096,B1 F1 Mg2 O3,62,Pnma,<i>mmm</i>,28096,0,0,1,1,Trivial,Trivial,0,0,0,128,Mg3Ti(BO3)2O2,9.33,9.39,3.098,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/28096,cif/28096.cif,8
28134,Ba2 Cl1 P1,166,R-3m,-3<i>m</i>,28134,1,0,0,0,Trivial,Trivial,0,0,0,32,Delafossite-NaCrS2,4.631,4.631,22.71,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/28134,cif/28134.cif,36
28145,F3 K1 V1,221,Pm-3m,<i>m</i>-3<i>m</i>,28145,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,35,Perovskite-CaTiO3,4.131,4.131,4.131,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/28145,cif/28145.cif,48
28146,F3 Rb1 V1,221,Pm-3m,<i>m</i>-3<i>m</i>,28146,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,35,Perovskite-CaTiO3,4.182,4.182,4.182,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/28146,cif/28146.cif,48
28154,H6 N1 O4 P1,122,I-42d,-42<i>m</i>,28154,0,0,1,1,Trivial,Trivial,0,1,0,80,"(K,NH4)H2PO4",7.4997,7.4997,7.5494,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/28154,cif/28154.cif,16
28155,H6 As1 N1 O4,122,I-42d,-42<i>m</i>,28155,0,0,1,1,Trivial,Trivial,0,1,0,80,"(K,NH4)H2PO4",7.6998,7.6998,7.7158,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/28155,cif/28155.cif,16
28179,N2,205,Pa-3,<i>m</i>-3,15472,0,0,1,0,Trivial,Trivial,0,0,0,40,N2(cP8),5.644,5.644,5.644,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28179,cif/28179.cif,24
28208,Cl5 K2 N1 Os1,62,Pnma,<i>mmm</i>,27560,0,0,1,0,Trivial,Trivial,0,0,0,264,K2OsNCl5,13.267,9.842,6.844,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28208,cif/28208.cif,8
28211,Cl1 K2 N1 O3,62,Pnma,<i>mmm</i>,28211,1,0,0,1,Trivial,Trivial,0,0,0,192,,5.28,10.25,7.69,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28211,cif/28211.cif,8
28215,Cl5 K2 Mo1 O1,62,Pnma,<i>mmm</i>,28215,0,0,1,0,ES (SM),ESFD (SM),0,0,0,260,K2OsNCl5,13.43,9.802,6.895,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28215,cif/28215.cif,8
28222,Cl1 Cs1 F3 Sb1,121,I-42m,-42<i>m</i>,28222,0,0,1,1,Trivial,Trivial,0,1,0,168,,9.94,9.94,11.61,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28222,cif/28222.cif,16
28272,Al2 O5 Si1,2,P-1,-1,16970,0,0,1,0,Trivial,Trivial,0,0,0,160,Kyanite,7.121,7.861,5.579,90.03,101.08,105.95,0,0,0,0,0,https://materialsproject.org/materials/icsd/28272,cif/28272.cif,2
28318,Cl1 Cr1 O1,59,Pmmn,<i>mmm</i>,4086,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,38,FeOCl,3.88,3.2,7.72,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/28318,cif/28318.cif,8
28328,B1 I3,176,P63/m,6/<i>m</i>,28328,1,0,0,0,Trivial,Trivial,1,0,0,48,BCl3,7,7,7.46,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/28328,cif/28328.cif,12
28342,Ba2 Ni1 O6 W1,225,Fm-3m,<i>m</i>-3<i>m</i>,24984,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,72,Elpasolite-K2NaAlF6,8.064,8.064,8.064,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/28342,cif/28342.cif,192
28355,C1 K1 N1 S1,57,Pbcm,<i>mmm</i>,28355,0,0,1,0,Trivial,Trivial,0,0,0,96,KSCN(oP16),6.66,6.635,7.58,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28355,cif/28355.cif,8
28372,Al1 Cs1 O2,227,Fd-3m,<i>m</i>-3<i>m</i>,28372,1,0,0,0,Trivial,Trivial,0,0,0,48,CsNbN2,8.098,8.098,8.098,90,90,90,1,1,0,5,0,https://materialsproject.org/materials/icsd/28372,cif/28372.cif,192
28373,Al1 O2 Rb1,227,Fd-3m,<i>m</i>-3<i>m</i>,28373,1,0,0,0,Trivial,Trivial,0,0,0,48,CsNbN2,7.91,7.91,7.91,90,90,90,1,1,0,5,0,https://materialsproject.org/materials/icsd/28373,cif/28373.cif,192
28388,Ga1 Li1 O2,166,R-3m,-3<i>m</i>,28388,1,0,0,0,Trivial,Trivial,0,0,0,16,Delafossite-NaCrS2,2.9113,2.9113,14.466,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/28388,cif/28388.cif,36
28398,C2 Hg2 N2 O1,62,Pnma,<i>mmm</i>,25708,0,0,1,1,Trivial,Trivial,0,0,0,192,Hg2(CN)2O,18.901,3.9,7.078,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28398,cif/28398.cif,8
28471,Mo1 O8 V2,12,C2/m,2/<i>m</i>,28471,1,1,0,0,NLC (TI),ES (SM),0,1,0,64,,19.4,3.62,4.13,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/28471,cif/28471.cif,8
28501,C6 Ag3 Co1 N6,162,P-31m,-3<i>m</i>,16959,1,0,0,0,Trivial,Trivial,0,0,0,96,H3Fe(CN)6,7.03,7.03,7.127,90,90,120,1,0,0,4,0,https://materialsproject.org/materials/icsd/28501,cif/28501.cif,12
28505,Co1 O1,225,Fm-3m,<i>m</i>-3<i>m</i>,9865,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,15,NaCl,4.25,4.25,4.25,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28505,cif/28505.cif,192
28506,Co1 O1,225,Fm-3m,<i>m</i>-3<i>m</i>,9865,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,15,NaCl,4.25,4.25,4.25,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28506,cif/28506.cif,192
28533,Cl5 Co1 Cs3,140,I4/mcm,4/<i>mmm</i>,14087,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,142,Cs3CoCl5,9.225,9.225,14.541,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/28533,cif/28533.cif,32
28534,O5 Si1 Sr3,130,P4/ncc,4/<i>mmm</i>,18151,1,0,0,0,Trivial,Trivial,0,0,0,256,Sr3SiO5,6.952,6.952,10.76,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28534,cif/28534.cif,16
28552,H6 F1 N1 O2,62,Pnma,<i>mmm</i>,28552,0,0,1,0,Trivial,Trivial,0,0,0,120,,8.082,9.164,4.434,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/28552,cif/28552.cif,8
