icsd,formula,space_group_number,space_group_symbol,point_group,material_id,curated_flatband,best_flatband,atomic_flatband,high_quality,topology_soc,topology_nosoc,superconductor,nonzero_magnetisation,theory_entry,n_electrons,structure_type,a,b,c,alpha,beta,gamma,n_kagome,n_pyrochlore,n_lieb,n_bipartite,n_split,materials_project,cif_file,cif_symmetry_ops
182248,O3 Sr1 Ti1,46,Ima2,<i>mm</i>2,182248,1,0,0,0,Trivial,Trivial,0,0,1,64,,7.8341,5.5036,5.5043,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182248,cif/182248.cif,8
182249,Fe1 S1,129,P4/nmm,4/<i>mmm</i>,42977,1,0,0,0,Trivial,ES (SM),1,0,1,28,FeSe,3.655,3.655,5.033,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182249,cif/182249.cif,16
182250,Fe1 S1,129,P4/nmm,4/<i>mmm</i>,42977,1,0,0,0,Trivial,ES (SM),1,0,1,28,FeSe,3.752,3.752,5.033,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182250,cif/182250.cif,16
182251,Fe1 S1,129,P4/nmm,4/<i>mmm</i>,42977,1,0,0,0,Trivial,ES (SM),1,0,1,28,Litharge,3.961,3.961,5.033,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182251,cif/182251.cif,16
182276,As2 Ca1 Fe2,139,I4/mmm,4/<i>mmm</i>,182276,1,0,0,0,SEBR (TI),ES (SM),1,0,0,28,ThCr2Si2,3.9052,3.9052,11.402,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182276,cif/182276.cif,32
182277,As2 Ca1 Fe2,139,I4/mmm,4/<i>mmm</i>,166016,1,0,0,0,SEBR (TI),ES (SM),0,0,0,28,ThCr2Si2,3.6727,3.6727,9.3173,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182277,cif/182277.cif,32
182278,As2 Ca1 Fe2,139,I4/mmm,4/<i>mmm</i>,166016,1,0,0,0,SEBR (TI),ES (SM),0,0,0,28,ThCr2Si2,3.9396,3.9396,10.258,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182278,cif/182278.cif,32
182279,As2 Ca1 Fe2,139,I4/mmm,4/<i>mmm</i>,166016,1,0,0,0,SEBR (TI),ES (SM),0,0,0,28,ThCr2Si2,3.7439,3.7439,9.4616,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182279,cif/182279.cif,32
182284,Mn1 O3 Y1,194,P63/mmc,6/<i>mmm</i>,73361,1,0,0,1,SEBR (TI),ES (SM),0,0,0,72,Be3N2,3.618961,3.618961,11.3409,90,90,120,0,0,0,1,0,https://materialsproject.org/materials/icsd/182284,cif/182284.cif,24
182300,H6 B1 N1,31,Pmn21,<i>mm</i>2,159678,0,0,1,0,Trivial,Trivial,0,0,1,28,NH3BH3,5.268,4.322,4.84,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182300,cif/182300.cif,4
182301,H6 B1 N1,31,Pmn21,<i>mm</i>2,159678,0,0,1,0,Trivial,Trivial,0,0,1,28,,5.172,4.968,5.612,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182301,cif/182301.cif,4
182308,H2 Li1 O4 P1,33,Pna21,<i>mm</i>2,100200,0,0,1,0,Trivial,Trivial,0,0,0,128,LiH2AsO4,6.241,7.643,6.87,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182308,cif/182308.cif,4
182309,H2 Li1 O4 P1,33,Pna21,<i>mm</i>2,100200,0,0,1,0,Trivial,Trivial,0,0,0,128,LiH2AsO4,6.23,7.623,6.875,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182309,cif/182309.cif,4
182352,N3 O1 Ta2,191,P6/mmm,6/<i>mmm</i>,182352,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,31,Ta2BN3,5.282,5.282,2.701,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/182352,cif/182352.cif,24
182353,F1 N3 Ta2,191,P6/mmm,6/<i>mmm</i>,182353,1,0,0,0,SEBR (TI),ES (SM),0,0,1,32,Ta2BN3,5.301,5.301,2.717,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/182353,cif/182353.cif,24
182360,O1 Zn1,221,Pm-3m,<i>m</i>-3<i>m</i>,163382,1,0,0,0,Trivial,Trivial,0,0,1,18,CsCl,2.27,2.27,2.27,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182360,cif/182360.cif,48
182429,Ga1 Ti3,194,P63/mmc,6/<i>mmm</i>,103991,1,0,0,0,ESFD (SM),ESFD (SM),1,0,0,30,Ni3Sn,5.7528,5.7528,4.6568,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/182429,cif/182429.cif,24
182470,H2 Li1 N1,82,I-4,-4,10354,0,0,1,0,Trivial,Trivial,0,0,1,32,LiNH2,4.9683,4.9683,10.3926,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182470,cif/182470.cif,8
182471,H2 Li1 N1,82,I-4,-4,10354,0,0,1,0,Trivial,Trivial,0,0,1,32,LiNH2,4.7313,4.7313,10.0288,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182471,cif/182471.cif,8
182484,Cr1 Ni1 Sb1,216,F-43m,-43<i>m</i>,182484,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,21,Heusler-AlLiSi,6.025,6.025,6.025,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182484,cif/182484.cif,96
182485,Mn1 Ni1 Sb1,216,F-43m,-43<i>m</i>,54255,1,1,0,0,ES (SM),Trivial,0,1,1,22,Heusler-AlLiSi,5.897,5.897,5.897,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182485,cif/182485.cif,96
182507,Rh1 Si1,221,Pm-3m,<i>m</i>-3<i>m</i>,44385,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,13,CsCl,2.935,2.935,2.935,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182507,cif/182507.cif,48
182513,La1 Ni5,191,P6/mmm,6/<i>mmm</i>,54245,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,61,CaCu5,5.018,5.018,3.9777,90,90,120,1,0,0,0,0,https://materialsproject.org/materials/icsd/182513,cif/182513.cif,24
182533,H3 Al1,167,R-3c,-3<i>m</i>,15225,1,0,0,0,Trivial,Trivial,0,0,1,12,FeF3,4.502,4.502,11.848,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/182533,cif/182533.cif,36
182544,Fe1 Se1,129,P4/nmm,4/<i>mmm</i>,26889,1,0,0,0,ES (SM),ES (SM),1,0,1,28,FeSe,3.6647,3.6647,5.3471,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182544,cif/182544.cif,16
182545,Fe1 Se1,67,Cmme,<i>mmm</i>,169283,1,0,0,0,Trivial,ES (SM),0,0,1,28,,5.2833,5.2925,5.4478,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182545,cif/182545.cif,16
182572,B2 Co2 La1,139,I4/mmm,4/<i>mmm</i>,41787,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,35,ThCr2Si2,3.61082,3.61082,10.2052,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182572,cif/182572.cif,32
182573,B2 Co2 La1,139,I4/mmm,4/<i>mmm</i>,41787,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,35,ThCr2Si2,3.606,3.606,10.232,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182573,cif/182573.cif,32
182604,Ba1 F4 Zn1,36,Cmc21,<i>mm</i>2,16925,1,1,0,1,Trivial,Trivial,0,0,0,100,BaCuF4,4.197,14.39,5.788,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/182604,cif/182604.cif,8
182605,Ba1 F4 Zn1,36,Cmc21,<i>mm</i>2,16925,1,1,0,1,Trivial,Trivial,0,0,0,100,BaCuF4,4.195,14.22,5.743,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/182605,cif/182605.cif,8
182606,Ba1 F4 Zn1,36,Cmc21,<i>mm</i>2,16925,1,1,0,1,Trivial,Trivial,0,0,0,100,BaCuF4,4.191,14.09,5.709,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182606,cif/182606.cif,8
182607,Ba1 F4 Zn1,36,Cmc21,<i>mm</i>2,16925,1,1,0,1,Trivial,Trivial,0,1,0,100,BaCuF4,4.188,13.95,5.687,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/182607,cif/182607.cif,8
182609,Ba1 F4 Zn1,36,Cmc21,<i>mm</i>2,16925,1,1,0,1,Trivial,Trivial,0,0,0,100,BaCuF4,4.2057,14.5754,5.8435,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182609,cif/182609.cif,8
182710,Co1 Nb2 O6,60,Pbcn,<i>mmm</i>,182710,1,0,0,0,ES (SM),ESFD (SM),0,0,0,284,Columbite-MgNb2O6,14.125,5.701,5.038,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/182710,cif/182710.cif,8
182711,Co1 Nb2 O6,60,Pbcn,<i>mmm</i>,182710,1,0,0,0,ES (SM),ESFD (SM),0,0,0,284,Columbite-MgNb2O6,14.124,5.701,5.037,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/182711,cif/182711.cif,8
182717,Li1 Mn2 O4,227,Fd-3m,<i>m</i>-3<i>m</i>,40485,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,78,Spinel-Al2MgO4,8.236,8.236,8.236,90,90,90,1,1,0,3,0,https://materialsproject.org/materials/icsd/182717,cif/182717.cif,192
182734,H4 B1 Na1,215,P-43m,-43<i>m</i>,182734,1,0,0,0,Trivial,Trivial,0,0,1,32,,6.044,6.044,6.044,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182734,cif/182734.cif,24
182742,K2 Te1,225,Fm-3m,<i>m</i>-3<i>m</i>,60441,1,1,0,0,Trivial,Trivial,0,0,1,24,Fluorite-CaF2,8.114,8.114,8.114,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182742,cif/182742.cif,192
182743,Rb2 Te1,225,Fm-3m,<i>m</i>-3<i>m</i>,55115,1,0,0,0,Trivial,Trivial,0,0,1,24,Fluorite-CaF2,8.46,8.46,8.46,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182743,cif/182743.cif,192
182755,Cs2 Cu3 F12 Zr1,166,R-3m,-3<i>m</i>,79114,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,139,Cs2Te(Te3O12),7.156,7.156,20.447,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/182755,cif/182755.cif,36
182761,C1,139,I4/mmm,4/<i>mmm</i>,182761,1,0,0,0,Trivial,Trivial,0,0,1,16,Si(I4/mmm),4.329,4.329,2.483,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182761,cif/182761.cif,32
182762,O3 Sr1 Ti1,140,I4/mcm,4/<i>mmm</i>,56718,1,0,0,1,Trivial,Trivial,0,0,0,64,Perovskite-SrTiO3,5.5134,5.5134,7.8072,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182762,cif/182762.cif,32
182763,O3 Sr1 Ti1,140,I4/mcm,4/<i>mmm</i>,56718,1,0,0,1,Trivial,Trivial,0,0,0,64,Perovskite-SrTiO3,5.5138,5.5138,7.8067,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182763,cif/182763.cif,32
182764,O3 Sr1 Ti1,140,I4/mcm,4/<i>mmm</i>,56718,1,0,0,1,Trivial,Trivial,0,0,0,64,Perovskite-SrTiO3,5.5148,5.5148,7.8068,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182764,cif/182764.cif,32
182798,Fe1 O4 Sb2,135,P42/mbc,4/<i>mmm</i>,4459,1,0,0,1,Trivial,Trivial,0,0,0,168,Minium-Pb3O4,8.61754,8.61754,5.92069,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/182798,cif/182798.cif,16
182829,Mn2 Ru1 Sn1,216,F-43m,-43<i>m</i>,182829,1,0,0,0,NLC (TI),ESFD (SM),0,1,0,26,CuHg2Ti,6.2195,6.2195,6.2195,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182829,cif/182829.cif,96
182830,Mn2 Ru1 Si1,216,F-43m,-43<i>m</i>,182830,1,0,0,0,ESFD (SM),ESFD (SM),0,1,0,26,CuHg2Ti,5.826,5.826,5.826,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182830,cif/182830.cif,96
182837,Co2 K1 Se2,139,I4/mmm,4/<i>mmm</i>,67370,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,39,BaZn2P2,3.7566,3.7566,14.1065,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182837,cif/182837.cif,32
182838,Co2 K1 Se2,139,I4/mmm,4/<i>mmm</i>,67370,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,39,BaZn2P2,3.8935,3.8935,13.4845,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182838,cif/182838.cif,32
182944,F1 Fe1 Li1 O4 S1,2,P-1,-1,180389,1,0,0,1,Trivial,Trivial,0,1,0,92,LiCoSO4F,5.18003,5.49165,7.2289,106.4864,107.186,97.9098,0,0,0,2,0,https://materialsproject.org/materials/icsd/182944,cif/182944.cif,2
182948,Ni1 O1,225,Fm-3m,<i>m</i>-3<i>m</i>,9866,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,16,NaCl,4.1517,4.1517,4.1517,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/182948,cif/182948.cif,192
183037,H2 K1 O4 P1,43,Fdd2,<i>mm</i>2,31151,0,0,1,1,Trivial,Trivial,0,1,0,80,KH2PO4(LT),10.544,10.481,6.92,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/183037,cif/183037.cif,16
183043,Co1 Mn2 Sn1,216,F-43m,-43<i>m</i>,160708,1,0,0,0,ESFD (SM),ESFD (SM),0,1,0,27,CuHg2Ti,6.083,6.083,6.083,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183043,cif/183043.cif,96
183094,Ni2 Y1,227,Fd-3m,<i>m</i>-3<i>m</i>,105458,1,1,0,0,ESFD (SM),ESFD (SM),1,0,1,62,Laves(cub)-MgCu2,7.318,7.318,7.318,90,90,90,1,1,0,0,0,https://materialsproject.org/materials/icsd/183094,cif/183094.cif,192
183095,Mg1 Ni4 Y1,216,F-43m,-43<i>m</i>,107033,1,1,0,0,ESFD (SM),ESFD (SM),0,1,1,53,AuBe5,7.0517,7.0517,7.0517,90,90,90,0,1,0,0,0,https://materialsproject.org/materials/icsd/183095,cif/183095.cif,96
183096,As2 O3,86,P42/n,4/<i>m</i>,183096,1,0,0,0,Trivial,Trivial,0,0,1,112,,7.04,7.04,8.31,90,90,90,0,0,0,6,0,https://materialsproject.org/materials/icsd/183096,cif/183096.cif,8
183098,As2 O3,227,Fd-3m,<i>m</i>-3<i>m</i>,2114,1,0,0,0,Trivial,Trivial,0,0,1,112,As2O3(cF80),11.54,11.54,11.54,90,90,90,0,0,0,10,0,https://materialsproject.org/materials/icsd/183098,cif/183098.cif,192
183110,Ca1 Cu3 O12 Ru4,204,Im-3,<i>m</i>-3,51894,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,139,NaMn7O12,7.4178,7.4178,7.4178,90,90,90,1,0,0,3,0,https://materialsproject.org/materials/icsd/183110,cif/183110.cif,48
183160,C1 Y1,216,F-43m,-43<i>m</i>,183160,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,15,Sphalerite-ZnS(cF8),5.47,5.47,5.47,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183160,cif/183160.cif,96
183162,C1 Zr1,216,F-43m,-43<i>m</i>,183162,1,0,0,0,Trivial,Trivial,0,1,1,8,Sphalerite-ZnS(cF8),5.11,5.11,5.11,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183162,cif/183162.cif,96
183180,N1 Y1,216,F-43m,-43<i>m</i>,161077,1,0,0,0,Trivial,Trivial,0,1,1,16,Sphalerite-ZnS(cF8),5.29,5.29,5.29,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183180,cif/183180.cif,96
183195,Ag1 N1,225,Fm-3m,<i>m</i>-3<i>m</i>,167858,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,16,NaCl,4.61,4.61,4.61,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183195,cif/183195.cif,192
183242,Pb1 S1,221,Pm-3m,<i>m</i>-3<i>m</i>,183242,1,0,0,0,Trivial,Trivial,0,0,1,10,CsCl,3.75,3.75,3.75,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183242,cif/183242.cif,48
183383,La1 Ni5,191,P6/mmm,6/<i>mmm</i>,54245,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,61,CaCu5,4.8627,4.8627,3.8578,90,90,120,1,0,0,0,0,https://materialsproject.org/materials/icsd/183383,cif/183383.cif,24
183385,La1 Ni3 Rh2,191,P6/mmm,6/<i>mmm</i>,183385,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,59,CaCu5,4.9802,4.9802,4.094,90,90,120,1,0,0,0,0,https://materialsproject.org/materials/icsd/183385,cif/183385.cif,24
183408,O3 W1,221,Pm-3m,<i>m</i>-3<i>m</i>,108651,1,1,0,0,Trivial,Trivial,1,0,1,24,ReO3,3.834,3.834,3.834,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/183408,cif/183408.cif,48
183446,Ca1 Mo1 O4,88,I41/a,4/<i>m</i>,22351,1,0,0,0,Trivial,Trivial,0,0,0,64,Scheelite-CaWO4,5.243,5.243,11.381,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183446,cif/183446.cif,16
183447,Ca1 Mo1 O4,88,I41/a,4/<i>m</i>,22351,1,0,0,0,Trivial,Trivial,0,0,0,64,Scheelite-CaWO4,5.239,5.239,11.381,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/183447,cif/183447.cif,16
183452,O3 Sr1 Tc1,140,I4/mcm,4/<i>mmm</i>,183452,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,70,Perovskite-SrTiO3,5.5937,5.5937,7.922,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/183452,cif/183452.cif,32
183453,O3 Sr1 Tc1,221,Pm-3m,<i>m</i>-3<i>m</i>,109076,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,35,Perovskite-CaTiO3,3.9714,3.9714,3.9714,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/183453,cif/183453.cif,48
183487,Hf5 Sn3,193,P63/mcm,6/<i>mmm</i>,104273,1,0,0,1,ES (SM),ES (SM),0,0,0,64,Mn5Si3,8.36562,8.36562,5.70775,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/183487,cif/183487.cif,24
183701,O2 Si1,217,I-43m,-43<i>m</i>,183701,1,1,0,1,Trivial,Trivial,0,0,0,96,,8.8111,8.8111,8.8111,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/183701,cif/183701.cif,48
183712,Ba1 Cu1 F1 S1,129,P4/nmm,4/<i>mmm</i>,183712,1,0,0,0,Trivial,Trivial,0,0,0,68,ZrCuSiAs-CuHfSi2,4.1229,4.1229,9.0063,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183712,cif/183712.cif,16
183767,O2 Ti1,141,I41/amd,4/<i>mmm</i>,9852,1,0,0,0,Trivial,Trivial,0,0,1,32,Anatase-TiO2,3.764,3.764,9.461,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/183767,cif/183767.cif,32
183771,Ba2 Mg1 O6 W1,225,Fm-3m,<i>m</i>-3<i>m</i>,24982,1,0,0,0,Trivial,Trivial,0,0,1,64,Elpasolite-K2NaAlF6,8.016625,8.016625,8.016625,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/183771,cif/183771.cif,192
183837,K2 S1,225,Fm-3m,<i>m</i>-3<i>m</i>,26735,1,1,0,0,Trivial,Trivial,0,0,0,24,Fluorite-CaF2,7.35,7.35,7.35,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183837,cif/183837.cif,192
183874,Fe1 Li1 O4 P1,62,Pnma,<i>mmm</i>,38209,0,0,1,1,Trivial,Trivial,0,0,0,152,Olivine-Mg2SiO4,10.32,6.0068,4.6993,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/183874,cif/183874.cif,8
183914,Ca1 F6 Si1,148,R-3,-3,183914,0,0,1,1,Trivial,Trivial,0,0,0,48,LiSbF6,5.3497,5.3497,13.5831,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/183914,cif/183914.cif,18
183925,Ba1 Cl1 F1,129,P4/nmm,4/<i>mmm</i>,2350,0,0,1,0,Trivial,Trivial,0,0,1,48,PbClF,4.46,4.46,7.359,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/183925,cif/183925.cif,16
183932,Ba1 O3 Ti1,99,P4mm,4<i>mm</i>,15453,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-PbTiO3,4.3178,4.3178,4.1061,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/183932,cif/183932.cif,8
184052,Ba1 Hf1 N2,129,P4/nmm,4/<i>mmm</i>,50994,1,0,0,0,Trivial,Trivial,0,0,1,48,BaNiS2,4.1527,4.1527,8.3481,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184052,cif/184052.cif,16
184053,Ba1 Hf1 N2,129,P4/nmm,4/<i>mmm</i>,50994,1,0,0,0,Trivial,Trivial,0,0,1,48,BaNiS2,4.2311,4.2311,8.5911,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184053,cif/184053.cif,16
184054,Ba1 Hf1 N2,129,P4/nmm,4/<i>mmm</i>,50994,1,0,0,0,Trivial,Trivial,0,0,1,48,BaNiS2,4.0577,4.0577,8.1218,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184054,cif/184054.cif,16
184055,Ba1 Hf1 N2,129,P4/nmm,4/<i>mmm</i>,50994,1,0,0,0,Trivial,Trivial,0,0,1,48,BaNiS2,4.0949,4.0949,8.1553,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184055,cif/184055.cif,16
184056,Ba1 Hf1 N2,129,P4/nmm,4/<i>mmm</i>,50994,1,0,0,0,Trivial,Trivial,0,0,1,48,BaNiS2,4.1651,4.1651,8.3313,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184056,cif/184056.cif,16
184057,Ba1 Hf1 N2,129,P4/nmm,4/<i>mmm</i>,50994,1,0,0,0,Trivial,Trivial,0,0,1,48,BaNiS2,4.0536,4.0536,7.9877,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184057,cif/184057.cif,16
184078,Co1 O3 Sr1,221,Pm-3m,<i>m</i>-3<i>m</i>,77142,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,37,Perovskite-CaTiO3,3.855,3.855,3.855,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/184078,cif/184078.cif,48
184089,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.811,10.811,10.811,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184089,cif/184089.cif,192
184090,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.828,10.828,10.828,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184090,cif/184090.cif,192
184091,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.848,10.848,10.848,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184091,cif/184091.cif,192
184092,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.869,10.869,10.869,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184092,cif/184092.cif,192
184093,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.892,10.892,10.892,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184093,cif/184093.cif,192
184094,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.91,10.91,10.91,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184094,cif/184094.cif,192
184095,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.915,10.915,10.915,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184095,cif/184095.cif,192
184096,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.921,10.921,10.921,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184096,cif/184096.cif,192
184097,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.927,10.927,10.927,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184097,cif/184097.cif,192
184098,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.933,10.933,10.933,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184098,cif/184098.cif,192
184099,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.939,10.939,10.939,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184099,cif/184099.cif,192
184100,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.945,10.945,10.945,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184100,cif/184100.cif,192
184101,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.951,10.951,10.951,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184101,cif/184101.cif,192
